,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,1.46120,0.24930,0.34560,56.78730,35.19020,35.19020,34.42210,20.94480,0.22790,7.61830,2.93910,30.62180,9.22390,9.22390,4.77350,6.92460,39.38700,7.0949,5.4101
2022-06-30,1.54390,0.24500,0.33810,57.35600,35.73150,35.73150,34.81290,23.39810,0.23470,7.59890,2.69700,33.36990,10.24860,10.24860,5.49130,7.73720,39.43500,6.1418,5.0951
2022-03-31,1.51290,0.26320,0.38090,64.64670,42.50690,42.50690,40.94140,29.85330,0.20670,5.80920,2.44840,36.75860,11.70100,11.70100,6.17200,8.62070,38.05170,3.87640,3.24230
2021-12-31,1.33520,0.29210,0.43900,58.42890,28.62870,28.62870,27.16280,16.45680,0.17610,5.49340,2.39330,37.60570,5.78560,5.78560,2.89760,4.09570,34.86750,4.4697,3.9319
2021-09-30,1.93140,0.29820,0.44580,63.46420,33.16120,33.16120,30.83680,20.48040,0.13310,4.06900,2.12550,42.34250,5.39270,5.39270,2.72500,3.78440,33.44710,3.6485,3.1256
2021-06-30,2.10700,0.29810,0.45190,70.08130,33.03300,33.03300,30.16360,20.47790,0.11960,2.68450,2.25710,39.87470,4.72260,4.72260,2.44840,3.31480,33.06440,3.0818,2.3127
2021-03-31,2.03420,0.30940,0.46410,56.74780,19.14010,19.14010,16.23260,9.30010,0.12620,4.15940,2.35640,38.19400,2.27550,2.27550,1.17330,1.57140,31.98050,1.59670,0.66250
2020-12-31,2.24860,0.33070,0.51490,42.22190,-13.40720,-13.40720,-17.95340,-12.76240,0.09660,3.48800,2.19640,40.97540,-2.58640,-2.58640,-1.23290,-1.73100,27.94740,1.5492,0.5738
2020-09-30,2.38340,0.32620,0.49990,55.15980,-5.82190,-5.82190,-11.68950,-10.27400,0.06940,1.89940,2.06700,43.54110,-1.46180,-1.46180,-0.71250,-0.98490,28.69560,0.8061,-0.2458
2020-06-30,2.69260,0.32050,0.47620,69.44720,7.37050,7.37050,0.52290,6.47410,0.06370,1.24950,2.62140,34.33270,0.88270,0.88270,0.44090,0.59980,29.36230,0.1582,0.0478
2020-03-31,2.16360,0.32110,0.47700,40.78150,-28.76740,-28.76740,-32.48810,-36.14630,0.07400,3.92420,2.12500,42.35290,-5.45130,-5.45130,-2.63100,-3.70070,29.26730,1.94090,0.92660
2019-12-31,2.40140,0.29670,0.42500,63.95580,19.60690,19.60690,15.79850,8.84520,0.11540,2.85960,2.39340,37.60320,2.11980,2.11980,1.05370,1.49080,32.30810,2.5873,1.2671
2019-09-30,2.56090,0.29580,0.42340,69.58290,37.07520,37.07520,34.60810,30.27840,0.14350,3.21470,2.79120,32.24410,8.71480,8.71480,4.36590,6.13730,32.11520,2.182,2.6325
2019-06-30,1.75630,0.30930,0.45120,66.63480,27.89980,27.89980,24.55850,18.85440,0.11760,2.56750,2.29530,39.21120,4.82860,4.82860,2.24110,3.33520,29.79260,2.5896,1.5378
2019-03-31,1.85660,0.31020,0.45310,62.36450,30.00900,30.00900,26.71770,18.22610,0.14070,3.73270,2.59940,34.62370,5.59720,5.59720,2.58190,3.86090,29.18220,2.52420,1.22020
2018-12-31,1.79500,0.31660,0.46680,60.54440,28.21160,28.21160,25.78900,18.02920,0.14810,4.05960,2.54760,35.32770,5.85700,5.85700,2.68360,4.00260,28.16710,3.1992,2.4187
2018-09-30,1.98930,0.31720,0.46750,64.25970,31.34280,31.34280,28.58830,18.30790,0.14410,2.93220,2.25940,39.83370,5.83870,5.83870,2.65460,3.98670,27.86470,2.943,1.633
