,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.24950,0.42420,21.34890,21.34890,19.48460,15.99490,0.05180,4.32120,4.79290,0.82840,3.24290,50.60840,3.6657,3.5849
2022-09-30,0.27170,0.47280,19.66650,19.66650,17.81060,14.46470,0.05200,4.28240,4.81410,0.75200,3.11860,44.96820,3.694,3.6303
2022-06-30,0.23410,0.39870,18.47610,18.47610,16.78750,13.69360,0.04960,3.32520,3.65610,0.67970,2.54670,54.58760,3.0467,2.9786
2022-03-31,0.18330,0.30010,16.93420,16.93420,15.40980,12.56240,0.04700,2.38410,2.56320,0.59020,1.94720,69.72460,3.96140,3.89180
2021-12-31,0.15180,0.23440,18.28410,18.28410,16.76930,13.71660,0.04360,2.05900,2.18050,0.59780,1.74650,86.80390,3.5814,3.5109
2021-09-30,0.15230,0.22530,19.69590,19.69590,18.06140,14.78050,0.04330,2.19410,2.32420,0.64030,1.86000,85.11120,3.6184,3.5458
2021-06-30,0.18730,0.26070,21.00620,21.00620,19.29360,15.70420,0.04300,2.31660,2.44170,0.67480,1.88260,84.34480,3.1886,3.1091
2021-03-31,0.17560,0.24810,18.94680,18.94680,17.27470,14.09460,0.04510,2.27920,2.41540,0.63500,1.87900,75.89990,3.54670,3.39860
2020-12-31,0.15980,0.21920,22.08350,22.08350,20.34140,16.61920,0.04230,2.32860,2.45200,0.70310,1.95650,84.50240,3.694,3.5735
2020-09-30,0.16860,0.23680,21.18850,21.18850,19.37490,15.81070,0.04260,2.29720,2.42760,0.67380,1.91000,78.28920,2.8948,2.8139
2020-06-30,0.13950,0.26800,19.90490,19.90490,17.97310,14.65410,0.04290,2.20490,2.33630,0.62850,1.89740,73.72820,4.0326,3.93
2020-03-31,0.17120,0.27680,19.74570,19.74570,17.90920,14.61010,0.04470,2.53880,2.72330,0.65300,2.10420,61.26130,3.14810,3.06270
2019-12-31,0.15610,0.22590,21.78390,21.78390,19.98000,16.45830,0.04380,2.56450,2.72970,0.72010,2.16420,67.71540,2.957,2.8491
2019-09-30,0.15600,0.21670,23.51960,23.51960,21.67130,17.68350,0.04420,2.75990,2.93730,0.78250,2.32950,67.43140,3.1347,3.0577
2019-06-30,0.16800,0.24040,22.13190,22.13190,20.23600,16.50350,0.04550,2.78500,2.98150,0.75080,2.31700,61.34600,2.3851,2.2536
2019-03-31,0.18320,0.27300,22.28160,22.28160,20.38040,16.56030,0.04640,3.06770,3.30950,0.76820,2.50570,54.97720,3.76830,3.70580
2018-12-31,0.20040,0.30750,21.34280,21.34280,19.12540,15.47020,0.04610,3.04160,3.31160,0.71310,2.43200,48.92070,2.9338,2.78
2018-09-30,0.19700,0.35640,22.39920,22.39920,20.32940,16.49050,0.04620,3.22630,3.50580,0.76140,2.59070,49.38040,2.8213,2.7457
2018-06-30,0.12790,0.26730,22.97940,22.97940,20.91340,17.00120,0.04740,3.30950,3.59440,0.80600,2.88610,49.33990,2.0556,1.9962
2018-03-31,0.16270,0.25710,21.90360,21.90360,19.88370,16.21770,0.04620,2.98460,3.22960,0.74930,2.49890,51.13510,3.27530,3.17280
2017-12-31,0.15380,0.23430,22.52610,22.52610,20.47230,97.20380,0.04500,16.48700,17.74450,4.37650,13.95210,54.37870,2.843,2.786
2017-09-30,0.17950,0.27860,23.09530,23.09530,21.09050,14.65890,0.04550,2.96740,3.24470,0.66690,2.43460,44.79660,2.9621,2.9164
2017-06-30,0.18300,0.28460,21.67790,21.67790,19.62200,13.63090,0.04560,2.77760,3.04350,0.62170,2.26930,43.46690,2.3796,2.3448
2017-03-31,0.19270,0.30770,20.75460,20.75460,18.73240,13.04650,0.04630,2.89110,3.18780,0.62110,2.33390,40.46170,3.82590,3.79290
2016-12-31,0.19880,0.30600,20.14330,20.14330,18.04310,13.88720,0.04550,2.73300,3.02550,0.58230,2.18970,38.69210,3.4579,3.3354
2016-09-30,0.18220,0.27530,22.41340,22.41340,20.35430,15.34380,0.04480,2.79000,3.05530,0.64280,2.28150,42.78050,3.0441,3.0159
2016-06-30,0.18860,0.29110,22.42740,22.42740,20.09750,13.95620,0.04600,2.85570,3.14000,0.64570,2.31710,40.69780,2.1651,2.1417
2016-03-31,0.14490,0.29630,21.97330,21.97330,19.99210,12.68720,0.04740,3.04150,3.38150,0.64780,2.60090,36.26750,2.76320,2.73170
2015-12-31,0.15500,0.30420,20.90250,20.90250,18.84420,14.23730,0.04700,2.93750,3.29640,0.60010,2.48220,33.14170,3.0498,3.0013
2015-09-30,0.14790,0.31790,23.04320,23.04320,21.01130,15.34980,0.04710,3.12510,3.48430,0.66530,2.66290,34.62180,2.223,2.0893
