,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.22770,0.37650,10.30500,10.30500,8.87880,6.69410,0.06120,1.70450,3.10530,0.40990,1.31640,114.78720,8.3464,8.3464
2022-06-30,0.21690,0.37150,16.54760,16.54760,15.16950,12.22210,0.05080,2.35160,3.87560,0.62100,1.84150,123.46530,6.4521,6.4521
2022-03-31,0.20460,0.30800,25.45250,25.45250,24.08730,20.41580,0.04880,3.48160,5.47500,0.99700,2.76920,133.82430,5.67720,5.67720
2021-12-31,0.20260,0.29430,25.47940,25.47940,24.27740,20.42350,0.05240,3.58540,5.48330,1.07020,2.85910,139.98540,5.6573,5.6573
2021-09-30,0.19990,0.27360,20.03690,20.03690,18.91190,16.90180,0.05450,3.09010,4.77930,0.92090,2.47230,137.66840,7.8299,7.8299
2021-06-30,0.19930,0.27240,27.98010,27.98010,26.71770,23.43750,0.04900,3.77110,5.82830,1.14870,3.01940,136.90370,7.0253,7.0253
2021-03-31,0.20120,0.27560,27.68030,27.68030,26.45670,23.06690,0.05190,3.89330,6.06620,1.19810,3.11000,131.37430,4.64340,4.64340
2020-12-31,0.20090,0.27510,29.22420,29.22420,27.94480,24.55320,0.05160,4.06790,6.32490,1.26750,3.25050,131.87630,5.6042,5.6042
2020-09-30,0.20820,0.31100,15.49030,15.49030,14.11670,12.61620,0.05040,2.11650,3.38150,0.63580,1.67600,124.98010,7.7852,7.7852
2020-06-30,0.19960,0.29880,-2.94940,-2.94940,-4.37400,-3.68390,0.04950,-0.60450,-0.98320,-0.18240,-0.48380,121.32220,4.4234,4.4234
2020-03-31,0.20560,0.31070,7.78230,7.78230,6.06730,3.27400,0.04450,0.48280,0.80450,0.14560,0.38350,115.64180,3.76660,3.76660
2019-12-31,0.19680,0.29410,17.05200,17.05200,15.35820,13.42410,0.04940,2.12000,3.45280,0.66290,1.70270,122.42130,3.096,3.096
2019-09-30,0.19580,0.26960,16.15260,16.15260,14.60480,12.06190,0.05160,1.99920,3.28670,0.62290,1.60780,120.32610,4.8388,4.8388
2019-06-30,0.19910,0.27500,17.61460,17.61460,15.92590,13.48660,0.04890,2.13750,3.56740,0.65900,1.71200,117.96670,3.0205,3.0205
2019-03-31,0.18740,0.26740,17.40730,17.40730,15.59170,13.20470,0.04600,1.98640,3.36180,0.60700,1.61430,114.26760,2.86430,2.86430
2018-12-31,0.19370,0.27850,9.00870,9.00870,6.74010,4.65510,0.04550,0.70560,1.22850,0.21160,0.56890,109.56370,3.3771,3.3771
2018-09-30,0.19260,0.27610,18.21710,18.21710,16.16000,14.06860,0.05220,2.41690,4.17810,0.73410,1.95140,110.46170,3.6718,3.6718
2018-06-30,0.19290,0.27850,19.88250,19.88250,17.76730,15.20560,0.05080,2.53870,4.42970,0.77240,2.04890,109.96930,3.5169,3.5169
2018-03-31,0.19960,0.30940,17.67340,17.67340,15.54080,13.81690,0.04640,2.10970,3.71010,0.64110,1.68870,110.09790,1.17370,1.17370
2017-12-31,0.18420,0.27310,17.26760,17.26760,14.36060,19.12660,0.04800,2.99580,5.26480,0.91780,2.44390,110.32420,2.2426,2.2426
2017-09-30,0.18630,0.27710,0.52260,0.52260,-1.80020,-0.81300,0.05140,-0.13870,-0.24820,-0.04180,-0.11280,108.73650,3.8382,3.8382
2017-06-30,0.18810,0.27800,21.26300,21.26300,18.56190,16.09520,0.04970,2.59190,4.60540,0.80070,2.10430,108.19020,1.3328,1.3328
2017-03-31,0.19990,0.28450,19.78700,19.78700,16.25830,14.55390,0.04670,2.22050,4.02390,0.67900,1.77650,105.35440,2.14290,2.14290
2016-12-31,0.20710,0.30060,26.37120,26.37120,22.88200,19.71110,0.05110,3.33510,6.14970,1.00760,2.64430,103.60130,3.2178,3.2178
