,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,1.64680,1.23200,-5.31000,58.68600,47.06830,47.06830,43.19070,33.74600,0.12110,55.89860,3.10710,28.96600,-30.17880,-21.49820,4.08560,7.00210,-8.96530,3.3038,2.5967
2022-06-30,1.41360,1.22580,-5.42820,57.74520,29.93500,29.93500,24.64150,20.77500,0.11610,55.80370,3.11340,28.90720,-18.65050,-13.06610,2.41230,4.21180,-8.65810,0.8546,0.2689
2022-03-31,1.09960,1.21400,-5.67350,53.83540,40.81830,40.81830,27.20280,19.49310,0.11140,52.73190,3.38430,26.59370,-18.43490,-12.54330,2.17070,3.94460,-8.10120,2.85350,2.32340
2021-12-31,1.77820,1.14830,-7.74240,54.26770,39.89120,39.89120,35.07680,27.27200,0.11160,49.42630,3.20930,28.04350,-35.61830,-22.19540,3.04300,5.28280,-6.17750,3.556,2.6512
2021-09-30,1.33370,1.19600,-6.19000,55.33360,48.15930,48.15930,43.40060,34.66850,0.11760,55.28740,3.39150,26.53720,-37.88370,-25.53570,4.07740,7.42550,-7.59500,3.4749,2.8642
2021-06-30,1.44890,1.19950,-6.09890,54.67990,45.70560,45.70560,40.35400,37.69260,0.11350,55.82430,3.25600,27.64090,-38.21110,-25.84760,4.27670,7.62260,-7.77720,2.3004,1.6909
2021-03-31,1.19390,1.26230,-4.93720,52.06850,44.51660,44.51660,38.10440,29.99650,0.10030,54.22300,2.95590,30.44780,-21.24530,-15.40080,3.00800,5.57200,-9.69780,2.82820,2.38100
2020-12-31,1.01000,1.28590,-4.78480,52.32040,40.32710,40.32710,34.43860,25.91740,0.10100,49.58120,2.51800,35.74220,-17.60020,-12.99490,2.61690,5.03140,-10.49760,2.656,2.0516
2020-09-30,1.07260,1.31760,-4.46550,53.61110,46.62890,46.62890,40.92030,32.53170,0.10690,56.86430,2.26530,39.73020,-20.80480,-15.75450,3.47660,6.60860,-11.37040,3.916,3.3979
2020-06-30,0.91210,1.37530,-4.09610,45.86730,25.55100,25.55100,17.24580,12.86190,0.07530,47.79810,1.31860,68.25310,-5.11250,-3.98680,0.96880,1.91890,-12.71750,-0.2789,-0.6856
2020-03-31,1.89500,1.32320,-4.21290,49.67550,35.92400,35.92400,30.64870,23.47910,0.09320,60.67780,2.78090,32.36400,-11.91060,-9.28550,2.18890,3.84970,-12.49950,2.05940,1.43770
2019-12-31,0.98260,1.31690,-4.16270,52.82970,42.23500,42.23500,37.33830,28.96360,0.11430,51.00600,2.44050,36.87740,-19.14910,-14.44020,3.30910,6.06840,-11.00130,2.4593,1.556
2019-09-30,0.84310,1.35460,-3.82010,53.02510,43.78720,43.78720,39.11460,29.22230,0.12010,60.67370,2.74390,32.80030,-18.69830,-14.43230,3.51030,6.63030,-11.41840,3.0257,2.3267
2019-06-30,1.20850,1.26340,-4.79590,52.54540,42.03300,42.03300,37.11410,28.03990,0.11710,58.08150,2.63250,34.18800,-22.27850,-16.15560,3.28330,5.86910,-8.96600,2.5148,1.8243
2019-03-31,1.46890,1.24870,-5.02100,50.78520,41.67910,41.67910,36.45030,26.44060,0.10810,60.60290,2.52130,35.69650,-20.27810,-14.97850,2.85880,5.04310,-8.58010,2.61870,1.97980
2018-12-31,1.36310,1.25220,-4.96540,50.84230,37.05730,37.05730,32.45920,26.23020,0.16440,51.90610,2.21000,40.72410,-22.61440,-16.47630,4.31350,5.70300,-8.15850,1.8707,0.8067
2018-09-30,1.53120,1.27060,-4.69560,52.55890,45.02740,45.02740,40.20380,30.49320,0.15770,60.79480,2.36870,37.99530,-24.10420,-17.91830,4.80800,6.52240,-8.81130,3.2062,2.3052
2018-06-30,1.46640,1.23560,-5.29480,51.16830,42.25520,42.25520,37.69400,27.94790,0.16370,52.70970,2.41470,37.27150,-25.57340,-18.25160,4.57470,6.02460,-7.54190,1.7313,1.0128
2018-03-31,1.74000,1.18040,-6.54180,49.18760,41.70350,41.70350,36.73740,26.76450,0.15240,48.53530,2.63320,34.17930,-29.14720,-19.30770,4.07850,5.25950,-6.00970,2.05980,1.45750
2017-12-31,1.84290,1.12440,-9.03810,49.91390,40.15210,40.15210,35.30020,13.08380,0.15800,45.48810,2.70230,33.30550,-21.38010,-12.37140,2.06690,2.65990,-4.45170,1.3469,0.5814
2017-09-30,1.28080,1.13950,-8.22940,48.96080,53.51200,53.51200,48.99560,32.73380,0.17670,54.19000,3.66770,24.53860,-54.16660,-32.19510,5.78540,7.55750,-4.36230,2.0942,1.6485
