,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.51190,1.04860,31.38710,31.38710,24.08800,22.65830,0.03250,1.67820,1.67820,0.78180,0.81920,90.82510,4.6248,3.139
2022-06-30,0.50020,1.00060,32.15880,32.15880,15.42330,14.26430,0.03190,1.02700,1.02700,0.49120,0.51340,92.23310,2.9811,1.8553
2022-03-31,0.49620,0.98480,28.76370,28.76370,20.52210,19.18120,0.02990,1.27680,1.27680,0.61370,0.64330,93.95410,4.82320,4.06000
2021-12-31,0.50440,1.01800,27.25060,27.25060,38.78540,36.83410,0.02860,2.33340,2.33340,1.10880,1.15630,94.66200,3.1651,1.3967
2021-09-30,0.49820,0.99290,38.02350,38.02350,34.44940,32.62720,0.02840,2.03860,2.03860,0.97740,1.02290,94.21950,4.1654,2.7078
2021-06-30,0.49970,0.99890,26.60600,26.60600,19.83460,18.47580,0.02750,1.13440,1.13440,0.54610,0.56750,94.40500,3.5787,2.424
2021-03-31,0.49540,0.98160,55.58070,55.58070,49.82720,47.43230,0.02780,2.84900,2.84900,1.38350,1.43770,95.55430,2.99880,6.01710
2020-12-31,0.50270,1.01110,30.91390,30.91390,28.07420,26.44360,0.02800,1.64400,1.64400,0.78580,0.81750,95.12750,2.2333,2.3554
2020-09-30,0.51330,1.05470,34.77160,34.77160,21.26200,19.86480,0.02770,1.25800,1.25800,0.58830,0.61220,96.11230,3.503,3.1794
2020-06-30,0.49870,0.99470,32.31770,32.31770,24.31220,22.79590,0.02810,1.41790,1.41790,0.68360,0.71080,97.24140,2.4803,4.8992
2020-03-31,0.50300,1.01210,33.34560,33.34560,83.79020,80.28350,0.02920,5.12260,5.12260,2.44420,2.54590,98.11580,4.03240,-3.81450
2019-12-31,0.47570,0.90710,31.12120,31.12120,36.01350,34.31810,0.02950,2.11110,2.11110,1.06400,1.10690,96.88770,3.2229,1.8178
2019-09-30,0.48530,0.94280,33.80440,33.80440,28.80640,27.07180,0.02820,1.64770,1.64770,0.81320,0.84810,97.07640,4.1852,2.041
2019-06-30,0.47930,0.92060,34.44360,34.44360,27.11600,25.51610,0.02850,1.54550,1.54550,0.77390,0.80470,96.53750,2.6423,1.2623
2019-03-31,0.47590,0.90800,32.47830,32.47830,35.23210,33.36620,0.02830,1.98670,1.98670,0.99780,1.04130,96.12870,3.88790,2.13180
2018-12-31,0.46720,0.87680,48.49760,48.49760,35.23640,33.36180,0.02850,1.94620,1.94620,1.00490,1.03700,97.03820,2.2034,3.9175
2018-09-30,0.46680,0.87530,32.45700,32.45700,24.53860,23.07530,0.02800,1.33790,1.33790,0.68790,0.71340,97.43440,3.8963,2.3684
2018-06-30,0.46780,0.87900,33.34220,33.34220,30.51420,28.80220,0.02780,1.64350,1.64350,0.84750,0.87470,98.02700,2.3468,3.1704
2018-03-31,0.46830,0.88090,31.83450,31.83450,27.82940,26.18190,0.02750,1.48860,1.48860,0.76440,0.79140,98.30050,4.06090,2.97270
2017-12-31,0.47070,0.88940,32.56640,32.56640,31.78020,30.02720,0.02760,1.71430,1.71430,0.87760,0.90740,96.84240,2.242,0.7998
2017-09-30,0.46800,0.87960,32.71750,32.71750,24.69300,23.15050,0.02750,1.33200,1.33200,0.67960,0.70870,96.72270,3.7771,2.4208
2017-06-30,0.46800,0.87970,33.10520,33.10520,22.35430,20.86910,0.02710,1.17730,1.17730,0.60520,0.62630,97.56210,2.269,1.3604
2017-03-31,0.46720,0.87690,32.56700,32.56700,55.91790,53.35770,0.02690,2.93550,2.93550,1.50670,1.56400,97.43790,3.39070,1.71630
2016-12-31,0.46930,0.88410,32.06920,32.06920,62.15600,59.43660,0.02690,3.25030,3.25030,1.67400,1.72510,96.02360,2.0821,1.1306
2016-09-30,0.47450,0.90310,33.23870,33.23870,21.31480,19.91700,0.02700,1.13460,1.13460,0.57620,0.59620,94.37760,3.5038,2.4976
2016-06-30,0.47480,0.90400,32.92170,32.92170,23.88880,22.39280,0.02630,1.23610,1.23610,0.62940,0.64920,94.91710,2.2828,1.4113
2016-03-31,0.46170,0.85770,31.82510,31.82510,27.65960,24.81880,0.02600,1.39250,1.39250,0.72020,0.74960,95.39240,3.06000,1.30900
2015-12-31,0.45630,0.83930,29.67180,29.67180,27.59880,25.62350,0.02590,1.36930,1.35330,0.71420,0.73580,96.92750,2.0292,1.8441
2015-09-30,0.45650,0.83980,27.14440,27.14440,15.48850,13.89340,0.02540,0.75390,0.74670,0.39280,0.40500,97.06180,3.054,1.988
2015-06-30,0.45840,0.84630,27.33840,27.33840,17.06570,15.38180,0.02460,0.80600,0.79990,0.41960,0.43150,97.54530,1.8938,-0.8156
2015-03-31,0.46320,0.86270,26.62500,26.62500,22.89120,20.98570,0.02340,1.03990,1.03390,0.53580,0.55170,97.50630,2.52420,-1.37300
2014-12-31,0.45300,0.82800,22.72410,22.72410,16.04340,14.38550,0.02420,0.73910,0.73590,0.38870,0.39940,96.35330,3.022,2.0726
2014-09-30,0.46170,0.85770,24.04740,24.04740,21.62710,19.77530,0.02320,0.97320,0.96140,0.50210,0.51750,96.36950,2.6335,-3.0808
2014-06-30,0.45900,0.84830,14.76360,14.76360,1.78840,0.46460,0.02290,0.07880,0.07780,0.04090,0.04210,95.86010,0.6226,-1.1937
2014-03-31,0.45340,0.82950,21.46530,21.46530,16.40030,13.60920,0.02430,0.75800,0.74140,0.39810,0.40520,92.77330,2.42270,1.03600
2013-12-31,0.60240,1.51480,28.60950,28.60950,12.68390,20.19620,0.03040,1.04020,1.00190,0.38590,0.39750,53.51510,2.1563,-1.7242
2013-09-30,0.59380,1.46180,31.76330,31.76330,40.73970,44.68260,0.03030,3.26660,3.13900,1.23320,1.27510,53.53410,1.985,0.8081
2013-06-30,0.59710,1.48180,31.88610,31.88610,19.21890,16.54080,0.02980,1.52850,1.46800,0.57290,0.59150,52.90730,1.717,0.8945
2013-03-31,0.58240,1.39470,31.46180,31.46180,19.70270,17.02850,0.03000,1.52640,1.46640,0.59070,0.61240,53.34700,2.31030,-2.66380
2012-12-31,0.59930,1.49570,31.64120,31.64120,34.94870,31.94610,0.02830,2.65220,2.54230,0.98840,1.01870,51.70990,1.4718,-6.5204
2012-09-30,0.59250,1.45380,31.03570,31.03570,14.57230,11.78790,0.03030,1.17430,1.12300,0.44210,0.45760,49.99270,2.4158,-0.5998
2012-06-30,0.59200,1.45080,30.90500,30.90500,32.05320,27.97050,0.03060,2.59620,2.47800,0.97920,1.01110,48.89240,1.615,-0.0469
2012-03-31,0.59760,1.48490,31.25440,31.25440,13.44920,17.76290,0.03160,1.14720,1.09040,0.42460,0.43880,46.22500,2.11300,0.91280
2011-12-31,0.60240,1.51520,30.38420,30.38420,10.53330,11.66200,0.02960,0.85060,0.80800,0.31180,0.32120,45.97730,1.4974,-0.0728
2011-09-30,0.59940,1.49630,28.78760,28.78760,9.87190,6.45070,0.03050,0.82120,0.77880,0.30120,0.31200,45.25250,1.8927,0.971
2011-06-30,0.60840,1.55360,28.23700,28.23700,9.02810,8.87590,0.03040,0.76490,0.72370,0.27450,0.28340,44.34360,1.4307,0.0144
2011-03-31,0.63340,1.72780,27.70650,27.70650,10.76470,7.48720,0.02910,0.90160,0.88230,0.31300,0.32340,43.30150,1.81660,-0.67910
2010-12-31,0.62430,1.66160,25.31680,25.31680,7.01840,4.56860,0.02800,0.55190,0.54000,0.19660,0.20290,43.39550,0.921,-10.6547
2010-09-30,0.62280,1.65090,25.03950,25.03950,9.83450,6.11250,0.02980,0.84100,0.82120,0.29280,0.30980,41.52650,1.9413,-0.3726
2010-06-30,0.60650,1.54160,27.09990,27.09990,13.67870,9.46450,0.03010,1.13470,1.10770,0.41230,0.43580,41.85690,1.2155,-0.0634
2010-03-31,0.59770,1.48560,30.51870,30.51870,17.64900,12.97340,0.03060,1.43870,1.40540,0.53980,0.56540,43.66460,1.82550,0.64170
2009-12-31,0.59110,1.44570,22.63320,22.63320,7.02330,6.88820,0.03020,0.55380,0.54100,0.21240,0.22120,44.29430,0.9248,-1.772
2009-09-30,0.59750,1.48450,18.24300,18.24300,0.02460,21.37690,0.03110,0.00200,0.00200,0.00080,0.00080,44.12870,1.5876,0.8482
2009-06-30,0.59000,1.43890,33.81580,33.81580,15.97960,11.01490,0.03200,1.42920,1.30250,0.51130,0.53400,46.72640,1.404,0.5202
2009-03-31,0.60490,1.53110,29.52880,29.52880,19.77240,40.20990,0.03320,1.94130,1.75630,0.65730,0.69390,45.40800,1.91900,1.05310
