,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.35280,0.65920,42.40640,32.99470,0.01020,4.15970,5.65040,0.35480,2.36390,12.31340,0.926,0.8925
2022-09-30,0.37190,0.61700,41.36970,31.45880,0.01000,3.97890,5.48460,0.33280,2.18370,11.90170,0.5759,0.5474
2022-06-30,0.30440,0.60700,39.36870,30.43480,0.00940,3.42150,4.62200,0.30260,2.09320,12.46640,0.6667,0.6325
2022-03-31,0.26040,0.38740,35.00000,26.66670,0.00920,2.83190,3.70580,0.26120,1.84880,12.84140,0.57980,0.52990
2021-12-31,0.26900,0.38520,28.63820,22.03390,0.00980,2.34390,3.00940,0.23090,1.52120,13.43640,0.5503,0.4638
2021-09-30,0.28520,0.42130,26.63630,18.95280,0.01010,2.19360,2.78580,0.21740,1.38570,13.48050,0.174,0.1565
2021-06-30,0.26340,0.37660,-0.09340,-5.41550,0.00610,-0.08480,-0.10280,-0.00860,-0.05380,13.90460,0.9848,0.918
2021-03-31,0.34650,0.54630,44.42890,35.10860,0.01130,4.87000,4.77990,0.42300,2.55650,13.35880,-0.10660,-0.12780
2020-12-31,0.39130,0.65690,33.15650,24.84530,0.00920,2.92540,2.98820,0.25680,1.48040,12.77330,0.0605,0.0248
2020-09-30,0.41530,0.72740,33.45790,25.70090,0.00890,2.82490,2.88350,0.25230,1.37160,12.69720,0.5304,0.4985
2020-06-30,0.44200,0.80390,21.14490,15.30370,0.00720,1.41280,1.51320,0.12670,0.67970,12.10450,0.2088,0.1719
2020-03-31,0.45430,1.07250,8.16900,4.22540,0.00620,0.45430,0.51270,0.04210,0.22260,11.60400,0.48140,0.47070
2019-12-31,0.45500,1.05600,34.66920,27.77260,0.00980,2.99280,3.39760,0.29080,1.46460,11.56370,0.6362,0.6129
2019-09-30,0.45330,1.01160,39.69260,32.00720,0.01020,3.47470,3.93070,0.34210,1.70780,11.53130,0.0506,0.0207
2019-06-30,0.43470,1.12560,37.88820,30.70100,0.01040,3.47830,3.95780,0.33630,1.76350,11.24260,0.3372,0.3116
2019-03-31,0.45120,1.07260,39.19930,31.56430,0.00990,3.49990,4.00940,0.33090,1.71850,10.92470,0.46640,0.44390
