,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-12-31,0.43720,0.95860,35.48090,28.58440,0.01010,3.37410,3.89370,0.30700,1.69310,10.60600,0.5241,0.4808
2018-09-30,0.46190,0.98160,40.33000,32.99730,0.01030,3.88450,4.50860,0.35780,1.86030,10.30020,0.5003,0.4779
2018-06-30,0.45880,1.06070,38.72180,31.39100,0.01010,3.45700,3.98340,0.33690,1.67470,10.38920,0.2748,0.2552
2018-03-31,0.43250,1.01450,37.81930,30.84480,0.00980,3.22610,3.73170,0.31270,1.63610,10.26320,0.26140,0.24720
2017-12-31,0.45980,1.31880,39.36780,39.46360,0.01000,4.42370,5.23250,0.41370,2.15280,10.08740,0.7202,0.6805
2017-09-30,0.46240,1.03100,34.92820,24.49760,0.01020,2.85640,3.38820,0.26960,1.38190,9.89770,0.4953,0.4662
2017-06-30,0.44480,1.22860,33.58850,24.21050,0.01030,2.83840,3.37350,0.26820,1.41740,9.77430,0.1471,0.0947
2017-03-31,0.47060,1.01010,27.41270,19.40450,0.00970,2.22080,2.65700,0.20790,1.05500,9.60070,0.35720,0.30760
2016-12-31,0.44630,1.16430,31.49910,22.18460,0.01000,2.58900,3.11100,0.23980,1.28450,9.49440,0.6021,0.5384
2016-09-30,0.46420,1.07320,17.56400,12.55410,0.00860,1.36340,1.63400,0.12600,0.65520,9.57500,0.3666,0.3242
2016-06-30,0.51370,1.31690,30.40900,20.55410,0.01020,2.67040,2.63520,0.23600,1.13070,9.39410,0.1164,0.107
2016-03-31,0.52580,1.17450,31.54260,22.76650,0.00990,2.68310,2.73630,0.23580,1.13510,8.98430,0.23730,0.22220
2015-12-31,0.51640,1.16100,31.95650,23.22230,0.01030,2.87280,3.14360,0.25110,1.30800,8.29580,0.772,0.7429
2015-09-30,0.49140,1.18690,27.48800,19.91740,0.01030,2.46250,2.60970,0.21730,1.17900,8.26280,0.3872,0.3551
2015-06-30,0.47400,1.13390,34.60760,25.03030,0.01090,3.21120,3.40920,0.28500,1.58860,8.08930,0.1272,0.0905
2015-03-31,0.44390,1.10900,32.39350,23.26290,0.01000,2.72980,2.90420,0.24390,1.42720,7.99220,-0.02220,-0.03810
2014-12-31,0.40660,1.06400,31.35710,22.10840,0.01060,2.75360,2.85490,0.24680,1.53420,7.79850,0.3085,0.2758
2014-09-30,0.36210,1.07500,30.30830,21.33650,0.01070,2.62830,2.73090,0.24100,1.57370,7.71590,0.3,0.2891
2014-06-30,0.36490,1.23730,32.62590,23.01290,0.01070,2.81180,2.91160,0.25800,1.67520,7.63860,0.2733,0.2588
2014-03-31,0.31370,0.73750,30.42820,21.34670,0.01080,2.57590,2.67280,0.24390,1.65720,7.46130,0.18510,0.17250
2013-12-31,0.28760,0.78990,32.03260,22.89010,0.01100,2.77310,2.84860,0.26600,1.85030,7.32900,0.2336,0.2184
2013-09-30,0.25270,0.50500,36.55220,25.60910,0.01180,3.20770,3.30330,0.31570,2.24170,7.18140,0.4822,0.4345
2013-06-30,0.18000,0.49850,31.62990,21.93310,0.01160,2.79770,2.88970,0.26910,2.14090,6.97080,0.2351,0.2051
2013-03-31,0.18650,0.38540,32.00310,22.31340,0.01160,2.79650,2.89270,0.27340,2.12520,6.99500,0.24970,0.22150
2012-12-31,0.18970,0.51030,32.83570,21.34600,0.01250,2.91540,3.02170,0.28060,2.20470,6.87010,0.3795,0.3252
2012-09-30,0.20440,0.47540,29.96180,24.41830,0.01160,3.09460,3.21420,0.29720,2.29830,6.78870,0.1348,0.1029
2012-06-30,0.23430,0.66730,31.25550,22.39370,0.01140,2.90150,3.02640,0.26970,2.06990,6.58110,0.3274,0.2972
2012-03-31,0.31500,0.74120,30.74990,21.73570,0.01200,2.96830,3.10610,0.27430,1.89170,6.41840,0.31900,0.28520
2011-12-31,0.33540,0.83770,28.17830,19.88950,0.01100,2.52110,2.64370,0.23300,1.55600,6.26800,0.2398,0.1922
2011-09-30,0.35400,0.96250,29.33990,21.83410,0.01130,2.84620,3.00750,0.26080,1.71530,6.25000,0.2261,0.1908
2011-06-30,0.37350,1.02330,31.26840,22.17430,0.01170,2.98390,3.16760,0.27510,1.74040,6.08420,0.5017,0.4495
2011-03-31,0.40210,1.08380,27.23330,20.06170,0.01120,2.70410,2.88750,0.23880,1.50050,5.83580,0.87050,0.83990
2010-12-31,0.42230,1.17550,26.65610,6.60650,0.01100,2.66130,2.85310,0.22840,1.42540,5.76910,-0.0511,-0.0807
2010-09-30,0.39240,0.98400,23.41380,12.80610,0.01050,2.61030,2.06880,0.18960,1.10170,7.76340,0.113,0.0937
2010-06-30,0.40910,1.00360,13.04560,4.06350,0.00920,1.30300,1.02980,0.09420,0.52980,7.58900,0.6508,0.6246
2010-03-31,0.42660,0.95600,0.41130,2.59670,0.00770,1.08040,0.85430,0.07660,0.42430,7.49370,0.43990,0.42150
2009-12-31,0.40510,0.87690,217.14460,144.88100,-0.00530,-10.13260,-8.03210,-0.71710,-4.12150,7.45500,0.5727,0.5357
2009-09-30,0.42000,1.03630,-179.05310,-135.95370,0.00270,-4.16340,-3.37180,-0.31650,-1.69860,7.94310,-0.2543,-0.2637
2009-06-30,0.44470,1.14360,-68.19390,-90.30810,0.00390,-3.53260,-2.81100,-0.24340,-1.33060,9.17910,0.4842,0.479
2009-03-31,0.49080,1.38180,-942.86570,-875.09210,0.00550,-79.85660,-60.48160,-4.70620,-25.73580,12.32390,2.88780,2.84700
