,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.18660,0.29530,22.50500,22.50490,22.50490,16.89450,0.34950,9.89700,10.05010,5.96240,8.04980,39.47090,4.1388,4.0432
2022-09-30,0.20030,0.33100,20.57090,20.57090,20.57090,15.82710,0.27750,7.69140,7.82420,4.41830,6.15060,35.77060,-1.739,-1.8571
2022-06-30,0.20770,0.31930,22.02070,22.02070,22.02070,16.51850,0.28660,8.42370,8.58030,4.76220,6.67430,33.30270,-0.4105,-0.5495
2022-03-31,0.21500,0.32730,18.81950,18.81950,18.81950,14.26530,0.24210,6.13390,6.25550,3.45420,4.81530,30.93730,0.84120,0.71690
2021-12-31,0.21320,0.35450,19.63770,19.63760,19.63760,15.02330,0.32640,8.85590,9.03310,4.96730,6.96810,30.03910,1.7452,1.6665
2021-09-30,0.22390,0.35520,17.83250,17.83250,17.83250,13.55850,0.27670,6.65870,6.80140,3.78260,5.16810,28.01060,0.4731,0.3918
2021-06-30,0.22720,0.34480,19.03490,19.03490,19.03490,14.86460,0.27810,7.23430,7.39750,4.16650,5.59030,26.75640,0.98,0.9154
2021-03-31,0.23310,0.34450,16.68700,16.68700,14.43520,11.14030,0.23850,4.54890,4.65930,2.65690,3.48860,25.35790,0.66440,0.60900
2020-12-31,0.29520,0.48160,16.40630,16.40630,16.40630,13.58620,0.26160,6.66840,6.83850,3.58940,4.69960,24.65620,1.9137,1.8716
2020-09-30,0.30810,0.48530,16.38490,16.38490,16.38490,13.97690,0.26000,6.67300,6.85820,3.66390,4.61690,23.26810,1.7063,1.6685
2020-06-30,0.32130,0.51730,17.61940,17.61940,17.61940,13.33010,0.23670,5.95760,6.13970,3.18130,4.04320,21.82010,2.2486,2.1862
2020-03-31,0.33260,0.67370,11.49330,11.49330,11.49330,8.79750,0.20090,3.68350,3.80640,1.78330,2.45840,20.62430,0.75440,0.68020
2019-12-31,0.33620,0.56640,14.61350,14.61350,14.45020,11.01280,0.28150,6.15220,6.29640,3.13370,4.08350,20.19790,1.7787,1.7253
2019-09-30,0.34620,0.57770,13.50910,13.50910,13.50910,9.97630,0.26410,5.27070,5.40480,2.66070,3.44580,19.12230,1.0285,0.9773
2019-06-30,0.35090,0.58670,12.88780,12.88780,12.88780,9.58810,0.24650,4.75440,4.88170,2.38760,3.08630,18.43730,0.531,0.4822
2019-03-31,0.38010,0.65810,10.85310,10.85310,10.85310,8.26560,0.19560,3.38010,3.46710,1.63370,2.09550,17.79380,0.57030,0.51260
2018-12-31,0.38590,0.70080,10.98610,10.98620,10.98620,7.77520,0.29480,4.93270,5.06650,2.33610,3.02900,17.38580,1.5187,1.4748
2018-09-30,0.38860,0.68860,14.52000,14.52000,14.52000,10.80960,0.26350,6.12270,6.29670,2.87950,3.74350,16.76510,1.6551,1.6071
2018-06-30,0.39900,0.72230,15.92270,15.92270,15.92270,12.47240,0.26180,7.15950,7.37800,3.30180,4.30260,15.93810,1.3235,1.2617
2018-03-31,0.41940,0.78010,11.37970,11.37970,11.37970,8.66720,0.20300,3.99450,4.12730,1.75920,2.31920,14.95270,0.58680,0.53320
2017-12-31,0.41990,0.82930,14.62550,14.62550,14.62550,2.74700,0.28850,1.86360,1.92910,0.79920,1.08110,14.48650,1.3202,1.2942
2017-09-30,0.41720,0.79140,12.58760,12.58760,12.58760,8.24000,0.21370,4.08600,4.22650,1.78050,2.38150,14.78240,0.2792,0.2546
2017-06-30,0.41170,0.73440,6.06110,6.06110,6.06110,4.93000,0.20600,2.26710,2.34510,1.02670,1.33370,14.63290,0.4374,0.4148
2017-03-31,0.40030,0.69750,8.54450,8.54450,8.54450,5.55840,0.16430,1.96380,2.02980,0.92250,1.17780,14.74580,0.12440,0.09310
2016-12-31,0.40180,0.74280,16.54140,16.54140,16.54140,10.84920,0.24570,5.86290,6.06440,2.68390,3.50730,14.60200,1.0946,1.069
2016-09-30,0.39960,0.69970,10.92880,10.92880,10.92870,6.55360,0.19680,2.74980,2.84620,1.30140,1.65080,14.05910,0.0247,-0.004
2016-06-30,0.35080,0.57960,10.53270,10.53270,10.53270,6.48290,0.18930,2.44410,2.52880,1.23870,1.58680,14.01040,-0.7403,-0.7738
2016-03-31,0.39120,0.66740,8.25180,8.25180,8.25180,5.76660,0.14550,1.74500,1.80680,0.84620,1.06240,13.78110,-0.17950,-0.20650
2015-12-31,0.30360,0.49220,18.10780,18.10780,18.10780,10.92230,0.22430,4.79110,4.90470,2.48140,3.33670,13.63130,-0.2453,-0.2752
2015-09-30,0.31310,0.47940,11.89820,11.89820,11.89820,7.15240,0.17120,2.35740,2.41730,1.22440,1.61920,13.09400,-0.1683,-0.2013
2015-06-30,0.25580,0.36970,13.09290,13.09290,13.09290,8.07040,0.15690,2.24310,2.30140,1.26650,1.66930,12.98200,-0.4561,-0.4803
