,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.25160,0.33620,8.67380,8.67380,7.72400,5.96770,0.07770,2.68600,3.30800,0.47210,1.95830,40.54540,4.7326,4.5908
2022-06-30,0.23440,0.30610,11.26000,11.26000,10.27360,8.13330,0.07420,3.18170,3.84280,0.61050,2.37880,43.80670,2.9566,2.8164
2022-03-31,0.21500,0.31110,11.31100,11.31100,10.06860,8.15870,0.07170,2.85930,3.38380,0.59130,2.19740,48.06950,1.27190,1.18000
2021-12-31,0.21700,0.27710,16.57500,16.57500,15.47460,12.44840,0.07590,4.16360,4.83610,0.95200,3.19920,53.27450,3.3211,3.2078
2021-09-30,0.21680,0.27670,11.06230,11.06230,10.25330,8.37140,0.07450,2.74990,3.19840,0.63180,2.11360,52.26090,3.7831,3.6519
2021-06-30,0.19270,0.23870,20.88030,20.88030,19.86040,16.10310,0.07480,5.05300,5.86560,1.21100,4.00480,52.27540,2.3592,2.2916
2021-03-31,0.19740,0.24590,7.00130,7.00130,5.71810,4.60460,0.07140,1.43370,1.67520,0.33560,1.12900,49.51390,2.09550,2.03200
2020-12-31,0.19000,0.23450,13.62610,13.62610,12.23720,9.98500,0.07190,2.94700,3.42150,0.72460,2.34420,51.76170,3.3701,3.2704
2020-09-30,0.19640,0.24440,13.09230,13.09230,10.28820,8.76040,0.07150,2.62770,3.07680,0.63470,2.07200,49.69380,3.8385,3.764
2020-06-30,0.20310,0.25480,12.80580,12.80580,11.68110,9.13580,0.07140,2.79600,3.30390,0.65920,2.18470,47.67400,2.701,2.6228
2020-03-31,0.22170,0.28490,8.23240,8.23240,6.94110,5.40760,0.07210,1.82830,2.21500,0.39720,1.39180,42.65030,0.82530,0.76160
2019-12-31,0.21090,0.29800,15.51950,15.51950,12.60960,10.12870,0.07570,3.43880,4.12430,0.77380,2.65790,45.24850,2.8675,2.785
2019-09-30,0.21280,0.30140,15.14870,15.14870,12.21250,9.79990,0.07610,3.39810,4.10310,0.76150,2.61950,44.53950,3.9441,3.8594
2019-06-30,0.20940,0.29750,10.19250,10.19250,8.95520,7.30560,0.07330,2.48700,3.05220,0.53550,1.92330,42.28920,1.9849,1.9192
2019-03-31,0.20800,0.29750,16.98380,16.98380,15.68830,12.65180,0.07800,4.49810,5.07820,0.99490,3.47930,37.25420,0.76500,0.71020
2018-12-31,0.24560,0.35710,5.11550,5.11550,3.60460,4.10100,0.07440,1.53520,1.75720,0.31460,1.12860,36.47770,2.7492,2.6064
2018-09-30,0.25090,0.36740,12.37090,12.37090,10.94590,8.92190,0.07880,3.35450,3.95810,0.69500,2.51290,35.48890,1.572,1.5417
2018-06-30,0.25360,0.37260,12.98810,12.98810,11.21320,12.15290,0.07880,3.45930,4.09940,0.71410,2.58210,35.00960,1.5305,1.4757
2018-03-31,0.26570,0.39320,12.76910,12.76910,11.06370,12.72650,0.02170,3.25650,3.83310,0.19750,2.39130,36.70440,1.95660,1.84940
2017-12-31,0.25740,0.37040,10.90040,10.90040,9.19990,-80.72810,0.02040,-4.13520,-4.83330,-0.24770,-3.07070,37.81580,1.8578,1.522
2017-09-30,0.21850,0.29810,6.20230,6.20230,4.31770,5.58210,0.01870,0.84140,0.87000,0.06470,0.65760,48.19880,1.71,1.6098
2017-06-30,0.21790,0.29710,-4.79350,-4.79350,-6.66820,-0.94920,0.01870,-0.87920,-0.90900,-0.06730,-0.68760,47.64900,1.8483,1.7053
2017-03-31,0.22070,0.30200,11.53750,11.53750,9.61860,9.06690,0.01850,1.78140,1.84280,0.13440,1.38830,46.07040,0.59430,0.48600
2016-12-31,0.21000,0.29050,3.56280,3.56280,-25.58700,-3.27940,0.01100,-2.15350,-2.23420,-0.16210,-1.70120,45.20140,1.635,1.5364
2016-09-30,0.19900,0.28540,13.02230,13.02230,11.19830,9.28950,0.02060,2.34750,2.42110,0.19170,1.88040,49.14550,1.5508,1.4258
2016-06-30,0.19980,0.28690,5.43020,5.43020,3.62010,4.59970,0.02060,1.16390,1.19590,0.09490,0.93130,47.84280,1.0676,0.9307
2016-03-31,0.20370,0.29390,10.58960,10.58960,8.63950,7.32430,0.01940,1.78330,1.83380,0.14200,1.42010,45.78330,0.97960,0.77280
2015-12-31,0.22370,0.30380,5.01640,5.01640,0.18750,19.73750,0.00930,-0.35710,-0.36750,-0.02760,-0.27720,43.90510,1.7536,1.4901
2015-09-30,0.22740,0.30360,9.79830,9.79830,8.30780,8.35160,0.01970,2.04350,2.10100,0.16070,1.57870,44.25820,2.1376,1.9172
2015-06-30,0.22720,0.30310,12.20920,12.20920,10.03200,8.81540,0.01940,2.26590,2.32950,0.17140,1.75110,43.77860,1.5598,1.4554
2015-03-31,0.22860,0.30510,15.57290,15.57290,13.53690,10.11480,0.01870,2.44800,2.51360,0.18910,1.88840,45.27170,1.03070,0.89690
2014-12-31,0.23190,0.32630,11.15440,11.15440,9.61660,8.27380,0.01880,1.84290,1.89330,0.14080,1.41550,44.10770,2.1128,1.9764
2014-09-30,0.23600,0.32430,12.35060,12.35060,10.40050,8.13590,0.01930,2.06000,2.11590,0.15700,1.57380,43.44170,0.8954,0.7988
2014-06-30,0.23050,0.31440,5.28600,5.28600,3.24960,-10.11700,0.01810,0.77210,0.79240,0.05890,0.59410,43.10140,0.3608,0.3998
2014-03-31,0.22730,0.32110,15.26450,15.26450,13.20470,10.73290,0.01690,2.35660,2.41750,0.17070,1.82090,43.70080,0.72920,0.66030
2013-12-31,0.24410,0.34620,64.34490,64.34490,59.66880,15.29470,0.00740,4.58610,4.71020,0.31200,3.46650,41.70620,0.6808,0.5504
2013-09-30,0.25240,0.33750,11.10650,11.10650,9.17320,6.02630,0.01710,1.92840,1.98050,0.12850,1.44170,42.20360,1.0062,1.0062
2013-06-30,0.26160,0.35420,7.11870,7.11870,5.00630,-4.01350,0.01610,1.22550,1.25840,0.07900,0.90490,41.88560,0.4081,0.4081
2013-03-31,0.23590,0.30870,16.14580,16.14580,-4.84260,-2.78150,0.03040,-1.17860,-1.17520,-0.08080,-0.87660,48.05480,0.42630,0.42630
2012-12-31,0.23690,0.32460,9.63720,9.63720,6.54760,-1.61560,0.01180,1.08720,1.09210,0.07970,0.80910,51.44780,0.9635,0.8218
2012-09-30,0.23340,0.31830,9.38090,9.38090,-0.75810,0.04740,0.02050,-0.03120,-0.03140,-0.00230,-0.02340,52.70300,1.9704,1.9704
2012-06-30,0.25150,0.33600,16.45130,16.45130,-6.00220,-2.45350,0.01500,-0.50460,-0.51540,-0.03550,-0.36810,50.41560,0.3899,0.3899
2012-03-31,0.23490,0.30690,1.64470,1.64470,0.02610,1.12260,0.02470,0.46820,0.47860,0.03120,0.34890,48.25510,2.43070,2.43070
2011-12-31,0.23310,0.30390,1.88680,1.88680,-0.36280,1.94120,0.01820,0.30580,0.31250,0.02110,0.22840,48.55170,1.3268,1.3268
2011-09-30,0.22370,0.30580,2.45580,2.45580,-0.37610,1.10620,0.01480,0.25650,0.26210,0.01870,0.19420,51.13420,1.4322,1.4322
2011-06-30,0.23290,0.32210,-0.40730,-0.40730,-2.77730,0.40730,0.01700,0.53510,0.54750,0.03560,0.39990,48.67660,1.0656,1.0656
2011-03-31,0.23890,0.33300,8.17460,8.17460,6.14290,7.79370,0.01950,1.65830,1.69940,0.10510,1.22870,47.17730,0.93270,0.93270
2010-12-31,0.24490,0.34410,13.56960,13.56960,11.40930,9.51900,0.01860,2.73850,2.80890,0.16990,2.01120,45.68900,2.3397,2.3397
2010-09-30,0.25050,0.33420,15.82850,15.82850,13.88970,9.93640,0.02100,3.26730,3.34880,0.21180,2.38390,47.05360,2.0336,2.0336
2010-06-30,0.27180,0.37330,8.45330,8.45330,4.41040,1.99080,0.01040,0.95450,0.98090,0.05570,0.67460,42.53670,1.2595,1.2595
2010-03-31,0.29410,0.43200,10.46830,10.46830,8.55040,-2.62110,0.01970,1.84560,1.91750,0.10050,1.26230,40.18680,1.23950,1.23950
2009-12-31,0.27040,0.38980,13.83670,13.83670,11.90860,8.02010,0.02010,3.75650,3.36130,0.18230,2.28740,46.71980,0.8794,0.8794
2009-09-30,0.27670,0.40200,-6.48180,-6.48180,-8.73810,-5.39200,0.01650,-1.51300,-1.35160,-0.06950,-0.91030,45.63870,1.6052,1.6052
2009-06-30,0.33190,0.52230,1.79390,1.79390,0.23570,-0.23570,0.02640,-0.14230,-0.12240,-0.00520,-0.07440,41.20230,2.9549,2.9549
2009-03-31,0.46870,0.93550,-35.16870,-35.16870,-37.39340,-22.41380,0.01950,-15.32900,-17.64710,-0.43780,-8.14360,24.23530,3.14840,3.14840
