,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,2.19990,0.37730,0.63330,32.70650,10.21970,10.21970,8.33550,9.70540,0.20300,0.50240,2.00830,44.81490,3.27060,-102.14530,1.42940,2.03650,36.78550,1.5637,1.2402
2022-09-30,2.09320,0.35610,0.58440,33.18180,8.04250,8.04250,6.61980,4.87430,0.20740,0.51040,2.00590,44.86760,2.60590,225.72120,1.15220,1.67790,36.61740,-0.8706,-1.158
2022-06-30,2.12540,0.34710,0.56520,35.38700,16.79150,16.79150,15.75530,11.05120,0.23600,0.67260,1.86540,48.24740,6.51460,260.87920,2.88030,4.25330,37.90770,0.368,0.0848
2022-03-31,1.69600,0.30280,0.47300,31.76000,13.62280,13.62280,12.81010,8.97220,0.22050,0.62670,1.86250,48.32330,5.06350,-104.24600,2.26920,3.53020,36.15740,-0.15640,-0.56270
2021-12-31,1.59910,0.28950,0.44260,33.97520,16.44510,16.44510,15.61080,13.92430,0.21880,0.64650,1.95270,46.09060,6.59240,-61.65260,2.99240,4.68400,34.74770,0.9572,0.6087
2021-09-30,1.88950,0.32120,0.51050,35.64170,18.41300,18.41300,17.54160,13.15510,0.22990,0.64890,1.84600,48.75400,7.44850,106.40920,3.23750,5.05590,28.25290,1.151,0.6366
2021-06-30,2.02400,0.33720,0.52570,36.92850,19.88650,19.88650,18.94290,13.99840,0.24820,0.75080,1.91310,47.04450,7.72430,120.10570,3.45050,5.11930,26.28430,1.911,1.4946
2021-03-31,2.61540,0.35570,0.57200,39.85640,23.42290,23.42290,22.95090,18.46790,0.23590,0.75340,1.88340,47.78490,9.83520,38.02880,4.38160,6.33730,24.21720,2.37980,1.95130
2020-12-31,2.60280,0.37710,0.63670,39.44410,22.47510,22.47510,21.54640,16.72380,0.23520,0.76390,2.03010,44.33370,8.99010,51.44200,3.86290,5.59950,22.11900,3.4252,2.9852
2020-09-30,2.66120,0.40620,0.72330,39.37360,22.19090,22.19090,21.00010,16.50820,0.23580,0.79780,1.76110,51.10340,9.36950,83.43290,3.87470,5.56360,19.57160,2.423,2.3064
2020-06-30,2.66500,0.43390,0.81700,38.21590,16.37620,16.37620,15.00690,11.80860,0.19760,0.62070,1.69340,53.14880,5.79540,259.82460,2.29770,3.28070,17.47530,1.6058,1.3943
2020-03-31,2.50240,0.45050,0.87280,36.20820,13.20870,13.20870,11.10600,9.02220,0.17930,0.54240,1.52530,59.00460,4.24070,-81.30460,1.63560,2.33010,16.33330,0.17930,-0.02450
2019-12-31,2.40580,0.44790,0.87030,37.60540,17.68530,17.68530,14.10640,11.96010,0.22170,0.70630,1.84930,48.66620,6.77120,-99.67060,2.62360,3.73870,16.50850,-1.8998,-1.4297
2019-09-30,2.38950,0.48490,1.01560,36.18440,17.55950,17.55950,15.79700,12.32490,0.23170,0.74170,1.60910,55.93290,7.97440,-45.36660,2.88720,4.10730,15.01780,1.7692,1.5966
2019-06-30,2.18940,0.50360,1.08260,36.13810,16.77860,16.77860,14.86080,11.29360,0.21480,0.60680,1.58670,56.72120,7.08440,-24.86590,2.44560,3.51700,13.96460,0.1282,-0.1667
2019-03-31,2.05980,0.52140,1.14810,34.47940,15.13180,15.13180,12.91670,10.05480,0.19010,0.52380,1.65260,54.45930,5.65080,-17.63340,1.85020,2.70430,13.00130,0.23420,-0.02100
2018-12-31,1.99890,0.53520,1.21370,36.26280,19.31970,19.31970,17.16050,13.22090,0.23220,0.65920,1.72750,52.09760,10.07500,-30.69300,3.16100,4.68330,12.25090,1.7386,1.3849
2018-09-30,1.88020,0.55170,1.35590,35.62200,18.94050,18.94050,17.17570,12.24490,0.24110,0.72980,1.64560,54.69220,10.95310,-23.59560,3.28040,4.91070,11.25740,0.9503,0.7381
2018-06-30,1.93820,0.59530,1.51220,35.86810,17.17650,17.17650,14.59320,10.24070,0.22520,0.66500,1.59650,56.37300,8.78580,-13.44930,2.45470,3.55540,9.95670,0.82,0.7285
2018-03-31,2.10070,0.61410,1.64940,35.47370,14.08360,14.08360,11.29390,6.49350,0.19260,0.58710,1.52610,58.97480,5.92250,-8.76890,1.62550,2.28540,9.20370,0.46370,0.35970
2017-12-31,2.08000,0.62060,1.67540,37.50380,19.14470,19.14470,16.91380,16.24070,0.24590,0.80440,1.78370,50.45740,14.83310,-20.40440,4.05850,5.62840,8.88750,2.1723,1.9086
2017-09-30,1.76600,0.65740,2.19550,34.27330,15.91530,15.91530,13.20200,8.65110,0.22780,0.85840,1.42170,63.30380,8.40490,-8.12780,1.98780,2.87950,7.61290,1.069,0.9624
2017-06-30,2.24860,0.70180,2.42330,33.66150,13.12360,13.12360,9.94090,6.47950,0.20920,0.69280,1.62310,55.44960,5.92940,-4.72320,1.34440,1.76810,6.88600,0.9487,0.8451
2017-03-31,2.15480,0.70570,2.49880,32.92130,9.34690,9.34690,6.05320,3.86980,0.17700,0.56710,1.48180,60.73740,2.89770,-2.23640,0.65240,0.85290,6.69050,-0.08220,-0.13800
2016-12-31,1.99890,0.71510,2.62500,36.23440,17.91400,17.91400,15.06400,9.26190,0.22600,0.76710,1.73950,51.73890,9.97500,-7.16140,2.14920,2.84200,6.39760,1.6992,1.5534
2016-09-30,2.01280,0.71010,2.62870,36.92420,15.09970,15.09970,11.12940,7.01730,0.19970,0.65490,1.52470,59.02910,6.28520,-4.62100,1.39210,1.82220,6.48300,0.7651,0.6759
2016-06-30,2.15590,0.69680,2.40130,33.79290,11.99920,11.99920,8.94560,5.68570,0.19170,0.66320,1.51130,59.55160,4.65050,-3.92540,1.09280,1.41010,6.83730,0.891,0.7872
2016-03-31,2.26880,0.68820,2.30190,34.22270,9.41040,9.41040,5.55990,3.56260,0.14820,0.50300,1.24400,72.34870,2.15230,-1.91240,0.52820,0.67110,7.13020,0.33260,0.22620
2015-12-31,2.96410,0.69000,2.24610,36.64420,7.63380,7.63380,4.34680,2.56600,0.20120,0.69680,1.96410,45.82250,1.97090,-1.99280,0.51620,0.61090,7.05700,1.6147,1.4625
2015-09-30,2.90850,0.68220,2.15610,36.27310,18.88910,18.88910,14.82200,9.47310,0.19550,0.63200,1.73400,51.90350,6.95650,-6.93580,1.85220,2.21100,7.03440,0.5175,0.4306
2015-06-30,3.03630,0.66570,1.99810,33.25600,13.68670,13.68670,8.13980,5.14770,0.15410,0.49880,1.79690,50.08580,2.85570,-3.84860,0.79320,0.95460,7.47830,0.2332,0.1236
2015-03-31,3.00310,0.67280,2.06330,32.90480,14.40300,14.40300,9.84640,6.31300,0.16920,0.58620,1.97120,45.65840,3.91590,-4.77100,1.06850,1.28130,7.24280,0.36030,0.26760
2014-12-31,3.03710,0.68840,2.22140,34.26020,19.58300,19.58300,16.54810,12.22530,0.21460,0.83160,2.13630,42.12810,10.08370,-11.46890,2.62360,3.14210,7.10640,1.5704,1.4059
2014-09-30,3.19100,0.71180,2.48290,36.98020,20.09450,20.09450,15.57230,10.35950,0.19210,0.67780,1.76250,51.06250,8.14820,-8.54080,1.99010,2.34830,6.50390,0.8181,0.6837
2014-06-30,3.35040,0.73860,2.84230,35.30300,21.55490,21.55490,22.73030,14.89900,0.19820,0.81670,1.78020,50.55660,13.22320,-11.48510,2.95350,3.45680,5.93390,0.6975,0.5779
2014-03-31,2.94160,0.76860,3.37610,34.94480,19.09490,19.09490,15.85460,10.14630,0.18870,0.76120,1.87740,47.93780,9.82910,-6.52740,1.91450,2.27490,5.12910,0.51930,0.44900
2013-12-31,2.60790,0.78750,3.77640,38.72090,24.24490,24.24490,20.85340,12.89560,0.20920,0.76790,2.28150,39.44770,15.30190,-8.45200,2.69810,3.25100,4.62180,1.5103,1.2727
2013-09-30,2.55700,0.82070,4.69370,38.39110,24.02880,24.02880,20.38300,12.96370,0.20960,0.75600,2.20570,40.80400,18.29990,-7.62940,2.71730,3.28170,3.75370,1.1563,1.0969
2013-06-30,2.49900,0.85110,5.87730,37.77260,22.04660,22.04660,13.49600,8.14970,0.20690,0.75100,2.13070,42.23970,13.71950,-4.64920,1.68640,2.04260,3.00940,0.5144,0.4331
2013-03-31,2.03460,0.59920,1.57730,38.40660,24.15710,24.15710,19.87730,12.68210,0.25100,0.95090,2.35890,38.15310,9.82830,-16.67440,3.18360,3.93950,7.53810,0.55020,0.48800
2012-12-31,1.77220,0.63280,1.92790,36.88450,19.81740,19.81740,14.52600,8.27050,0.21330,0.95590,2.53390,35.51820,6.10120,-7.81290,1.76370,2.24030,6.78850,1.5366,1.4081
2012-09-30,2.55570,0.66840,2.03640,38.52910,19.66960,19.66960,13.92850,8.49710,0.19940,0.98750,2.32800,38.66020,5.89130,-6.63390,1.69460,1.95360,6.36610,0.9985,0.8847
2012-06-30,2.14400,0.68390,2.21270,36.56020,15.53840,15.53840,6.56490,3.90360,0.16030,0.66820,2.38880,37.67600,2.30720,-2.18920,0.62580,0.72920,5.94530,0.3077,0.2588
2012-03-31,2.54680,0.41140,0.71640,37.68490,20.19720,20.19720,16.67020,10.20500,0.18740,0.91720,2.58330,34.83970,3.75390,-70.80450,1.91260,2.20970,11.78540,0.56210,0.53100
2011-12-31,2.31730,0.42790,0.77760,36.83580,13.41520,13.41520,10.90430,99.93380,0.17210,1.04140,2.43660,36.93660,34.74250,-312.96450,17.20330,19.87750,11.36520,1.1873,1.0756
2011-09-30,3.64190,0.55760,1.26030,37.04560,18.45950,18.45950,15.67120,15.61860,0.18990,1.45380,2.03520,44.22190,7.44810,-11.75020,2.96570,3.29520,7.42370,0.9027,0.887
2011-06-30,3.31360,0.57730,1.36590,37.40200,13.50990,13.50990,9.52880,9.47490,0.13310,0.72290,2.02180,44.51390,3.30160,-4.14470,1.26070,1.39550,6.85230,0.225,0.1981
2011-03-31,2.51210,0.58500,1.46450,38.05180,8.98770,8.98770,3.98210,3.90710,0.10130,0.53420,1.98660,45.30450,1.07940,-1.22620,0.39560,0.44800,6.64210,0.18820,0.16490
2010-12-31,3.14380,0.59840,1.49010,39.63710,16.27410,16.27410,11.60140,11.55790,0.13310,0.76460,2.55000,35.29450,4.22000,-4.49060,1.53840,1.69470,6.53190,0.6913,0.5942
2010-09-30,3.20560,0.63480,1.73790,41.92670,18.52910,18.52910,14.36270,14.31420,0.12560,0.73260,2.17740,41.33310,5.46440,-5.15780,1.79790,1.99590,6.23300,0.5422,0.5237
2010-06-30,3.21450,0.64750,1.83680,38.97690,13.42350,13.42350,9.19230,9.13740,0.11360,0.76910,2.05310,43.83540,3.22300,-2.66480,1.03800,1.13610,5.89740,0.1787,0.1773
2010-03-31,3.34450,0.65480,1.89680,39.33510,11.83000,11.83000,1.95080,-116.58450,0.10850,0.74050,2.48130,36.27180,0.64000,-0.48670,0.20490,0.22090,5.71040,0.51540,0.47160
2009-12-31,2.61430,0.88600,8.06210,41.33690,19.04470,19.04470,7.77000,-11.92810,0.11510,0.73020,2.84430,31.64180,-1.60850,-1.55150,0.89350,1.00580,67695.50000,1117.112,1056.234
2009-09-30,2.68270,0.90240,9.30450,44.70440,21.20320,21.20320,10.00130,-10.21900,0.10720,0.55510,2.40740,37.38470,-1.88150,-1.78660,1.06330,1.19130,19552.17000,943.9311,904.4422
2009-06-30,2.30980,0.93860,15.35870,40.23880,16.57070,16.57070,7.42360,-11.40150,0.11530,0.75140,2.35090,38.28360,-1.39870,-1.27800,0.84780,0.94800,11866.67000,804.1469,745.7094
2009-03-31,,,,33.84010,9.83720,9.83720,4.20020,-15.04210,,,,,,,,,,4.31000,-8.27060
