,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.23740,0.31130,22.88380,24.10790,22.88380,33.11200,0.03760,6.60810,6.60810,1.24590,5.03950,38.71330,1.7519,1.7519
2022-06-30,0.21940,0.28100,31.50000,32.51850,31.50000,25.70370,0.03980,5.26020,5.26020,1.02340,4.10610,41.58540,0.8216,0.8216
2022-03-31,0.20830,0.26310,24.20330,25.26560,24.20330,19.57510,0.03590,3.49510,3.49510,0.70180,2.76710,45.75350,1.93010,1.93010
2021-12-31,0.19310,0.23930,22.68210,23.73070,22.68210,19.11330,0.03450,3.12450,3.12450,0.65950,2.52130,50.99120,1.2414,1.2414
2021-09-30,0.19380,0.24040,21.25260,22.34100,21.25260,16.95630,0.03260,2.64660,2.64660,0.55290,2.13370,50.62030,2.8035,2.8035
2021-06-30,0.19400,0.24070,24.67650,25.79080,24.67650,19.85980,0.03450,3.27550,3.27550,0.68420,2.64000,50.20160,1.4447,1.4447
2021-03-31,0.20120,0.25190,27.31300,28.36940,27.31300,22.03100,0.03710,4.02770,4.02770,0.81750,3.21710,47.16130,1.97420,1.97420
2020-12-31,0.19050,0.23540,20.56490,21.59650,20.56490,16.08320,0.03580,2.83380,2.83380,0.57610,2.29390,48.46390,1.8732,1.8732
2020-09-30,0.19410,0.24090,20.35300,21.46510,20.35300,43.35390,0.03520,7.56180,7.56180,1.52590,6.09370,46.16290,2.8321,2.8321
2020-06-30,0.20890,0.26410,19.78920,20.95430,19.78920,14.88810,0.03440,2.73620,2.73620,0.51250,2.16450,41.20980,1.6701,1.6701
2020-03-31,0.20380,0.25600,13.94810,15.01360,13.94810,10.96470,0.03400,2.14380,2.14380,0.37330,1.70690,36.75200,1.94360,1.94360
2019-12-31,0.18490,0.22680,18.88270,19.88220,18.88270,13.95680,0.03670,2.70040,2.70040,0.51190,2.20110,39.84490,1.577,1.577
2019-09-30,0.17470,0.21170,18.71390,19.74350,18.71390,14.03540,0.03590,2.63940,2.63940,0.50410,2.17820,40.04460,2.5836,2.5836
2019-06-30,0.18080,0.22060,20.12340,21.15770,20.12340,14.82490,0.03640,2.89300,2.89300,0.53960,2.37000,38.13960,1.1046,1.1046
2019-03-31,0.18470,0.22650,21.95510,22.98040,21.95510,16.40450,0.03880,3.56250,3.56250,0.63700,2.90460,34.89550,2.04290,2.04290
2018-12-31,0.19760,0.24630,14.11860,15.26910,14.11860,10.25740,0.03650,2.24190,2.24190,0.37460,1.79890,31.06370,1.7291,1.7291
