,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.47500,0.90460,11.51720,11.51720,1.79900,1.28360,0.03330,0.13820,0.14680,0.06300,0.07260,13.13950,0.4,-0.106
2022-09-30,0.48500,0.94170,18.89370,18.89370,68.36490,67.90200,0.03320,5.13350,5.48140,2.29400,2.64380,13.02010,0.4368,0.0069
2022-06-30,0.48550,0.94350,18.70260,18.70260,13.16790,13.14010,0.03380,1.01310,1.08800,0.45240,0.52130,12.67730,0.4731,0.1236
2022-03-31,0.47700,0.91190,17.88480,17.88480,14.79200,13.97290,0.03260,1.07990,1.16310,0.49080,0.56480,12.87750,0.35990,-0.19440
2021-12-31,0.46640,0.87410,12.55680,12.55680,5.27790,5.89790,0.03170,0.41000,0.44260,0.18970,0.21880,13.09370,0.4156,-0.8236
2021-09-30,0.43410,0.76720,16.32430,16.32430,12.11490,11.30760,0.03270,0.84920,0.91520,0.41580,0.48060,13.39130,0.399,-0.5011
2021-06-30,0.40400,0.67780,18.69000,18.69000,34.94790,57.95280,0.03320,2.26080,2.42790,1.17260,1.34750,13.79290,0.4324,1.6768
2021-03-31,0.44060,0.78770,19.11700,19.11700,-26.77500,31.48350,0.03000,-1.64810,-1.76790,-0.79360,-0.92190,13.57740,0.22780,1.68930
2020-12-31,0.46350,0.86390,10.80300,10.80300,-0.66390,33.84990,0.02710,-0.26340,-0.28370,-0.12060,-0.14130,13.53990,0.4061,-0.1673
2020-09-30,0.46280,0.86140,18.08110,18.08110,3.29510,-15.05510,0.02690,-0.37480,-0.40210,-0.17620,-0.20140,13.75730,0.4087,0.0264
2020-06-30,0.46740,0.87740,14.71760,14.71760,19.13600,12.51500,0.02500,0.78680,0.84620,0.36980,0.41910,14.24570,0.4094,-0.2256
2020-03-31,0.44990,0.81770,-7.72960,-7.72960,33.69860,72.81490,0.02370,1.88310,2.02570,0.91540,1.03600,14.51950,0.18450,0.55330
2019-12-31,0.47370,0.90020,23.70160,23.70160,46.82330,13.54570,0.02270,2.29950,2.39290,1.09260,1.21010,13.19710,0.4108,-0.3479
2019-09-30,0.50290,1.01180,10.30020,10.30020,-7.60750,-8.59690,0.03840,-0.64860,-0.68020,-0.30200,-0.32240,13.18260,0.4848,-0.6593
2019-06-30,0.48730,0.95030,3.10900,3.10900,-2.10310,-2.84620,0.03580,-0.15080,-0.15840,-0.07280,-0.07730,13.47820,0.4639,-1.3798
2019-03-31,0.47390,0.90070,23.05260,23.05260,14.30570,13.99250,0.03380,1.01560,1.06130,0.50380,0.53430,13.38920,0.33100,0.08000
2018-12-31,0.46090,0.85490,16.85220,16.85220,188.63190,187.66450,0.03470,12.81190,13.44150,6.56040,6.90690,13.63910,0.4222,2.6835
2018-09-30,0.54650,1.20530,23.98060,23.98060,21.68930,21.69760,0.03490,1.82480,1.92940,0.78670,0.82750,12.00290,0.4107,0.3311
2018-06-30,0.57750,1.36670,24.18540,24.18540,18.82120,19.05670,0.03490,1.71560,1.81410,0.69080,0.72490,11.52910,0.518,0.8834
2018-03-31,0.59240,1.45330,27.55130,27.55130,7.79030,8.31410,0.03410,0.78890,0.85020,0.30740,0.32150,11.66840,0.41760,0.19330
2017-12-31,0.58480,1.40850,-0.80340,-0.80340,-11.49600,-13.27820,0.03150,-1.03530,-1.11720,-0.41110,-0.42980,11.91840,0.4461,-0.5614
2017-09-30,0.56050,1.27540,26.13660,26.13660,-2.70100,-1.71530,0.03270,-0.09770,-0.10490,-0.04110,-0.04290,12.48140,0.4397,0.015
2017-06-30,0.55390,1.24160,20.95730,20.95730,4.11260,4.20170,0.03250,0.36660,0.39360,0.15670,0.16350,12.85820,0.5141,0.3765
2017-03-31,0.56870,1.31880,35.15020,35.15020,92.39650,93.54020,0.03310,7.51890,8.08480,3.12450,3.24260,13.17860,0.40640,2.78680
2016-12-31,0.60730,1.54670,32.04220,32.04220,12.50590,10.83220,0.03430,1.33880,1.45640,0.50470,0.52570,12.69290,0.463,0.6967
2016-09-30,0.53280,1.14050,30.89060,30.89060,8.94440,28.44630,0.02500,0.47860,0.50710,0.21630,0.22360,20.46820,0.7199,0.4002
2016-06-30,0.52640,1.11150,36.35910,36.35910,36.47450,55.98280,0.02550,2.04070,2.16380,0.93510,0.96650,20.70590,0.8386,0.8243
2016-03-31,0.53170,1.13560,33.95460,33.95460,10.75000,22.24240,0.02450,0.53310,0.56760,0.24220,0.24960,20.62500,0.57610,0.16140
2015-12-31,0.53180,1.13570,339.27690,339.27690,156.76310,-926.53770,0.00300,1.07190,1.14050,0.48700,0.50190,20.93790,0.7692,1.9527
2015-09-30,0.51580,1.06540,39.17440,39.17440,20.51620,17.49750,0.02960,1.12760,1.19140,0.53150,0.54590,22.52260,0.5862,0.5732
2015-06-30,0.51580,1.06520,42.58210,42.58210,24.88500,27.07920,0.02720,1.59350,1.68600,0.75060,0.77160,22.76180,0.7862,-1.8696
2015-03-31,0.48620,0.94610,-23.31220,-23.31220,-41.12390,-39.44870,0.02910,-2.25000,-2.35210,-1.12970,-1.15620,22.86830,0.49920,0.21020
2014-12-31,0.46920,0.88400,1111.41700,1111.41700,1528.87700,-756.79340,-0.00120,-3.96380,-4.14510,-2.04350,-2.10390,23.91990,0.7983,0.7353
