,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.23420,0.19930,0.24880,69.80330,15.36420,15.36420,14.99200,10.84530,0.13960,,2.25000,40.00000,2.70160,14.20610,1.51450,2.16330,27.45820,4.0371,3.863
2022-09-30,1.34400,0.19420,0.24100,75.73530,22.42650,22.42650,22.42650,15.70380,0.14560,,2.07180,43.44010,3.83430,18.54840,2.28610,3.08980,28.15160,-0.4034,-0.5949
2022-06-30,1.24140,0.19730,0.24580,82.22980,24.95760,24.95760,24.67460,17.60050,0.13390,,3.05180,29.49070,4.07010,22.76720,2.35750,3.26720,27.38710,-0.27760,-0.48750
2022-03-31,1.18160,0.19760,0.24630,77.04110,20.00000,20.00000,19.50690,12.32880,0.13220,,2.80770,32.05480,2.95080,17.63320,1.63040,2.36770,27.23210,1.5346,1.3509
2021-12-31,1.20060,0.19780,0.24660,64.72890,5.70150,5.70150,5.08660,3.68920,0.12840,,1.85390,48.54670,0.86650,5.61220,0.47380,0.69510,27.01060,5.3806,5.21
2021-09-30,1.31550,0.19280,0.23890,72.94630,18.61990,18.61990,17.85320,16.10080,0.14030,,1.77110,50.81600,3.74240,22.32350,2.25820,3.02070,27.66200,0.2195,0.0687
2021-06-30,1.89280,0.19540,0.24290,79.69050,20.76080,20.76080,19.85820,13.15280,0.12180,,2.78460,32.32110,2.63980,7.95940,1.60200,2.12390,27.11580,-0.49480,-0.64710
2021-03-31,2.43350,0.19310,0.23930,76.30020,13.00150,13.00150,12.25850,5.64640,0.10130,,2.58350,34.83660,0.96940,1.62990,0.57190,0.78220,27.41260,1.2706,1.1644
2020-12-31,2.21110,0.04750,0.12520,64.07650,15.00300,15.00300,14.64440,12.61210,0.13470,,2.15040,41.85300,2.64980,3.49920,1.69890,2.52390,27.64930,3.8544,3.7509
2020-09-30,2.74850,0.04690,0.12330,75.15200,12.94530,12.94530,12.07650,16.07300,0.10030,,2.72100,33.07560,2.29100,3.01200,1.61290,2.18370,27.84480,0.2038,0.1189
2020-06-30,2.60510,0.04850,0.12800,80.26050,32.28240,32.28240,32.07680,25.01710,0.12930,,2.87770,31.27490,4.69030,6.24470,3.23470,4.46260,26.92730,1.29450,1.16440
2020-03-31,2.44630,0.05050,0.13350,80.60560,28.91130,28.91130,29.84860,30.13700,0.12480,,3.00870,29.91350,5.60250,7.56840,3.76170,5.31940,25.90630,1.6731,1.5387
2019-12-31,2.83530,0.12090,0.13750,68.11050,22.66160,22.66160,23.47770,21.72000,0.14270,,1.99620,45.08480,4.78100,6.54930,3.10010,4.20310,24.86940,3.7596,3.6627
2019-09-30,3.32230,0.12200,0.13900,69.95550,19.88130,19.88130,21.06830,63.35310,0.12730,,1.57480,57.15130,11.93070,16.43570,8.06190,10.47470,24.43000,0.1304,0.0376
2019-06-30,3.51520,0.13300,0.15340,84.53270,34.32590,34.32590,36.06290,117.53510,0.12400,,3.67480,24.49130,21.91210,31.48680,14.57590,18.99730,21.90880,0.52840,0.37790
2019-03-31,2.81720,0.15720,0.18650,77.70600,15.83200,15.83200,17.68980,16.88210,0.13820,,1.98720,45.29080,3.92050,6.23510,2.33340,3.30430,17.88930,1.9372,1.8246
2018-12-31,2.98900,0.15680,0.18600,67.95970,18.77420,18.77420,20.55860,20.32580,0.14550,,1.59930,56.27620,4.90270,7.79760,2.95810,4.13380,17.75420,3.1379,3.0669
2018-09-30,3.51910,0.15740,0.18680,67.49610,20.06220,20.06220,21.46190,19.82890,0.15220,,1.33130,67.60500,4.79590,7.67380,3.01780,4.04120,17.49010,-0.4066,-0.5087
2018-06-30,3.84150,0.15880,0.18880,81.09060,26.38520,26.38520,28.05630,25.76960,0.13790,,3.06470,29.36680,5.57030,8.96850,3.55280,4.68580,17.24590,0.38710,0.28390
2018-03-31,2.41030,0.17760,0.21590,85.27180,47.59800,47.59800,47.66120,38.36920,0.18430,,4.10910,21.90270,13.21000,22.98370,7.07130,10.86450,15.01630,1.9263,1.8658
2017-12-31,1.92020,0.19540,0.24280,56.81030,-1.81030,-1.81030,-1.37930,-16.03450,0.13420,,1.30930,68.74140,-4.55210,-8.74880,-2.15230,-3.66290,13.30950,2.7589,2.6803
2017-09-30,2.38340,0.18420,0.22580,59.43690,-4.27530,-4.27530,-3.96250,-2.29410,0.12110,,1.18100,76.20440,-0.50140,-0.82340,-0.27770,-0.40900,14.24680,0.1756,0.0771
2017-06-30,3.00920,0.18090,0.22090,89.37200,51.27670,51.27670,51.69080,44.44450,0.19650,,6.52700,13.78880,14.35580,23.24070,8.73220,11.75830,14.51780,0.56230,0.45690
2017-03-31,2.15280,0.19600,0.24380,86.77150,46.95480,46.95480,46.88930,37.06610,0.19780,,4.25350,21.15910,13.94090,24.13650,7.33350,11.20790,13.18180,1.2598,1.1784
2016-12-31,1.73680,0.21810,0.27900,55.09140,-0.34810,-0.34810,-0.52220,-0.08700,0.14890,14.74290,1.95740,45.97910,-0.02820,-0.05450,-0.01300,-0.02200,11.56030,3.7524,3.6713
2016-09-30,2.07800,0.21530,0.27440,55.34520,-5.45660,-5.45660,-5.79060,-4.23160,0.13030,8.02000,1.24200,72.46100,-1.05320,-2.03100,-0.55140,-0.82640,12.02670,0.3879,0.2857
2016-06-30,2.40730,0.21020,0.30270,85.91660,44.05980,44.05980,43.43040,34.61840,0.19240,6.88460,5.16670,17.41940,11.84070,22.38050,6.66160,9.35180,12.34550,-0.37460,-0.50160
2016-03-31,1.80070,0.22590,0.33920,82.72170,40.97860,40.97860,40.21410,68.73090,0.18550,,5.61370,16.03210,26.47230,55.18720,12.75180,20.49240,11.28240,1.7802,1.701
2015-12-31,1.32020,0.00230,0.11290,48.97200,-2.89720,-2.89720,-2.80370,-4.20560,0.16540,13.00000,1.72300,52.23370,-1.49400,-3.64960,-0.69550,-1.49060,9.71610,2.8579,2.7899
2015-09-30,1.44400,0.00410,0.13830,49.81600,-14.60120,-14.60120,-15.70550,-17.17790,0.13580,6.59680,1.10580,81.38650,-4.45010,-10.34740,-2.33330,-4.43180,10.11580,0.0132,-0.0497
2015-06-30,1.63920,0.00740,0.18970,85.61930,42.56030,42.56030,42.31090,36.74150,0.21030,5.08820,8.35420,10.77310,13.24940,28.98360,7.72590,13.15090,10.72670,-0.21190,-0.28360
2015-03-31,1.35420,0.01010,0.20850,80.25320,33.75530,33.75530,33.50210,33.33330,0.19280,6.50000,3.27350,27.49370,13.01050,32.59080,6.42590,12.87900,9.79350,0.5927,0.4954
2014-12-31,1.22320,0.01360,0.23560,64.38720,14.38720,14.38720,13.85440,12.61100,0.18260,10.28210,2.30740,39.00530,5.28470,16.86460,2.30260,5.21290,8.66770,2.1097,2.0637
2014-09-30,1.47970,0.18120,0.22130,56.86870,2.42420,2.42420,1.81820,0.30300,0.16420,6.37310,1.19420,75.36360,0.11240,0.37310,0.04970,0.09200,8.55770,0.5683,0.5031
2014-06-30,1.64050,0.17760,0.21600,69.76940,29.81880,29.81880,29.15980,27.59470,0.22170,9.91890,5.54340,16.23560,12.34800,40.50790,6.11760,10.15460,8.66770,0.01240,-0.07140
2014-03-31,1.31300,0.19320,0.23950,80.14250,30.63220,30.63220,30.00890,32.68030,0.19650,3.98210,3.43430,26.20660,15.15280,70.30650,6.42060,12.22520,7.78780,0.8584,0.8135
2013-12-31,1.09850,0.22300,0.28690,36.01490,-36.13860,-36.13860,-36.88120,-38.11880,0.14500,9.40000,1.53610,58.58910,-15.36930,-371.08430,-5.52660,-11.94260,6.48540,2.2195,2.1295
2013-09-30,1.26420,0.19960,0.24930,40.57550,-36.25900,-36.25900,-37.41010,-39.28060,0.13800,7.12070,1.17000,76.92090,-11.94230,-79.36050,-5.42100,-9.55880,7.39810,-0.0298,-0.109
2013-06-30,1.53670,0.18460,0.22630,79.55740,24.55220,24.55220,24.02530,23.39310,0.20610,4.73170,7.90830,11.38040,8.90850,41.41790,4.82080,7.26440,8.14380,-0.79490,-0.88780
2013-03-31,1.21280,0.19780,0.24660,74.44170,25.55830,25.55830,27.29530,26.71630,0.23850,7.35710,3.87500,23.22580,14.24790,110.23890,6.37080,11.42960,7.50660,0.7358,0.6636
