,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2012-09-30,0.37120,1.03970,33.33330,23.45930,0.01280,2.72230,3.42010,0.30980,1.66240,15.34210,0.7243,0.598
2012-06-30,0.41200,1.08070,37.61650,24.83360,0.01280,2.86760,3.61910,0.32750,1.63770,15.04390,0.1922,0.0641
2012-03-31,0.41480,0.94370,38.26140,26.58630,0.01350,3.25460,4.13860,0.36830,1.84880,14.79260,1.97930,1.87170
2011-12-31,0.42220,1.00120,29.62440,21.89940,0.01210,2.45080,3.11480,0.26930,1.37360,14.40630,-0.2922,-0.442
2011-09-30,0.42870,1.15800,35.90790,25.13550,0.01280,3.00950,3.83530,0.33160,1.66680,14.19690,-0.245,-0.2973
2011-06-30,0.44620,1.05210,35.96300,23.16990,0.01270,2.76160,3.62830,0.30410,1.48110,13.69950,0.9246,0.8784
2011-03-31,0.46400,0.99930,29.11200,6.79540,0.01170,2.24690,3.00250,0.23990,1.16500,13.27050,2.10430,1.99140
2010-12-31,0.40430,0.81040,29.74320,19.04420,0.01260,3.19390,3.08930,0.30000,1.40870,17.68240,1.2619,1.1522
2010-09-30,0.44050,0.94130,23.63490,13.65060,0.01140,2.31720,2.19860,0.21190,0.95710,17.47240,1.3234,1.2599
2010-06-30,0.44510,0.93310,20.56080,11.04500,0.01050,1.90670,1.81900,0.17140,0.77760,17.20540,0.3992,0.3327
2010-03-31,0.44950,0.93800,-2.35550,-7.70880,0.00830,-0.10220,-0.09830,-0.00890,-0.04110,16.86930,1.15190,1.09750
2009-12-31,0.43770,0.89680,-28.59040,-21.27660,0.00660,-0.99110,-0.95390,-0.08640,-0.40830,16.97590,2.1031,2.0181
2009-09-30,0.42610,1.04240,-14.06250,-20.70310,0.00690,-0.96140,-0.92150,-0.08760,-0.40670,17.21080,2.2523,2.1848
2009-06-30,0.42440,1.26560,56.97430,36.07250,0.02050,8.72230,8.35620,0.76040,3.70560,17.22590,0.9946,0.9537
2009-03-31,0.50160,1.95150,-37.42860,-3.71430,0.00590,0.63690,0.56540,0.04190,0.20590,20.97630,-0.12410,-0.24480
