,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.41170,1.09360,41.99800,31.36180,0.00980,4.46650,6.59730,0.31780,2.29540,24.38430,2.4631,2.2657
2022-06-30,0.36680,0.98880,39.43360,28.64920,0.00890,3.33450,4.58100,0.27180,1.87580,27.64690,1.3838,1.2597
2022-03-31,0.34900,0.59160,33.36970,25.84520,0.00870,2.73520,3.51000,0.23360,1.59400,29.41660,2.42300,2.28660
2021-12-31,0.34740,0.58900,40.66800,30.84480,0.00960,3.29950,4.03800,0.31400,1.94820,32.52890,1.8731,1.7667
2021-09-30,0.33640,0.56280,43.29950,33.04310,0.01000,3.44960,4.16620,0.33890,2.07410,32.65340,1.7576,1.6794
2021-06-30,0.35040,0.60330,44.13760,32.65500,0.01000,3.40700,3.99840,0.34520,2.00910,32.57740,0.6772,0.5556
2021-03-31,0.39490,0.71480,42.08770,32.12580,0.01010,3.38880,3.98280,0.33540,1.85870,31.75260,-0.50590,-0.56810
2020-12-31,0.39320,0.71240,37.67020,28.69390,0.00970,2.88160,3.35030,0.29560,1.58860,32.42470,-2.2874,-2.3495
2020-09-30,0.39720,0.72200,39.11900,29.47040,0.00940,2.78860,3.25070,0.28760,1.52600,32.21970,0.0826,-0.1104
2020-06-30,0.42230,0.80030,17.87550,11.94140,0.00670,0.94820,1.13190,0.09610,0.50440,31.36050,2.1192,2.0129
2020-03-31,0.42670,1.02630,4.76190,2.30160,0.00680,0.22880,0.27470,0.02480,0.12060,30.75050,0.60110,0.51090
2019-12-31,0.41380,0.76600,44.74060,33.41270,0.01240,3.78220,4.66460,0.43400,2.03190,29.90900,1.9286,1.8623
2019-09-30,0.40340,0.90620,37.28360,28.67970,0.01080,2.79620,3.43060,0.32090,1.53020,29.78640,-0.4761,-0.5478
2019-06-30,0.43300,0.81850,31.70330,23.46150,0.01080,2.34230,2.99350,0.26840,1.24260,28.25940,0.2844,0.2132
2019-03-31,0.43830,0.97970,47.58720,36.31150,0.01250,4.18620,5.47160,0.46170,2.19380,26.83780,0.79620,0.70820
2018-12-31,0.47030,1.04150,37.50000,27.69230,0.01070,3.04310,3.54850,0.31080,1.48000,25.13030,1.3292,1.3125
2018-09-30,0.47710,1.12870,36.13670,27.66100,0.01070,3.00300,3.53040,0.30770,1.43850,23.96530,0.98,0.9892
2018-06-30,0.46840,1.02640,42.76730,33.10460,0.01240,4.03460,4.70280,0.42790,1.96910,23.96480,1.4808,1.42
2018-03-31,0.47740,1.00670,46.61730,36.25790,0.01340,4.71320,5.48260,0.49540,2.26100,23.65750,0.37640,0.33230
2017-12-31,0.47890,1.17690,40.98360,32.51370,0.01030,3.31790,3.83240,0.34770,1.58720,23.37830,0.3234,0.2511
2017-09-30,0.46150,1.21150,60.43020,40.54380,0.01730,6.73800,7.74580,0.71280,3.33340,23.21850,0.8213,0.8166
2017-06-30,0.45000,1.15300,34.04550,23.43210,0.01030,2.42810,2.78960,0.26020,1.22730,22.25830,0.1568,0.0443
2017-03-31,0.45350,0.96180,28.65410,20.98410,0.00990,2.01640,2.30170,0.21750,1.01280,21.93840,0.69660,0.62830
2016-12-31,0.46990,1.11230,44.35370,24.35370,0.01030,2.53000,2.88600,0.26520,1.23120,21.62890,1.1517,1.1306
2016-09-30,0.50130,1.22050,41.63170,30.05400,0.01160,3.33480,3.75030,0.36010,1.53140,22.23980,0.6655,0.5872
2016-06-30,0.49210,1.21270,30.28370,21.63120,0.00980,2.10080,2.36380,0.22560,0.98230,21.86220,0.41,0.3063
2016-03-31,0.48340,1.15940,30.61230,21.67490,0.01000,2.16990,2.46170,0.22890,1.02970,21.22730,0.50790,0.41020
2015-12-31,0.49910,1.10070,49.63350,32.87960,0.01350,4.50510,5.17500,0.46440,2.06760,20.21450,1.1094,1.0134
2015-09-30,0.49470,1.29670,35.32240,24.82850,0.01030,2.62270,3.00660,0.26850,1.21400,19.93620,0.7157,0.6391
2015-06-30,0.46370,1.13720,30.57190,21.18770,0.00960,2.15980,2.50100,0.21810,1.05970,19.30490,0.5543,0.5243
2015-03-31,0.46910,0.98520,34.44600,24.36080,0.01000,2.47720,2.84590,0.25700,1.20500,19.50960,0.61440,0.55460
2014-12-31,0.48860,1.06400,36.18650,24.56510,0.01040,2.68590,3.11090,0.27760,1.25690,19.00980,0.6078,0.5332
2014-09-30,0.48140,1.11470,34.31950,24.26040,0.01010,2.40930,2.81550,0.25340,1.14170,18.51100,0.7173,0.5731
2014-06-30,0.47380,1.11300,38.84620,26.41030,0.01180,3.09660,3.61500,0.33120,1.48970,18.36380,0.7413,0.724
2014-03-31,0.43040,0.95650,31.55620,22.26230,0.01070,2.30660,2.78480,0.24600,1.22240,17.53720,0.39630,0.32640
2013-12-31,0.39710,0.77240,36.23470,24.69370,0.01190,2.95760,3.58290,0.30820,1.65710,17.10030,0.8265,0.7074
2013-09-30,0.35550,0.80450,38.64360,26.93540,0.01240,2.98860,3.71780,0.33500,1.84830,16.54960,1.4322,1.2849
2013-06-30,0.32710,0.67860,44.82940,31.02350,0.01520,4.44830,5.40270,0.47910,2.78550,16.76740,1.5354,1.3986
2013-03-31,0.37410,0.80060,37.66730,26.32250,0.01290,3.04690,3.84800,0.33940,1.85250,15.91500,1.34150,1.24510
2012-12-31,0.33980,1.03650,31.63150,23.18080,0.01400,2.95530,3.71800,0.32410,1.89460,15.60280,-0.1916,-0.3319
