,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.34530,0.58270,15.02770,15.02770,12.54940,9.59660,0.05020,2.50680,2.56410,0.51390,1.64110,65.59560,2.4409,1.4766
2022-09-30,0.36640,0.63390,8.14790,8.14790,5.48970,3.75610,0.04610,0.97590,0.99940,0.19040,0.61830,61.52870,5.3018,4.8217
2022-06-30,0.34230,0.57220,10.30110,10.30110,7.46750,5.31290,0.04400,1.24530,1.27240,0.26210,0.81900,66.96690,4.1771,3.3955
2022-03-31,0.33420,0.52420,16.40210,16.40210,13.58030,9.93530,0.04300,2.09100,2.13290,0.46750,1.39210,71.81380,1.70240,1.21540
2021-12-31,0.31910,0.47350,15.26910,15.26910,12.53760,9.36900,0.04490,1.93480,1.97070,0.45450,1.31740,77.18880,3.5669,2.7833
2021-09-30,0.31810,0.47630,11.95490,11.95490,9.01810,6.52630,0.04120,1.28590,1.30980,0.30100,0.87680,75.38410,4.4518,3.8805
2021-06-30,0.31660,0.46960,27.77920,27.77920,25.28100,18.83590,0.04910,4.08810,4.16320,0.97170,2.79360,74.64730,1.5616,1.389
2021-03-31,0.32670,0.49290,14.68800,14.68800,11.23690,7.20600,0.04530,1.58060,1.61100,0.36620,1.06420,70.27870,0.50040,0.17550
2020-12-31,0.34430,0.52700,17.76760,17.76760,14.77490,10.70370,0.04620,2.27830,2.37550,0.54460,1.49390,71.24900,1.6059,0.9944
2020-09-30,0.35780,0.55900,9.23520,9.23520,5.28140,4.01150,0.04360,0.87000,0.90730,0.20390,0.55880,67.69920,3.0559,2.6587
2020-06-30,0.35100,0.54340,-41.16880,-41.16880,-46.49350,-36.14720,0.02940,-4.59460,-4.79350,-1.07850,-2.98190,65.65660,0.417,-0.2953
2020-03-31,0.33150,0.62400,-31.52630,-31.52630,-36.17300,-20.39370,0.03910,-5.44370,-5.66930,-1.31730,-3.63940,68.14480,1.14620,0.33440
2019-12-31,0.34310,0.52590,10.78430,10.78430,7.12070,5.59860,0.04710,0.96220,0.99700,0.25660,0.63200,75.36860,1.5355,0.5697
2019-09-30,0.33860,0.51590,5.55100,5.55100,1.63270,1.95920,0.04450,0.17520,0.18150,0.04730,0.11590,74.38530,2.6473,1.8546
2019-06-30,0.33840,0.51550,12.11700,12.11700,7.59040,6.87280,0.04400,1.00470,1.04040,0.27350,0.66470,74.00580,1.2954,0.8023
2019-03-31,0.33890,0.51870,17.27440,17.27440,13.52140,10.48710,0.04670,1.80810,1.86620,0.49220,1.19530,71.69090,0.26100,-0.45750
2018-12-31,0.34690,0.53190,-2.67720,-2.67720,-7.05810,-5.01980,0.04200,-0.98660,-1.01830,-0.26940,-0.64440,68.52970,2.4804,1.6838
