,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.04320,0.37710,0.66540,42.07470,9.17020,9.17020,6.01490,6.68050,0.05210,0.12360,728.09810,1.47440,-3.69080,0.34830,0.91850,43.37050,0.9459,0.7475
2022-09-30,1.05970,0.39190,0.72400,42.18200,18.56160,18.56160,15.41100,12.51470,0.05290,0.12050,746.59490,2.97020,-7.86080,0.66280,1.80600,40.93500,5.3683,5.1408
2022-06-30,1.05270,0.38560,0.72770,43.16690,20.40630,20.40630,17.24430,13.91090,0.05110,0.11070,812.86350,3.21720,-8.47120,0.71290,1.97670,42.13890,1.5496,1.3011
2022-03-31,1.05260,0.38910,0.68390,46.41730,24.70330,24.70330,22.07940,18.01420,0.05640,0.11270,798.55830,4.85560,-12.32670,1.01730,2.96610,43.04190,2.03560,1.85900
2021-12-31,1.05590,0.40430,0.73410,36.96460,8.84570,8.84580,5.72820,5.54570,0.05920,0.16780,536.20870,1.41240,-2.97780,0.36260,0.84130,41.05560,2.498,2.3656
2021-09-30,1.29830,0.37460,0.65010,36.08640,13.64230,13.64230,10.82220,10.52760,0.07940,0.27570,326.48260,2.81700,-48.06620,0.88650,1.76190,40.85910,2.3751,2.1747
2021-06-30,1.32590,0.40610,0.72760,37.63120,14.40390,14.40390,11.49730,9.83710,0.06950,0.23030,390.75870,2.41560,-27.88840,0.72550,1.43460,40.39650,2.249,2.098
2021-03-31,1.10000,0.39170,0.66640,40.66050,21.08550,21.08550,18.86370,17.64900,0.08870,0.26060,345.42130,5.80720,-17.81290,1.61260,3.53230,34.60700,1.09840,0.96180
2020-12-31,1.09760,0.40630,0.72920,35.57760,10.65390,10.65390,7.84810,8.34700,0.07630,0.26470,340.00940,2.45640,-6.67340,0.68560,1.45830,32.17710,2.1984,2.0941
2020-09-30,1.10710,0.42300,0.78780,35.49840,13.93110,13.93110,11.32980,9.55060,0.08480,0.27590,326.22630,3.22780,-8.50160,0.86090,1.86240,30.25590,2.9359,2.8338
2020-06-30,1.09090,0.43810,0.83910,38.33330,13.99620,13.99620,10.83970,9.70330,0.07430,0.23050,390.53980,2.92350,-6.60970,0.75940,1.64270,28.90080,3.5708,3.4206
2020-03-31,1.07010,0.45980,0.96500,42.06440,21.77410,21.77410,19.06900,18.54950,0.08960,0.26320,342.00390,7.00970,-13.00930,1.70570,3.78680,26.74100,0.56210,0.40940
2019-12-31,1.02200,0.42250,0.88330,33.87360,7.34290,7.34290,4.87980,5.72210,0.08770,0.31760,283.33220,2.02470,-3.87990,0.53780,1.16920,27.72730,2.2326,2.0672
2019-09-30,1.04690,0.43720,0.91120,32.27590,9.15520,9.15520,6.28970,6.90880,0.09520,0.32110,280.31070,2.79110,-5.53650,0.71500,1.57080,26.33780,1.8223,1.6543
2019-06-30,1.06880,0.43540,0.88480,33.74960,9.07230,9.07230,6.36390,6.64130,0.08630,0.27600,326.14550,2.45360,-5.27160,0.63230,1.38530,26.58680,2.7213,2.5332
2019-03-31,1.11940,0.42670,0.84410,38.73200,18.18550,18.18550,16.16600,16.78390,0.10680,0.31830,282.72280,7.09330,-20.88360,1.88770,4.06660,26.75770,-0.51060,-0.71920
