,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-11-30,1.30380,0.19930,0.25210,69.81430,39.67910,39.67910,39.92270,30.26970,0.12920,0.85530,105.22050,11.24080,30.75810,3.91020,9.00030,8.89130,0.888,0.8173
2022-08-31,1.29420,0.20270,0.25760,70.90040,41.08770,41.08770,40.78930,31.43760,0.13220,0.87830,102.46810,12.08640,34.48530,4.15520,9.63610,8.70530,1.00520,0.92080
2022-05-31,1.24910,0.20540,0.26140,68.53970,34.43150,34.43150,33.97710,25.90230,0.11880,0.86810,103.67730,9.60720,28.80190,3.07620,7.63350,8.57240,0.9313,0.8394
2022-02-28,1.27240,0.19530,0.24540,72.39810,44.10660,44.10660,43.44040,33.75390,0.12410,1.05920,84.97100,13.10710,35.32070,4.18820,10.54710,9.10250,1.6853,1.59
2021-11-30,1.27010,0.20360,0.25850,70.08570,39.72030,39.72030,39.47680,29.95940,0.11440,0.80820,111.35320,10.64490,31.88360,3.42790,8.47780,8.64690,0.4668,0.3726
2021-08-31,1.27420,0.20760,0.26430,71.14230,40.89940,40.89940,40.99180,30.80620,0.11560,0.99850,90.13300,10.96110,34.50560,3.56130,8.68550,8.44010,1.06280,0.97910
2021-05-31,1.24930,0.21290,0.27300,69.31600,34.37620,34.37620,33.60860,25.55380,0.11150,0.97680,92.13370,8.92130,30.88670,2.85030,7.02210,8.19340,1.0808,0.9934
2021-02-28,1.23640,0.21130,0.27020,70.45970,42.15170,42.15170,41.61200,31.52830,0.11500,1.00520,89.53050,11.77600,40.33830,3.62610,9.28820,8.26090,1.2099,1.1212
2020-11-30,1.27680,0.21620,0.27820,67.47990,36.01710,36.01710,35.53930,27.69140,0.11420,0.99180,90.74110,9.42660,34.32460,3.16180,7.38870,8.01360,0.5947,0.5116
2020-08-31,1.25270,0.22290,0.28900,67.05640,30.46560,30.46560,29.61810,22.69900,0.11130,1.08910,82.63360,7.61530,31.69090,2.52600,5.91810,7.72910,0.59510,0.53780
2020-05-31,1.23440,0.22270,0.28830,68.12370,32.73960,32.73960,31.86540,24.11760,0.10700,1.15790,77.72590,7.93490,33.45460,2.58110,6.16790,7.75200,1.0753,0.9781
2020-02-29,1.18550,0.22400,0.30720,70.21970,41.13940,41.13940,40.62310,31.02300,0.12070,1.34910,66.71040,12.84510,56.99360,3.74460,9.96770,7.69390,1.3504,1.2619
2019-11-30,1.16670,0.23670,0.33000,67.35640,34.49080,34.49080,34.01640,26.11290,0.11390,1.09400,82.26910,10.06850,61.02850,2.97300,7.68570,7.16910,0.7502,0.6571
2019-08-31,1.15180,0.24020,0.33860,67.19760,35.19150,35.19150,34.70770,26.63310,0.11480,1.15160,78.15120,10.48700,74.06780,3.05850,7.96790,7.03910,0.81550,0.74250
2019-05-31,1.17190,0.23310,0.30400,67.14610,32.07870,32.07870,31.67080,23.50060,0.11300,1.14770,78.41490,8.79560,52.62680,2.65560,6.74490,7.29060,0.6859,0.587
2019-02-28,1.11330,0.23540,0.32860,69.60950,40.10650,40.10650,39.76080,30.32510,0.10330,1.26720,71.02300,12.49420,82.05260,3.13230,9.55270,7.22870,1.4531,1.378
2018-11-30,1.22830,,0.02360,69.15820,35.76670,35.76670,36.01120,27.45370,0.12270,1.45280,61.94900,9.72570,15.86920,3.36740,9.72570,6.75160,0.6183,0.5176
2018-08-31,1.15440,,0.02380,69.22810,37.12330,37.12330,37.38990,28.23370,0.12240,1.52900,58.86300,10.20530,16.93780,3.45530,10.20530,6.64900,0.75710,0.68960
2018-05-31,1.11270,,,68.61770,35.72190,35.72190,36.01750,25.74200,0.10680,1.61210,55.82830,9.23710,15.53450,2.75030,9.23710,6.56490,0.799,0.71
2018-02-28,1.09190,,0.02820,70.92190,39.41890,39.41890,39.66460,39.22660,0.13680,1.60840,55.95560,17.95160,32.99190,5.36620,17.95160,5.69300,1.2946,1.2219
2017-11-30,1.08930,,0.06780,69.04110,37.74600,37.74600,37.95770,24.75720,0.10450,1.27380,70.65500,10.09700,16.65830,2.58700,10.09700,5.48130,0.4862,0.2717
2017-08-31,1.09490,,0.02940,70.74030,40.01770,40.01770,40.28250,26.53550,0.10410,1.38960,64.76730,10.82420,18.03530,2.76130,10.82420,5.41600,0.95100,0.90120
2017-05-31,1.11570,,,71.11090,39.13530,39.13530,39.33530,25.52790,0.11710,1.47280,61.10960,10.44850,16.46780,2.98960,10.44850,5.44050,0.5223,0.4469
2017-02-28,1.09070,,0.02920,70.24380,38.52730,38.52730,38.67810,25.44610,0.10890,1.72290,52.23800,10.67640,17.19600,2.77010,10.67640,5.28030,0.9862,0.9307
2016-11-30,1.11410,,0.05680,70.66370,40.32930,40.32930,40.44590,26.19910,0.13360,1.36600,65.88410,11.13130,18.48530,3.49890,11.13130,5.06020,0.3307,0.2574
2016-08-31,1.15530,,0.02580,71.34310,41.12030,41.12030,41.31130,27.67660,0.12880,1.51850,59.27050,10.93510,17.17220,3.56570,10.93510,5.49650,0.80940,0.75360
2016-05-31,1.11400,,,70.77860,36.64940,36.64940,36.62290,23.62380,0.11710,1.69530,53.08800,9.31630,15.02830,2.76520,9.31630,5.30440,0.6244,0.5481
2016-02-29,1.09220,,,69.98410,37.20440,37.20440,37.43020,23.97020,0.10650,1.95480,46.04040,9.62600,15.76370,2.55250,9.62600,5.20440,1.0254,0.9661
