,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.10810,0.22800,0.29530,78.60830,7.98970,7.98970,9.43300,7.73200,0.14590,1.12460,80.02580,2.98090,3.77260,1.12790,2.30130,24.80260,5.6934,4.99
2022-09-30,1.23560,0.24720,0.32830,78.15400,4.97000,4.97000,5.57070,4.36920,0.16490,2.03900,44.13980,1.76870,2.28900,0.72030,1.33160,22.43400,1.3014,0.5045
2022-06-30,1.12420,0.26150,0.35410,77.79680,1.25570,1.25570,1.65530,1.14160,0.15780,2.05390,43.81850,0.47690,0.63820,0.18010,0.35220,20.80210,2.1283,1.385
2022-03-31,1.12160,0.27080,0.39330,78.57140,5.05230,5.05230,4.93610,4.35540,0.15660,2.08980,43.06620,1.87640,2.53640,0.68230,1.36840,19.93940,4.25540,3.79680
2021-12-31,1.05480,0.28650,0.42650,76.78020,2.16720,2.16720,1.98140,1.60990,0.14960,1.16190,77.46130,0.70370,0.98820,0.24080,0.50200,18.51130,4.1528,3.6609
2021-09-30,1.13080,0.29570,0.44620,76.85190,4.89420,4.89420,4.49740,4.16670,0.15950,1.94850,46.19050,1.78270,2.55890,0.66470,1.25550,17.83630,1.5541,1.0955
2021-06-30,1.08110,0.31170,0.48310,76.65010,3.61960,3.61960,3.54860,4.18740,0.15340,1.80410,49.88640,1.80150,2.71640,0.64220,1.24000,16.52910,1.4831,1.0332
2021-03-31,1.23470,0.34660,0.53050,78.01470,7.13240,7.13240,7.27940,6.02940,0.15420,2.10850,42.68380,2.70000,3.34010,0.92950,1.76420,15.38130,3.59420,3.06520
2020-12-31,1.21010,0.36660,0.57870,77.68000,1.44000,1.44000,1.12000,1.36000,0.14340,1.23890,72.64800,0.59990,0.69670,0.19510,0.38000,14.47060,3.3665,2.709
2020-09-30,1.39880,0.38950,0.63790,78.12500,5.98960,5.98960,2.25690,1.12850,0.14950,1.82550,49.30120,0.48620,0.56870,0.16870,0.29690,13.70430,1.1852,0.7364
2020-06-30,1.17140,0.21930,0.28080,78.24460,5.88240,5.88240,5.78900,3.82820,0.16420,1.69460,53.10860,1.65400,1.94910,0.62870,1.29140,12.92380,1.8082,1.2604
2020-03-31,1.03120,0.23630,0.30950,78.68070,4.68450,4.68450,4.58890,4.58890,0.16880,1.70020,52.93600,2.11820,2.54310,0.77450,1.61760,11.88300,2.46080,2.04560
