,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.59170,1.44930,55.38050,55.38050,42.02430,40.59350,0.03400,4.09480,3.87910,1.42930,1.58380,37.29900,1.3976,-1.3019
2022-09-30,0.59410,1.46370,70.11380,70.11380,58.06310,56.36480,0.03330,5.62620,5.32460,1.93230,2.16120,36.72090,1.732,1.4769
2022-06-30,0.58780,1.42620,35.44130,35.44130,24.41020,22.59300,0.03380,2.37310,2.24120,0.82540,0.92380,35.55670,1.977,0.6142
2022-03-31,0.60280,1.51750,33.48660,33.48660,21.31390,19.46250,0.03350,2.14230,2.01610,0.71370,0.80080,34.18130,1.31230,0.22980
2021-12-31,0.60740,1.54690,58.03170,58.03170,45.93360,44.43170,0.03330,4.66380,4.38360,1.53160,1.72120,33.88100,1.3738,-0.3027
2021-09-30,0.62460,1.66380,34.60510,34.60510,22.05600,20.26500,0.03240,2.28570,2.14210,0.71440,0.80410,32.73780,1.5289,0.0629
2021-06-30,0.62240,1.64800,34.04770,34.04770,20.74860,19.07960,0.03020,1.98930,1.86580,0.62590,0.70460,33.12510,1.6916,0.2299
2021-03-31,0.62530,1.66870,37.95320,37.95320,22.79920,21.18890,0.02840,2.03430,1.90940,0.64850,0.71550,33.52330,1.49800,0.40850
2020-12-31,0.63130,1.71200,69.15260,69.15260,46.56260,42.23620,0.02890,4.27890,4.01020,1.34350,1.47870,33.21840,1.3389,-0.6766
2020-09-30,0.65210,1.87460,1.77140,1.77140,-16.14960,-14.55300,0.02700,-1.48900,-1.39050,-0.43600,-0.48370,31.96790,1.154,-0.2464
2020-06-30,0.64170,1.79130,27.40500,27.40500,6.16190,4.82110,0.02260,0.45800,0.42900,0.13940,0.15370,33.46560,0.83,-0.7172
2020-03-31,0.63000,1.70270,37.02850,37.02850,24.37460,22.78190,0.02980,2.31350,2.17110,0.72730,0.80330,34.37590,1.57580,-0.27900
2019-12-31,0.56530,1.30060,73.68670,73.68670,62.29000,60.35440,0.03520,6.01610,5.65090,2.19230,2.45620,34.89670,1.5771,-0.1621
2019-09-30,0.56550,1.30150,40.18770,40.18770,28.68430,27.12370,0.03540,2.78090,2.60800,1.01560,1.13310,34.08330,1.3582,-0.1066
2019-06-30,0.56260,1.28650,47.54690,47.54690,35.86970,34.23120,0.03610,3.51680,3.29270,1.29500,1.44010,33.49760,1.8289,0.594
2019-03-31,0.56340,1.29060,39.22590,39.22590,26.61320,25.03330,0.03660,2.63940,2.47060,0.97310,1.07860,33.42680,1.41400,0.37030
2018-12-31,0.56690,1.30880,36.04450,36.04450,23.95400,21.90790,0.03740,2.44360,2.28510,0.89640,0.98980,33.23020,2.0805,0.7099
2018-09-30,0.57230,1.33830,40.68150,40.68150,27.93430,26.35350,0.03660,2.82300,2.63740,1.02110,1.12790,32.94710,1.3653,-1.4064
2018-06-30,0.58170,1.39070,41.73730,41.73730,29.13850,27.38260,0.03570,2.94190,2.74470,1.03980,1.14810,32.51300,1.9012,1.5383
2018-03-31,0.58430,1.40550,39.68900,39.68900,27.91910,26.28030,0.03580,2.84360,2.65180,0.99990,1.10240,32.41200,1.70180,1.18310
