,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,2.09280,0.45070,0.89720,57.26510,26.04880,26.04880,25.05550,23.61830,0.18920,0.58340,2.38960,37.66250,12.08400,35.25120,4.54470,6.63820,16.80970,2.73650,2.48280
2022-09-30,1.74650,0.42910,0.85950,57.27950,32.17200,32.17200,30.46070,25.21280,0.23250,0.76770,2.01930,44.56960,16.22720,51.98290,5.96360,9.26470,16.06870,1.254,0.7002
2022-06-30,1.60610,0.45870,0.96870,55.96200,40.89250,40.89250,38.76190,34.10750,0.23260,0.88890,2.87490,31.30580,23.24280,110.51850,7.93280,12.58100,14.30300,2.5749,2.0815
2022-03-31,1.60880,0.47780,1.17650,58.36620,34.55750,34.55750,30.66110,26.28090,0.25200,1.02040,2.73360,32.92370,22.01380,61.01060,6.62270,11.49550,11.87880,2.3699,1.9382
2021-12-31,1.64770,0.54740,1.38970,59.80380,36.09530,36.09530,36.10460,31.75150,0.25000,1.11450,2.65500,33.89820,29.99210,126.07570,7.93790,13.57370,10.07380,1.80120,1.29070
2021-09-30,1.67980,0.57930,1.58240,57.82990,31.08400,31.08400,35.17570,29.98070,0.22640,1.21960,2.60860,34.50190,28.13070,224.63880,6.78710,11.83460,8.84440,0.9086,0.5387
2021-06-30,1.71840,0.62610,1.92490,57.76680,27.23330,27.23330,28.00250,25.14890,0.20790,1.08650,2.73040,32.96280,24.78900,-341.24580,5.22840,9.26760,7.24910,2.9735,2.5273
2021-03-31,2.01750,0.67240,2.11950,56.74860,27.29680,27.29680,26.83050,22.20540,0.21350,1.28640,2.37150,37.95090,23.73380,-120.85050,4.74060,7.77620,6.57570,2.5411,2.1197
2020-12-31,2.14590,0.67360,2.13160,57.63210,30.67400,30.67400,31.62110,29.81180,0.21970,1.36720,1.98530,45.33330,33.26560,-473.02500,6.55030,10.85760,6.49650,2.74650,2.34080
2020-09-30,2.13550,0.71470,2.58780,66.86640,41.36610,41.36610,39.61650,35.47030,0.23440,1.06430,2.08470,43.17200,48.70820,-155.87150,8.31600,13.89480,5.37310,1.4842,1.1893
