,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,1.31990,0.45830,1.36600,14.74880,4.78120,4.78120,4.51570,3.75370,0.88520,1.58210,56.88660,13.45990,149.40090,3.32270,7.29100,13.91080,4.9652,5.3456
2022-06-30,1.48270,0.43720,1.13160,15.17420,6.90840,6.90840,6.50540,5.12150,0.91160,1.58020,56.95530,16.96470,69.11570,4.66900,9.54860,16.40410,2.0337,1.8275
2022-03-31,1.49080,0.43200,1.06490,13.29520,5.06860,5.06860,4.86070,3.96640,0.90620,1.55210,57.98690,12.90140,51.70410,3.59440,7.32800,16.36970,-0.10540,-0.18140
2021-12-31,1.44430,0.40800,1.00130,13.17070,4.42040,4.42040,4.13740,3.53900,0.92510,1.64040,54.86350,11.38010,51.41010,3.27400,6.73670,15.65130,0.5664,0.5095
2021-09-30,1.36260,0.35930,0.91900,13.47750,4.96140,4.96140,4.69540,3.94420,0.94870,1.68310,53.47350,12.66420,67.02910,3.74180,8.11410,14.96290,-0.5435,-0.6468
2021-06-30,1.43930,0.36500,0.75200,13.54080,4.71020,4.71020,4.46630,3.50260,0.93670,1.74710,51.51330,10.16640,62.75170,3.28090,6.45540,14.42590,1.1042,1.049
2021-03-31,1.48210,0.36920,0.76000,14.62110,4.64900,4.64900,4.41450,3.60760,0.85840,1.67120,53.85280,9.27660,62.19270,3.09660,5.85150,14.02090,-0.41760,-0.45770
2020-12-31,1.59900,0.36770,0.62850,14.08040,4.54570,4.54570,4.28120,3.24890,0.88440,1.85720,48.45900,7.86240,53.00860,2.87320,4.97130,13.99820,1.208,1.2059
2020-09-30,1.62000,0.36850,0.65400,13.94790,3.98220,3.98220,3.80550,3.23160,0.83250,1.80060,49.98450,7.28790,48.55610,2.69030,4.60240,13.78480,-1.2708,-1.3123
2020-06-30,1.55610,0.39070,0.66560,16.93710,5.20380,5.20380,4.92240,3.96760,0.75180,1.79760,50.06750,8.44550,128.53540,2.98280,5.14580,12.65050,3.2985,3.2704
2020-03-31,1.44430,0.40770,0.92320,14.92650,2.87620,2.87620,2.47600,2.05380,0.78480,1.81830,49.49670,4.92380,1903.23500,1.61180,2.91610,11.79260,0.43020,0.37260
2019-12-31,1.69670,0.39540,0.78620,15.26000,3.60650,3.60650,3.32220,2.61260,0.81730,1.92130,46.84390,5.93190,34.40720,2.13540,3.58670,12.38540,1.5275,1.4579
2019-09-30,1.87090,0.42820,0.78320,16.42660,5.21470,5.21470,4.87290,3.80940,0.83170,1.85890,48.41650,8.77980,50.91260,3.16820,5.02000,12.37940,1.2359,1.1633
2019-06-30,1.80880,0.43040,0.79070,17.78570,5.82100,5.82100,5.65180,4.32810,0.83450,1.86110,48.35760,10.19580,65.89880,3.61180,5.80740,12.22500,1.453,1.3937
2019-03-31,1.90840,0.44810,0.85030,18.09550,5.98610,5.98610,5.52910,4.31300,0.79860,1.82280,49.37440,9.79010,64.14740,3.44420,5.40340,12.07230,1.84900,1.78700
2018-12-31,1.92080,0.45680,0.90180,17.24990,6.17500,6.17500,5.94650,4.52280,0.93460,1.91350,47.03330,11.73290,82.32050,4.22710,6.37340,11.61890,1.8738,1.8087
2018-09-30,1.85110,0.46130,0.90400,16.17100,5.73110,5.73110,5.57900,4.09830,0.95530,1.90590,47.22270,11.22770,97.09300,3.91510,6.04890,11.35220,1.5796,1.4705
2018-06-30,1.80930,0.46900,0.97570,15.70340,5.12180,5.12180,5.00180,3.72220,0.96020,1.94150,46.35630,10.48400,130.32560,3.57410,5.56670,10.94220,0.774,0.7107
2018-03-31,1.29910,0.33560,0.99410,15.94580,4.88070,4.88070,4.60820,3.62510,0.91120,1.94390,46.29930,9.58440,203.43290,3.30330,6.36770,10.65400,1.41980,1.33680
2017-12-31,1.26340,0.34470,1.09510,15.95660,5.32550,5.32540,4.88340,3.85260,0.93480,1.87320,48.04650,10.70010,-9211.60600,3.60160,7.01170,10.21730,1.1678,1.1118
2017-09-30,1.23590,0.35630,1.13610,15.69170,5.13850,5.13850,4.86150,3.14940,0.90630,1.79840,50.04380,8.79680,-146.65430,2.85440,5.66240,9.68660,0.4888,0.4313
2017-06-30,1.27120,0.35930,1.06110,15.46590,4.90080,4.90080,4.64830,2.99380,0.93550,1.90430,47.26080,8.30620,-185.63200,2.80070,5.32150,9.50540,0.4061,0.3312
2017-03-31,1.11470,0.27530,0.99860,16.64850,5.50370,5.50370,5.23130,3.57470,0.90450,1.89440,47.50920,9.27750,-138.69380,3.23330,6.72290,9.32160,0.65340,0.55800
2016-12-31,1.08800,0.28440,1.05100,16.44280,5.66810,5.66810,5.57680,3.58140,0.92600,1.99570,45.09760,9.72320,-85.84240,3.31650,6.95750,8.90460,1.0651,0.9442
2016-09-30,1.09320,0.28250,1.02580,16.64190,6.29570,6.29570,6.07440,3.84500,0.91590,1.99430,45.12900,10.16270,-82.84350,3.52140,7.29110,8.94780,0.9108,0.7518
2016-06-30,1.25990,0.28360,0.82670,18.00790,7.08380,7.08380,6.89390,4.33640,0.98530,2.05900,43.71160,11.33080,311.01730,4.27250,8.11700,8.84140,1.0015,0.859
2016-03-31,1.24320,0.29550,0.87300,18.32610,6.47220,6.47220,6.18680,3.87000,0.97210,2.10080,42.84130,9.98170,-374.47640,3.76200,7.03170,8.33250,0.72500,0.63370
