,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,1.05900,0.29110,0.42250,43.25170,12.87280,12.87280,10.94400,11.24980,0.10120,0.83140,108.25290,2.08980,-5.56110,1.13860,1.48140,61.19930,3.0446,2.7211
2022-06-30,1.14800,0.33400,0.51380,41.27460,12.10980,12.10980,10.83010,8.52300,0.09790,0.78100,115.23750,1.62490,-3.74170,0.83450,1.08210,59.14700,1.8155,1.4201
2022-03-31,1.12190,0.35110,0.55370,42.18690,12.24890,12.24890,11.27540,8.76630,0.09660,0.91000,98.89760,1.67460,-3.44130,0.84640,1.08650,57.60380,1.26150,0.96640
2021-12-31,1.16250,0.36070,0.57710,43.17050,11.08370,11.08370,10.00150,12.63610,0.09160,0.80400,111.93420,2.35720,-4.90600,1.15770,1.50690,56.25150,2.7285,2.2572
2021-09-30,1.07600,0.38840,0.64880,42.66740,12.21730,12.21730,11.14070,9.60480,0.09820,0.84910,106.00000,2.00700,-3.49610,0.94320,1.22740,53.74160,4.8516,4.5569
2021-06-30,1.21310,0.41890,0.73500,45.05620,9.47620,9.47620,6.45720,6.31810,0.08710,0.66840,134.65420,1.21110,-2.01950,0.55010,0.70380,51.62470,-0.4849,-0.7966
2021-03-31,3.23660,0.22300,0.28700,48.91660,12.96060,12.96060,12.99040,12.54270,0.09120,0.84740,106.20720,1.79410,4.16130,1.14410,1.39400,50.60880,1.70490,1.46620
2020-12-31,1.97260,,,48.95040,16.95680,16.95680,17.08950,19.09530,0.10870,0.70130,128.32490,2.72360,6.62520,2.07470,2.72360,48.99260,2.1498,2.0262
2020-09-30,1.85140,,,50.22260,17.37770,17.37770,17.47570,13.74790,0.11470,0.74530,120.76360,2.06960,5.48570,1.57630,2.06960,47.08290,4.0707,3.9667
2020-06-30,1.76820,,,48.39810,15.24990,15.24990,15.42320,19.87970,0.11380,0.62510,143.97360,2.94600,8.48450,2.26190,2.94600,45.47170,0.9523,0.7536
2020-03-31,1.60030,,,46.69510,12.25610,12.25610,12.61400,17.19460,0.12460,0.82600,108.96070,2.77610,9.39170,2.14250,2.77610,43.08900,1.37820,1.11900
2019-12-31,1.33510,,,49.25790,15.63410,15.63410,16.54570,16.19950,0.13180,0.75900,118.58380,2.89350,11.75550,2.13500,2.89350,41.13710,1.9191,1.6746
2019-09-30,1.19500,,,47.46440,14.54360,14.54360,14.72480,14.66590,0.13400,0.79140,113.72090,2.65790,12.78260,1.96540,2.65790,38.98800,3.2152,3.0716
2019-06-30,0.99960,0.01040,0.01060,46.47360,13.32710,13.32710,13.23730,11.63080,0.14110,0.72140,124.75870,2.25090,15.36630,1.64150,2.22740,36.86230,0.6118,0.2804
2019-03-31,0.99730,0.05890,0.06260,46.97040,13.96020,13.96020,14.19740,11.06910,0.12940,0.82640,108.91100,2.01270,20.32710,1.43240,1.89420,35.45510,0.60520,0.27650
2018-12-31,1.22400,,,47.88430,16.08680,16.08680,16.57440,13.03910,0.13510,0.79700,112.92130,2.38160,10.72190,1.76170,2.38160,34.61390,1.8105,1.7058
2018-09-30,1.51550,,,47.28570,15.92130,15.92130,16.36230,16.48850,0.12660,0.80080,112.39330,2.73700,9.98520,2.08750,2.73700,36.49470,2.754,2.5469
2018-06-30,1.34260,,,46.29160,15.73410,15.73410,15.97050,16.58940,0.13410,0.75570,119.08740,2.92180,12.75810,2.22540,2.92180,34.69560,0.551,0.4026
2018-03-31,1.66680,,,46.48150,17.55990,17.55990,17.83080,17.10190,0.13610,0.98830,91.06940,2.99910,9.89100,2.32680,2.99910,32.97460,1.12040,0.89710
2017-12-31,1.40210,,,48.39210,20.37060,20.37060,20.79040,30.40690,0.13510,0.84540,106.46450,5.55460,21.76560,4.10810,5.55460,31.45580,1.3688,1.2309
2017-09-30,1.11250,,,48.43320,20.62450,20.62450,20.65940,18.08800,0.14380,1.02340,87.94600,3.60330,21.91770,2.60100,3.60330,28.70100,2.3545,2.1637
2017-06-30,0.97970,,,45.74710,17.86620,17.86620,17.81780,15.21820,0.14510,0.84850,106.06920,3.12200,28.11330,2.20850,3.12200,27.29180,0.0271,-0.2322
2017-03-31,0.84280,,,47.33160,18.44050,18.44050,18.34540,16.40670,0.14730,1.21990,73.77530,3.38930,56.18820,2.41720,3.38930,26.08700,1.23750,0.72840
2016-12-31,0.78270,0.01080,0.01090,49.03360,21.18280,21.18280,21.03820,17.77620,0.14520,0.96990,92.79020,3.82730,-1777.71500,2.58040,3.78600,24.90140,1.339,1.1266
2016-09-30,0.79580,0.03710,0.03850,48.06240,18.99520,18.99520,18.72470,18.21620,0.14380,0.94370,95.37330,4.01580,-85.17650,2.61910,3.86680,24.09550,2.0149,1.8258
2016-06-30,0.91790,0.14000,0.16280,46.00470,16.35960,16.35960,15.97860,13.23320,0.13370,0.80940,111.19600,3.01540,-22.41250,1.76970,2.59330,22.85790,0.5129,0.3741
2016-03-31,0.77860,0.15020,0.17680,45.80100,15.63980,15.63980,15.37930,10.16440,0.13600,1.20230,74.85900,2.30100,-12.17750,1.38270,1.95540,21.93630,1.05760,0.62960
2015-12-31,0.79450,0.07140,0.07680,46.07590,12.44680,12.44680,12.29580,5.42300,0.11710,0.80490,111.81760,1.00340,-9.55570,0.63530,0.93180,23.35500,1.7516,1.6441
2015-09-30,1.69710,,,47.62040,20.87510,20.87510,21.04410,13.35280,0.22240,1.16730,77.10250,4.67230,7.47490,2.96910,4.67230,12.70540,1.513,1.4482
2015-06-30,1.64290,,,46.65440,20.23040,20.23040,20.35680,12.87540,0.22650,0.96130,93.61920,4.70170,7.94270,2.91560,4.70170,11.83370,0.4688,0.3522
2015-03-31,1.65830,,,47.32970,20.13690,20.13690,20.27100,12.79800,0.23750,1.27580,70.54440,4.71440,8.25940,3.03900,4.71440,10.88530,-0.05840,-0.11150
2014-12-31,1.44750,,,47.46630,19.29770,19.29770,19.42880,12.01900,0.22370,1.13100,79.57560,4.54550,8.59980,2.68810,4.54550,10.06820,1.3387,1.3026
2014-09-30,1.32360,,,48.02590,20.78670,20.78670,20.75020,13.21270,0.24640,1.15080,78.20580,5.74340,12.53550,3.25510,5.74340,8.96430,1.8763,1.8327
2014-06-30,1.20980,,,47.08330,18.99320,18.99320,18.81950,11.85160,0.25550,0.84070,107.05910,5.53140,13.44110,3.02780,5.53140,8.11570,0.3534,0.2715
2014-03-31,1.28650,,,46.64110,17.63540,17.63540,17.40540,10.55090,0.25940,1.30020,69.22170,4.45550,10.97060,2.73650,4.45550,8.08100,0.46650,0.36420
2013-12-31,1.13080,,,47.65160,17.56630,17.56620,17.21410,9.49290,0.24910,0.95220,94.51560,4.26760,12.17770,2.36500,4.26760,7.50100,0.2221,0.0285
2013-09-30,0.90710,,,46.29840,16.68550,16.68550,16.41920,10.32410,0.27200,1.18250,76.10910,5.32150,24.02530,2.80850,5.32150,6.44170,1.2049,1.0256
2013-06-30,0.79970,,,45.63290,14.88920,14.88920,14.60210,8.77600,0.27940,0.85020,105.86140,5.02180,53.67540,2.45220,5.02180,5.66040,-0.0195,-0.2732
2013-03-31,0.65110,,,45.76770,15.10460,15.10460,14.75170,8.86540,0.30380,1.25690,71.60620,5.30160,-175.33050,2.69300,5.30160,5.08810,0.50320,0.35330
2012-12-31,0.71910,0.11020,0.12390,46.80820,16.16790,16.16790,15.76530,9.83140,0.28160,0.95730,94.01080,6.45290,-43.58490,2.76850,5.74160,4.63750,0.5014,0.4174
2012-09-30,0.65030,0.19180,0.23730,47.89170,19.88280,19.88280,18.97810,11.54240,0.31690,1.19980,75.01330,9.17900,-29.22830,3.65830,7.41870,3.86450,1.0239,0.9636
2012-06-30,0.78170,0.39740,0.65960,44.54400,13.63170,13.63170,12.78570,7.77620,0.28510,0.90950,98.95590,7.13300,-12.43590,2.21720,4.29810,3.28960,-0.2988,-0.3989
2012-03-31,0.64860,0.38960,0.63820,45.23410,12.14170,12.14170,11.29190,6.86750,0.29780,1.40480,64.06830,6.47430,-9.34710,2.04530,3.95210,2.91660,0.55590,0.52370
2011-12-31,0.70620,0.43730,0.77710,47.53960,17.44910,17.44900,16.45240,10.59830,0.27790,0.91190,98.69860,11.13690,-13.67510,2.94490,6.26680,2.60610,0.3337,0.2646
2011-09-30,0.70900,0.47270,0.89630,46.81280,16.03960,16.03960,15.31150,9.72480,0.29490,1.02290,87.98510,11.59910,-13.18440,2.86780,6.11680,2.17590,0.7975,0.7449
2011-06-30,0.80550,0.23170,0.30160,44.48690,12.81420,12.81420,12.13140,7.32910,0.27890,0.84800,106.12810,5.38440,-30.66690,2.04390,4.13680,3.29060,0.053,0.0358
2011-03-31,0.70630,0.17190,0.20760,44.44980,13.60080,13.60080,12.91950,7.80460,0.29080,1.10410,81.51540,5.28420,-36.86210,2.26940,4.37590,3.38070,0.51800,0.28660
2010-12-31,0.78980,0.19850,0.24770,45.02550,15.44610,15.44610,14.02420,9.95320,0.27440,0.88490,101.70490,6.74010,-39.68960,2.73070,5.40190,3.31240,0.225,0.2048
2010-09-30,0.69000,0.14170,0.16510,45.01490,16.03790,16.03790,15.26790,9.11360,0.27860,0.95630,94.11150,6.72870,-25.32490,2.53930,5.77500,3.10030,0.7803,0.7582
2010-06-30,0.83370,,0.10660,44.73140,14.44220,14.44220,14.30170,8.60740,0.26210,0.81110,110.95410,4.54540,64.98560,2.25600,4.54540,3.96930,-0.1995,-0.2349
2010-03-31,0.78690,,,42.99480,11.65280,11.65280,11.59270,6.97790,0.27530,1.10690,81.30680,3.50630,50.30460,1.92070,3.50630,3.96610,0.18920,0.12810
2009-12-31,0.84860,,,44.78620,14.75270,14.75270,14.71630,8.96830,0.27420,0.91350,98.52260,4.95390,53.98650,2.45910,4.95390,3.82570,0.3161,0.2153
2009-09-30,0.80560,,0.01690,44.71160,16.76670,16.76670,16.71020,10.05620,0.28200,0.86820,103.65890,6.00610,628.68190,2.83540,6.00610,3.56050,0.6295,0.5166
2009-06-30,0.81050,,0.12570,44.33440,15.79140,15.79140,15.70420,9.52310,0.27570,0.86760,103.73090,5.60010,-625.94780,2.62560,5.60010,3.47000,-0.1053,-0.1654
2009-03-31,0.71870,,0.06600,43.54490,14.33910,14.33910,14.31900,8.63370,0.28870,1.06050,84.86510,5.28260,-63.59600,2.49210,5.28260,3.22430,0.33220,0.26870
