,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.37320,0.72530,28.26710,22.13040,0.01040,3.15740,4.53810,0.24320,1.82400,72.17560,19.093,18.5329
2022-09-30,0.35310,0.71580,28.69210,22.60900,0.00970,2.91480,4.12460,0.22730,1.74040,69.70170,11.9936,11.4305
2022-06-30,0.34430,0.56480,28.37240,24.19300,0.00980,3.13980,4.48700,0.24880,1.90090,70.09160,-11.1147,-11.6038
2022-03-31,0.34680,0.69470,24.47260,18.92240,0.00960,2.49090,3.57440,0.18740,1.50450,71.43270,12.32670,11.95580
2021-12-31,0.33000,0.55470,23.85620,21.63400,0.00970,2.74550,3.88820,0.22150,1.70670,74.76580,12.1947,11.502
2021-09-30,0.32210,0.51860,29.27810,23.16180,0.00930,2.81790,4.01640,0.22100,1.77210,74.70410,1.2719,0.7201
2021-06-30,0.34120,0.56920,30.76420,23.87670,0.00930,3.29010,4.88950,0.23370,1.99740,73.26570,-21.7193,-22.285
2021-03-31,0.35620,0.61050,21.18960,16.52590,0.00930,2.25370,3.37690,0.16380,1.33620,71.84660,-10.49230,-10.94770
2020-12-31,0.34510,0.80940,21.97460,17.07230,0.00930,2.26310,3.21750,0.17060,1.34230,74.18820,9.4538,9.0728
2020-09-30,0.35150,1.05410,24.46120,18.57040,0.01020,2.40400,3.45130,0.20400,1.40820,72.44370,-14.644,-15.0708
2020-06-30,0.38520,1.25730,27.83360,22.94630,0.01030,3.09790,4.50040,0.24760,1.71530,70.58510,3.7985,3.3566
2020-03-31,0.39440,2.15460,25.55300,19.14820,0.00840,2.96400,4.40520,0.17490,1.60920,67.79770,11.28230,10.96390
2019-12-31,0.33860,0.59150,20.95240,16.15760,0.01240,2.62700,3.79930,0.22960,1.52680,68.35970,2.7152,2.297
2019-09-30,0.31240,0.78770,24.85350,18.20060,0.01190,2.70920,3.72950,0.23830,1.59010,69.32730,13.3783,12.7487
2019-06-30,0.30880,0.71270,25.00000,18.69780,0.01190,2.69710,3.73080,0.24300,1.59390,68.31950,0.6509,0.1931
2019-03-31,0.30870,0.54110,21.68720,15.43720,0.01280,2.37960,3.32440,0.22250,1.40250,66.46300,-1.51690,-1.96490
2018-12-31,0.30960,0.61720,17.54560,13.13430,0.01230,2.07630,2.92860,0.17870,1.21960,65.10650,3.1435,2.675
2018-09-30,0.29620,0.53090,29.92630,23.72650,0.01280,3.66200,4.47410,0.32650,2.18990,64.70000,14.6991,14.3193
2018-06-30,0.31520,0.64590,29.10810,22.77030,0.01230,3.78320,4.85490,0.29520,2.22400,61.69840,-3.794,-4.1689
2018-03-31,0.32820,0.62640,25.78530,19.73170,0.01220,3.43180,4.46690,0.26330,1.97640,61.29880,12.97840,12.58390
2017-12-31,0.34240,0.69930,27.61550,10.63180,0.01230,1.82520,2.37710,0.14640,1.02840,60.70180,13.3469,12.9529
2017-09-30,0.34240,0.74840,28.91310,22.12450,0.01200,3.54900,4.61530,0.29030,2.00220,60.66480,-5.5924,-6.0205
2017-06-30,0.34720,0.77300,27.64520,20.80510,0.01180,3.28530,4.29660,0.26020,1.83400,58.98850,1.4175,0.9887
2017-03-31,0.34860,0.77830,21.87270,16.70410,0.01130,2.77380,3.65650,0.21200,1.53570,56.57900,9.08090,8.65650
2016-12-31,0.35010,0.82070,13.64720,22.03320,0.01040,3.30130,4.35740,0.24520,1.82240,55.55600,-0.0067,-0.3412
2016-09-30,0.34790,0.79400,24.27480,19.35110,0.01020,2.96550,3.90400,0.21980,1.65520,57.52780,-6.778,-7.1688
2016-06-30,0.35040,0.81370,27.59830,22.77150,0.01010,3.26320,4.18280,0.24160,1.81320,56.72780,5.5001,5.094
2016-03-31,0.32410,0.75500,17.33870,12.86290,0.01020,1.95480,2.62000,0.15100,1.15540,54.42370,7.06610,6.64990
2015-12-31,0.35230,0.83980,26.80330,21.56090,0.01030,3.13040,4.21290,0.23540,1.76820,52.88350,8.2102,7.8281
2015-09-30,0.35830,1.09470,24.79880,20.65930,0.01060,3.08040,4.14400,0.23460,1.72840,53.32440,-0.7385,-1.3336
2015-06-30,0.29700,1.15510,18.11210,14.92710,0.00880,2.22380,3.00720,0.14190,1.36670,52.72790,-11.8117,-12.3047
2015-03-31,0.30590,1.13810,19.22190,14.36830,0.00930,2.14760,3.05340,0.14490,1.35030,50.61620,0.94810,0.71880
2014-12-31,0.32010,1.09570,21.03650,17.58160,0.00950,2.46300,3.53940,0.17400,1.52060,51.36860,0.9446,0.6497
2014-09-30,0.29880,1.07420,26.66670,21.00780,0.00940,2.81080,4.26310,0.20380,1.85600,50.37960,-3.1621,-3.318
2014-06-30,0.29400,1.03880,28.73650,23.18950,0.00920,3.03900,4.63630,0.22030,2.02360,51.06240,-3.4246,-3.7115
2014-03-31,0.30880,1.04760,18.32460,14.33750,0.00970,1.81140,2.80760,0.14140,1.17950,49.42140,4.34350,4.09280
2013-12-31,0.32250,1.05270,24.28220,18.82690,0.01000,2.34830,3.89750,0.19200,1.55270,46.94000,-3.1751,-3.4548
2013-09-30,0.29980,1.10730,28.98970,21.89690,0.01120,2.70810,4.48950,0.24860,1.85070,46.29530,2.5479,2.4697
2013-06-30,0.30570,1.06420,29.76560,22.30470,0.01130,2.95540,4.92720,0.25470,2.00190,44.78420,-4.6451,-4.8825
2013-03-31,0.26280,1.14530,25.01030,18.68580,0.01120,2.27670,3.71050,0.21270,1.63910,45.80630,0.82550,0.56830
2012-12-31,0.26250,0.97450,23.94940,19.09430,0.01100,2.30620,3.80470,0.21120,1.66090,45.49970,1.101,0.8923
2012-09-30,0.23620,0.94950,39.94060,27.75890,0.01150,3.32660,5.27060,0.32950,2.48100,44.25730,5.0926,4.8562
2012-06-30,0.24310,1.03890,26.89770,19.80200,0.01210,2.52620,4.09970,0.24410,1.86390,41.55410,-3.4463,-3.5656
2012-03-31,0.28710,1.03840,24.20490,17.22430,0.01290,2.17200,3.55360,0.22720,1.51010,41.16680,1.27030,1.09690
2011-12-31,0.29540,1.14060,22.97060,16.01900,0.01070,2.01610,3.37350,0.17570,1.38400,39.79700,6.3467,6.1684
2011-09-30,0.29220,1.71790,25.91680,22.37330,0.01160,2.89800,4.81520,0.26580,1.99910,39.85340,4.5681,4.5289
2011-06-30,0.32490,1.53440,28.72640,20.16870,0.01310,2.65340,4.47250,0.26940,1.74620,39.75590,-4.4188,-4.6243
2011-03-31,0.33200,1.52910,27.94240,19.72900,0.01370,2.52140,4.35470,0.27420,1.64050,38.08630,0.30540,0.12770
2010-12-31,0.32460,1.74840,12.32880,3.96280,0.01270,0.46660,0.86490,0.05170,0.31510,35.45740,-0.3384,-0.5495
2010-09-30,0.32790,2.06100,33.86750,23.38680,0.01330,3.10770,5.91170,0.31570,2.08860,35.02650,-4.8279,-4.9846
2010-06-30,0.34730,2.41610,15.25720,18.61380,0.01420,2.69010,5.43530,0.26650,1.75570,32.02660,3.1991,3.0909
2010-03-31,0.36390,2.50550,30.77600,21.56950,0.01480,3.21220,5.42350,0.32150,2.04330,30.73890,3.62010,3.56990
2009-12-31,0.37880,3.04410,30.28950,22.18260,0.01420,3.43660,6.12470,0.31530,2.13470,29.27870,0.3396,-0.0029
2009-09-30,0.39690,3.45300,21.93690,14.72970,0.01360,2.43300,4.64420,0.20030,1.46740,27.19420,1.4811,1.8871
2009-06-30,0.42590,3.81280,35.29410,-157.21060,0.01370,4.14770,8.70620,0.32720,2.38110,24.50140,-4.4638,-4.8913
2009-03-31,0.37750,2.63970,32.01250,23.20130,0.01350,3.97690,6.29960,0.33490,2.13810,31.90320,-6.28300,-6.60470
