,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,4.97160,0.43160,0.75940,100.00000,9.86220,9.86220,11.64660,8.41850,0.06710,1.52280,59.10330,1.34440,11.57750,0.57540,0.76410,25.09770,-0.52280,-0.57870
2022-09-30,4.49760,0.41800,0.71830,100.00000,17.97310,17.97310,13.10990,10.56730,0.06910,1.53300,58.70660,1.67250,14.30260,0.73310,0.97340,24.61870,1.7643,1.6937
2022-06-30,1.99210,0.41950,0.72270,100.00000,19.92320,19.92320,15.41380,12.07110,0.07360,1.43580,62.68500,1.82010,17.19210,0.81030,1.05650,24.65130,1.6832,1.6559
2022-03-31,2.13180,0.41050,0.69630,100.00000,22.24890,22.24890,22.40270,16.07400,0.08060,1.51820,59.28060,2.94600,13.06060,1.39010,1.73670,24.36100,0.2123,0.1597
2021-12-31,1.89140,0.38300,0.62090,100.00000,25.07640,25.07640,31.29050,20.37770,0.08900,1.55020,58.05890,4.46690,20.27160,2.17960,2.75590,24.27050,0.33920,0.30510
2021-09-30,1.72390,0.37450,0.59860,100.00000,24.36960,24.36950,33.83770,29.29390,0.09020,1.52710,58.93540,6.28930,28.10760,3.07340,3.93410,23.53610,1.0294,0.9391
2021-06-30,2.13560,0.36800,0.58220,100.00000,22.00290,22.00290,25.56030,19.28300,0.09390,1.59640,56.37580,4.12570,21.80610,2.03900,2.60750,22.73110,0.3962,0.3673
2021-03-31,1.73330,0.30990,0.44910,100.00000,21.97450,21.97450,29.54490,17.57280,0.09490,1.60360,56.12380,4.15540,20.61060,2.21950,2.86760,23.16150,0.5207,0.5059
2020-12-31,2.09940,0.31000,0.44920,100.00000,20.50520,20.50520,26.93100,16.57560,0.09400,1.62190,55.49050,3.45690,19.37190,1.85970,2.38540,22.59390,0.59220,0.56460
2020-09-30,1.47980,0.34860,0.53530,100.00000,6.07630,6.07620,11.70680,4.32840,0.07860,1.38270,65.09030,1.16390,8.69950,0.58340,0.75810,21.95260,0.7682,0.7314
2020-06-30,4.19560,0.11160,0.12570,100.00000,20.02410,20.02410,23.23660,24.64900,0.07430,1.25150,71.91630,2.30560,3.20780,1.62450,2.04820,22.21310,1.1451,1.1207
2020-03-31,3.90380,0.10870,0.12190,100.00000,25.92280,25.92280,7.84780,5.89540,0.08940,1.94190,46.34530,0.54680,0.76020,0.40090,0.48740,21.71170,0.2227,0.1252
2019-12-31,3.57650,0.06850,0.07350,100.00000,26.84280,26.84280,32.07600,24.92800,0.09260,1.76410,51.01860,3.21290,4.46160,2.32040,2.99290,21.77330,0.06400,0.01210
2019-09-30,3.04960,0.06570,0.07040,100.00000,22.33930,22.33930,29.37510,22.59170,0.09270,1.60600,56.04130,2.91130,4.05390,2.12840,2.71990,21.27810,0.1954,0.1353
2019-06-30,3.35050,0.06450,0.06900,100.00000,25.38770,25.38770,28.00160,16.47590,0.10210,1.73690,51.81690,2.40970,3.37110,1.76030,2.25420,20.95890,-0.5424,-0.8028
2019-03-31,3.53660,0.06510,0.06960,100.00000,26.46810,26.46810,34.34930,25.36620,0.10070,1.70490,52.78980,3.63460,5.10760,2.68000,3.39810,20.67920,0.3806,0.288
2018-12-31,3.93120,0.06760,0.07250,100.00000,29.15340,29.15340,24.51290,19.36950,0.10120,1.75210,51.36660,2.58020,3.35460,1.86370,2.40580,19.70100,0.49880,0.44850
