,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.04570,-25.10490,32.33230,32.33230,22.65180,20.99040,0.09570,-155.24480,-7.26440,2.03640,7.08810,-2.08860,4.8586,4.532
2022-09-30,1.07090,-16.15970,21.88430,21.88430,18.91690,15.13350,0.08630,-62.38810,-4.59090,1.33880,4.42520,-3.22740,4.9721,4.6961
2022-06-30,0.92460,13.20430,23.46630,23.46630,21.22030,16.79520,0.08590,65.22840,-6.42660,1.48040,4.91680,3.72400,3.1282,2.9178
2022-03-31,0.88240,7.96590,37.24800,37.24800,35.53130,27.87470,0.10960,81.17740,-13.54880,3.12920,9.54810,6.06390,2.13960,2.03330
2021-12-31,0.87660,8.11050,31.62340,31.62340,33.63640,28.01950,0.09650,75.38860,-11.23840,2.73520,9.30110,5.39110,4.1005,3.9471
2021-09-30,0.78210,3.65380,-29.64470,-29.64470,-32.12440,-33.30870,0.08490,-38.75600,13.14740,-2.80050,-8.44630,10.38390,-0.349,-0.4945
2021-06-30,0.61420,1.59510,23.28480,23.28480,20.65140,13.13240,0.08350,8.60520,-8.44070,1.13650,3.31950,20.24380,3.4397,3.2598
2021-03-31,0.62480,1.66540,35.31920,35.31920,33.10640,25.90070,0.10960,21.39420,-19.35690,2.89980,8.02650,19.27940,2.45940,2.33230
2020-12-31,0.67020,2.15710,24.04720,24.04720,21.11300,17.67290,0.09230,14.90370,-9.33080,1.66280,4.91530,15.88910,3.2753,3.18
2020-09-30,0.66700,2.13340,18.49060,18.49060,15.26210,11.53040,0.07610,7.79010,-5.12080,0.89930,2.59410,15.79410,3.4455,3.3169
2020-06-30,0.66180,2.16810,23.78860,23.78860,19.86380,15.93910,0.07800,11.12310,-7.66790,1.28460,3.76240,15.96110,3.7769,3.6475
