,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.77490,0.22960,0.41720,40.39960,12.81910,12.81910,9.57270,6.90900,0.04600,0.44910,200.40230,0.56020,-1.41050,0.32430,0.43160,75.81440,1.4672,0.9138
2022-06-30,0.68950,0.20170,0.39870,39.93010,10.05650,10.05650,9.59940,7.44820,0.04670,0.45890,196.14140,0.60200,-1.49870,0.35170,0.48050,76.50490,1.6831,1.1233
2022-03-31,0.73640,0.23200,0.40860,35.79610,4.49600,4.49600,5.01150,3.43640,0.04300,0.43780,205.59280,0.25720,-0.60380,0.14900,0.19760,76.98200,1.45930,0.78830
2021-12-31,0.74020,0.23840,0.42980,38.69830,12.39110,12.39110,11.32900,7.92480,0.04430,0.45070,199.68140,0.61450,-1.39840,0.35090,0.46800,77.76360,1.7731,1.1754
2021-09-30,0.79280,0.25150,0.41980,37.89560,3.93500,3.93500,5.75990,4.50530,0.04290,0.43130,208.69120,0.34170,-0.77180,0.19710,0.25580,78.65940,2.9853,2.5509
2021-06-30,0.82110,0.24920,0.40110,38.56120,10.44600,10.44600,18.38850,9.81290,0.04220,0.45840,196.31650,0.70660,-1.63300,0.41560,0.53050,78.32360,1.641,1.1385
2021-03-31,0.81240,0.25160,0.40100,34.28480,3.07170,3.07170,-14.52060,-11.57310,0.03920,0.42410,212.22460,-0.76330,1.73770,-0.44950,-0.57120,78.18390,1.34620,0.86630
2020-12-31,0.80070,0.24440,0.40590,36.38010,5.03770,5.03770,3.07690,3.13730,0.03950,0.43940,204.84160,0.20890,-0.48460,0.12290,0.15780,79.53710,2.2615,1.7975
2020-09-30,0.77760,0.23670,0.41160,34.18830,7.22550,7.22550,4.47290,0.62560,0.03840,0.44900,200.46610,0.04490,-0.10450,0.02640,0.03420,79.10480,2.2422,1.8128
2020-06-30,0.70970,0.23270,0.40500,30.92510,1.55300,1.55300,1.08040,0.64150,0.03580,0.42720,210.68870,0.04280,-0.10110,0.02540,0.03280,79.38030,1.968,1.5504
2020-03-31,1.05300,0.27850,0.41430,32.13130,3.50880,3.50880,-0.35740,0.48730,0.03730,0.47370,190.00000,0.03660,-0.08560,0.02180,0.02640,79.84090,0.61280,0.12320
2019-12-31,0.83720,0.25840,0.40830,40.54460,3.68040,3.68040,-5.47580,-4.72770,0.03990,0.47020,191.41830,-0.31750,0.72060,-0.18730,-0.23540,80.54720,2.0212,1.2234
2019-09-30,0.85540,0.25610,0.41030,34.86890,4.96100,4.96100,7.40610,5.45710,0.03370,0.37300,241.26510,0.31700,-0.71610,0.18630,0.23580,80.14980,0.8149,0.6483
2019-06-30,2.99880,0.62540,1.82570,33.52270,18.51330,18.51330,9.42230,7.29170,0.06430,0.90640,99.28980,1.55120,-1.88770,0.47170,0.58110,30.83950,1.6058,1.179
2019-03-31,1.02560,0.46370,0.93050,32.86340,15.31360,15.31360,9.13950,7.19490,0.08540,0.78720,114.32670,1.50460,-1.76600,0.61900,0.80690,30.65940,0.90180,0.45710
2018-12-31,1.19460,0.45890,0.87900,36.45590,21.64280,21.64280,18.41260,13.75170,0.09120,0.82740,108.77250,3.03270,-3.75760,1.30420,1.64090,31.25990,2.1118,1.6401
2018-09-30,1.33620,0.46950,0.88900,34.54890,16.41080,16.41080,9.78890,7.38960,0.08800,0.81890,109.90880,1.60340,-1.93290,0.68790,0.85060,30.99390,1.4197,0.9669
2018-06-30,1.37880,0.45640,0.84330,32.85850,16.76160,16.76160,13.10540,10.06650,0.08820,0.87460,102.90600,2.06750,-2.60490,0.91340,1.12380,31.85500,1.4116,0.9776
2018-03-31,0.97880,0.43110,0.85530,31.55860,14.23040,14.23040,10.89060,8.80930,0.08470,0.79650,113.00100,1.79060,-2.21390,0.77850,1.01870,32.15450,1.05990,0.54490
2017-12-31,0.91950,0.41630,0.80990,35.50320,19.89840,19.89840,16.85130,43.12100,0.08830,0.81370,110.60940,8.71530,-11.06420,3.84490,5.08680,32.49250,1.9702,1.4791
2017-09-30,1.25060,0.46620,0.90290,33.87410,18.36830,18.36830,5.67750,2.81490,0.08630,0.89270,100.82060,0.68390,-0.73370,0.28400,0.36500,30.29730,1.6305,1.1864
2017-06-30,1.48850,0.48480,0.97070,32.68380,16.38620,16.38620,12.53320,6.15590,0.09040,1.00270,89.76090,1.46930,-1.53190,0.58870,0.75700,30.13550,0.2174,-0.2063
2017-03-31,1.08640,0.47820,0.95150,30.58660,11.45250,11.45250,9.73000,6.00560,0.08560,0.88470,101.73180,1.35140,-1.30130,0.53810,0.70520,30.36470,1.36340,0.89790
2016-12-31,1.35890,0.50750,1.06430,40.32420,17.87820,17.87820,12.96660,8.05500,0.07820,0.84870,106.04620,1.75720,-1.63130,0.66460,0.86540,30.01520,1.7666,1.2515
2016-09-30,1.19950,0.51770,1.10570,33.86750,17.23690,17.23690,12.73280,8.01210,0.08840,0.94240,95.49590,1.95780,-1.64680,0.73080,0.94430,29.74390,1.5743,1.1134
2016-06-30,1.05210,0.51520,1.15760,30.58570,12.27770,12.27770,8.19960,5.24950,0.08740,0.93590,96.16920,1.28030,-1.03740,0.46620,0.62070,29.37920,1.315,0.8679
2016-03-31,1.09240,0.52610,1.19050,28.79410,8.43650,8.43650,4.12650,2.52180,0.08250,0.87410,102.95740,0.62180,-0.48830,0.22320,0.29470,29.19690,1.17740,0.73390
2015-12-31,1.48430,0.54850,1.21650,34.24000,13.81330,13.81330,9.38670,5.65330,0.07160,0.76190,118.12800,1.18000,-0.91880,0.42370,0.53270,29.03400,1.4558,1.0972
2015-09-30,1.55550,0.42880,0.75260,35.27550,21.40600,21.40600,17.85940,11.08300,0.11130,0.92950,96.82270,2.75580,-4.42470,1.28280,1.57420,23.41090,0.8978,0.5916
2015-06-30,1.48010,0.43510,0.77220,32.57720,18.08440,18.08440,25.39380,15.12290,0.11100,0.91890,97.94520,3.78180,-5.81260,1.72690,2.13650,23.19350,0.755,0.3357
2015-03-31,1.47460,0.44430,0.80160,31.18970,13.82640,13.82640,11.31830,7.13830,0.10720,0.85880,104.79360,1.82030,-2.67930,0.81380,1.01160,22.88180,0.80490,0.45300
2014-12-31,1.54680,0.43030,0.75730,33.92170,20.81980,20.81980,18.40310,11.56190,0.11630,0.98990,90.91690,3.12930,-4.81660,1.44210,1.78270,23.48720,1.637,1.2996
2014-09-30,1.74380,0.42970,0.75450,33.06550,20.16450,20.16450,14.40230,9.37520,0.11330,0.95630,94.10950,2.41370,-3.92680,1.12260,1.37650,23.22590,0.7375,0.4329
2014-06-30,1.66630,0.42240,0.73480,31.68030,19.36710,19.36710,16.67190,11.18130,0.11070,0.90790,99.12890,2.77910,-4.73330,1.28940,1.60510,23.48440,0.894,0.5568
2014-03-31,1.57730,0.41370,0.71300,31.30300,18.81870,18.81870,16.08240,10.16250,0.10650,0.88950,101.18270,2.43640,-4.13760,1.14430,1.42850,23.28840,0.76260,0.45460
2013-12-31,1.40610,0.39180,0.66330,32.71650,14.07860,14.07860,11.29980,4.57200,0.11260,1.01090,89.02710,1.23190,-2.09680,0.59460,0.74930,23.18410,1.2987,0.9698
2013-09-30,1.57670,0.40880,0.70860,33.66000,21.18000,21.18000,18.66000,11.48670,0.10350,0.83990,107.15400,2.67650,-4.61430,1.25670,1.58240,23.37240,1.0657,0.7854
2013-06-30,1.79480,0.40910,0.70460,31.81520,16.43970,16.43970,9.08250,6.92760,0.11000,1.35040,66.64930,1.42510,-2.37430,0.69960,0.84220,23.10920,0.5374,0.2533
2013-03-31,1.50430,0.39490,0.67710,31.79970,18.61300,18.61300,15.46010,9.74970,0.10790,1.35760,66.29430,2.25490,-3.75250,1.11900,1.36450,23.23480,0.70220,0.45280
2012-12-31,1.46740,0.38380,0.64550,31.68040,19.02840,19.02840,15.41360,9.18500,0.10980,1.33260,67.53480,2.22710,-3.77200,1.11660,1.37230,23.09960,1.1081,0.8724
2012-09-30,1.54890,0.39320,0.66880,32.57710,20.03620,20.03620,16.17370,6.04080,0.10550,1.36460,65.95450,2.26360,-3.74640,1.12580,1.37350,23.16030,0.8591,0.6214
2012-06-30,1.92420,0.41030,0.71470,32.67230,19.40020,19.40020,15.39250,10.33490,0.10450,1.37480,65.46190,2.33650,-3.86110,1.14040,1.37770,23.04470,0.8612,0.5593
2012-03-31,1.60020,0.41130,0.71580,29.99150,15.74220,15.74220,10.06090,6.16240,0.10170,1.35400,66.47160,1.39650,-2.10040,0.67960,0.82210,22.91600,0.68990,0.46990
2011-12-31,1.23420,0.40620,0.72310,32.31280,21.51400,21.51390,12.39250,8.17780,0.10310,1.41580,63.56680,1.83430,-2.60880,0.87940,1.08910,22.70810,1.2114,0.9561
2011-09-30,1.05820,0.39060,0.72080,30.96120,19.53940,19.53940,15.15520,9.74820,0.10070,1.38880,64.80620,2.18190,-3.14520,1.06080,1.32960,22.57830,0.9208,0.6469
2011-06-30,1.05580,0.38520,0.70850,29.99360,18.01460,18.01460,13.34470,8.73840,0.09980,1.34650,66.83930,1.86240,-2.73360,0.90670,1.14500,22.56760,0.8409,0.6239
2011-03-31,1.04740,0.39720,0.74470,28.00350,15.46190,15.46190,10.78500,6.70810,0.09800,1.32130,68.11480,1.43970,-1.97530,0.68650,0.86780,22.08170,0.84290,0.61090
2010-12-31,1.28650,0.42930,0.79130,31.40520,18.50050,18.50050,12.48820,8.69220,0.08980,1.18770,75.77570,1.70230,-2.66500,0.78790,0.97160,21.73440,0.7266,0.5046
2010-09-30,1.24980,0.42920,0.79370,34.36950,12.88030,12.88030,9.73520,8.07490,0.10090,1.55330,57.94180,1.32220,-1.76200,0.62630,0.75470,21.43870,1.1593,0.8382
2010-06-30,1.33490,0.23710,0.34120,29.72460,14.48470,14.48470,11.97480,7.07320,0.09230,1.41300,63.69390,1.10730,-3.52040,0.69810,0.84480,22.91660,0.4427,0.2469
2010-03-31,1.26580,0.24760,0.35670,27.90280,15.17410,15.17410,12.46150,7.57890,0.08930,1.33960,67.18300,1.13350,-3.29130,0.70120,0.85290,22.85660,0.71490,0.56170
2009-12-31,1.34940,0.26150,0.38190,28.92540,-3.29600,-3.29600,-6.13140,-4.28080,0.09000,1.33720,67.30520,-0.57760,2.33050,-0.35150,-0.42650,22.74660,0.3878,0.2483
2009-09-30,1.19350,0.32570,0.53170,26.94580,16.15780,16.15780,12.48940,8.15740,0.11150,1.21140,74.29590,1.68660,-3.90620,0.91510,1.13720,20.93410,0.8769,0.6279
2009-06-30,1.24150,0.35430,0.58950,24.89150,13.67580,13.67580,10.56440,7.13940,0.11150,1.20590,74.63100,1.47880,-3.09510,0.77290,0.95480,20.31510,0.868,0.6052
2009-03-31,1.41500,0.38460,0.66070,22.12570,10.04910,10.04910,6.27130,4.15560,0.10710,1.13020,79.62980,0.87810,-1.65800,0.44090,0.54040,19.47650,0.85020,0.61380
