,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,1.39550,0.52730,1.11640,37.42810,15.26310,15.26310,12.44570,9.75310,0.13400,2.36670,1.28330,70.13030,3.70760,-48.46970,1.32220,1.75250,51.74710,2.5892,1.1775
2022-06-30,1.32910,0.53050,1.13070,36.65760,19.25860,19.25860,14.80920,11.23390,0.12920,2.40070,1.30170,69.14220,4.17140,-40.31520,1.46980,1.95860,52.16030,2.9163,1.2994
2022-03-31,1.34140,0.50580,1.02440,36.85390,16.27890,16.27890,12.12850,10.17830,0.12920,2.60930,1.30960,68.72070,3.64170,-62.73320,1.34590,1.79970,51.47450,1.99960,0.43190
2021-12-31,1.23320,0.51200,1.04910,38.35280,19.09370,19.09370,18.08100,15.20120,0.12880,2.80170,1.40780,63.92940,5.50720,-11.33040,1.99060,2.68770,50.29680,4.4847,2.5575
2021-09-30,1.40180,0.54330,1.19030,37.63960,17.38980,17.38980,13.75880,11.54390,0.12690,3.07500,1.35660,66.34470,4.32390,-26.85840,1.48980,1.97490,48.19790,3.3587,2.2878
2021-06-30,1.36390,0.54000,1.17520,37.39540,15.03930,15.03930,13.94000,9.67060,0.13610,2.94630,1.42010,63.37410,3.87020,-29.07670,1.33800,1.78030,46.10510,3.618,2.7163
2021-03-31,1.77150,0.50160,1.00780,37.38670,15.00220,15.00220,8.04080,7.46210,0.14190,2.66700,1.35050,66.64230,2.92180,29.82420,1.10060,1.45620,43.57540,3.33290,2.78410
2020-12-31,1.43030,0.47670,0.93470,37.92310,16.29950,16.29950,21.79890,18.10280,0.14410,2.64420,1.28050,70.28740,6.80730,59.36020,2.62600,3.56220,42.56170,2.7486,1.0099
2020-09-30,1.44890,0.50860,1.06030,38.91750,17.86000,17.86000,18.19940,13.84490,0.14260,2.50340,1.29930,69.26570,5.39640,191.96530,1.96820,2.65170,38.23120,3.4556,2.9486
2020-06-30,1.69620,0.55680,1.28700,34.02340,11.24670,11.24670,12.29920,9.87940,0.13020,2.67480,1.28180,70.21520,3.85190,-127.95040,1.29120,1.70710,35.37580,3.2226,2.692
2020-03-31,1.74890,0.58430,1.43420,35.64920,13.33430,13.33430,7.84360,7.18030,0.13590,2.79250,1.30360,69.03960,3.07060,-32.47190,0.97730,1.27650,33.45650,1.37270,0.85800
2019-12-31,1.43810,0.53040,1.15290,37.95390,15.74060,15.74060,15.27410,11.62550,0.14730,2.66910,1.34450,66.93740,4.91580,375.81660,1.71570,2.30860,33.46880,3.6385,2.3532
2019-09-30,1.42660,0.55060,1.24720,36.84640,13.89350,13.89350,10.96410,10.90050,0.14580,2.71230,1.27450,70.61400,4.78730,-110.62280,1.60500,2.15130,31.45950,3.1317,2.4253
2019-06-30,1.58910,0.58320,1.42240,36.20980,12.13080,12.13080,8.97150,6.65000,0.14220,3.10890,1.20620,74.61330,3.03830,-27.89760,0.95790,1.26640,29.88510,2.6075,2.1098
