,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.41700,0.71520,20.72760,20.72760,75.19800,74.36580,0.03300,4.41220,4.41220,2.45300,2.57240,80.17410,3.1445,2.5902
2022-06-30,0.42290,0.73280,21.03000,21.03000,21.47310,21.51720,0.03260,1.26920,1.26920,0.70090,0.73240,78.08060,2.1186,0.0474
2022-03-31,0.42170,0.72920,18.75740,18.75740,43.09100,42.68330,0.03090,2.38740,2.38740,1.31900,1.38060,78.51130,2.45530,1.53520
2021-12-31,0.42570,0.74120,19.88900,19.88900,56.48670,55.75680,0.03020,3.06680,3.06680,1.68470,1.76130,78.23210,2.0868,-0.2553
2021-09-30,0.41900,0.72110,12.80020,12.80020,13.95140,13.58770,0.02980,0.73090,0.73090,0.40480,0.42460,77.25800,2.4529,-0.9381
2021-06-30,0.40850,0.69060,15.78140,15.78140,79.74950,79.74340,0.02910,4.10660,4.10660,2.31910,2.42910,78.13170,1.7061,3.3073
2021-03-31,0.41400,0.70650,16.09500,16.09500,25.67050,25.80550,0.02880,1.33320,1.33320,0.74390,0.78120,76.42260,2.36570,1.27590
2020-12-31,0.41300,0.70350,16.51290,16.51290,61.04920,61.44400,0.02890,3.17250,3.17250,1.77670,1.86230,77.06160,1.8422,2.6687
2020-09-30,0.41480,0.70890,19.65390,19.65390,26.02910,26.03140,0.02960,1.38440,1.38440,0.77160,0.81010,76.30920,2.3737,1.2248
2020-06-30,0.41240,0.70190,22.97430,22.97430,29.44740,29.63680,0.02980,1.57180,1.57180,0.88300,0.92360,77.23870,2.0414,1.3995
2020-03-31,0.42580,0.74150,23.07670,23.07670,27.91070,27.88980,0.03030,1.53960,1.53960,0.84460,0.88410,77.54080,2.42730,0.81980
2019-12-31,0.39900,0.66390,27.39190,27.39190,28.55560,28.24450,0.03100,1.52560,1.52560,0.87690,0.91690,78.14200,2.2133,-0.9336
2019-09-30,0.40500,0.68070,27.19490,27.19490,49.50420,47.59540,0.03080,2.58630,2.58630,1.46750,1.53890,77.43860,2.6894,1.5752
2019-06-30,0.40610,0.68390,25.72290,25.72290,29.15570,29.15150,0.03050,1.56560,1.56560,0.88900,0.92970,76.97810,1.9618,-0.0173
2019-03-31,0.39610,0.65590,27.70180,27.70180,30.09830,30.09020,0.03040,1.58760,1.58760,0.91430,0.95880,76.99980,2.60590,0.31020
2018-12-31,0.39840,0.66210,24.48790,24.48790,66.61600,66.67580,0.03150,3.62690,3.62690,2.09810,2.18210,76.76530,2.3197,1.3234
2018-09-30,0.42010,0.72450,26.89930,26.89930,33.41010,33.41880,0.03090,1.85050,1.85050,1.03100,1.07310,75.22250,2.5648,1.119
2018-06-30,0.42130,0.72810,26.04200,26.04200,44.72660,44.73730,0.03050,2.44800,2.44800,1.36330,1.41650,75.23040,2.2374,2.0458
2018-03-31,0.42370,0.73530,24.93600,24.93600,25.24820,25.25770,0.03010,1.37000,1.37000,0.75930,0.78950,74.77950,2.28670,-0.01270
2017-12-31,0.41370,0.70560,27.01960,27.01960,42.77500,42.34000,0.03020,2.28610,2.28610,1.28960,1.34040,75.22450,2.3474,-0.0611
2017-09-30,0.40820,0.68980,28.70790,28.70790,43.27390,43.27850,0.03030,2.30500,2.30500,1.31040,1.36410,74.83550,2.5853,-0.5055
2017-06-30,0.40480,0.68000,22.62700,22.62700,31.14950,31.14440,0.02960,1.60660,1.60660,0.92060,0.95630,74.46550,1.9856,0.9464
2017-03-31,0.40560,0.68240,27.28220,27.28220,45.14440,45.15860,0.02910,2.29660,2.29660,1.31150,1.36510,74.51080,2.18060,1.38050
2016-12-31,0.40870,0.69120,27.56740,27.56740,46.77240,46.74200,0.02900,2.38100,2.38100,1.35550,1.40790,74.06500,2.1811,0.5247
2016-09-30,0.40440,0.67910,27.84750,27.84750,69.03200,69.04000,0.02930,3.55030,3.55030,2.02590,2.11440,73.08670,2.2347,0.5056
2016-06-30,0.40950,0.69330,27.34170,27.34170,39.28970,39.30740,0.02890,2.00190,2.00190,1.13430,1.18220,71.78140,2.0029,-0.0783
2016-03-31,0.39770,0.66040,30.74010,30.74010,46.78760,46.79090,0.02980,2.41580,2.41580,1.39570,1.45500,71.78760,2.02200,-0.76430
2015-12-31,0.39620,0.65620,30.16540,30.16540,32.33640,32.32410,0.02840,1.57870,1.57870,0.91750,0.95320,71.82760,2.0884,0.1172
2015-09-30,0.39080,0.64160,31.76600,31.76600,43.35980,43.36550,0.02830,2.09650,2.09650,1.22800,1.27710,71.81230,2.2001,0.0662
2015-06-30,0.41330,0.70430,29.07390,29.07390,37.93700,37.66980,0.02800,1.87020,1.87020,1.05540,1.09730,69.31010,1.9212,-0.387
2015-03-31,0.41910,0.72130,24.48920,24.48920,47.03520,47.05230,0.02720,2.28690,2.28690,1.27920,1.32860,68.82150,1.77490,-1.79030
2014-12-31,0.41770,0.71740,27.72850,27.72850,34.47100,32.37050,0.02730,1.57550,1.57550,0.88310,0.91740,68.50740,1.8932,-0.651
2014-09-30,0.40830,0.69010,25.64520,25.64520,55.97840,56.00140,0.02710,2.66440,2.66440,1.51750,1.57650,68.52120,1.7172,-0.7242
2014-06-30,0.41490,0.70900,25.02190,25.02190,41.61300,38.20290,0.02640,1.95200,1.95200,1.09970,1.14220,67.27320,1.446,0.3095
2014-03-31,0.42580,0.74150,24.54470,24.54470,25.85020,35.42810,0.02570,1.20160,1.20160,0.66420,0.69000,66.42640,1.69960,-0.13480
2013-12-31,0.41630,0.71330,10.92430,10.92430,22.37850,63.98570,0.02570,1.02570,1.02570,0.57550,0.59870,66.44970,2.0546,1.9921
2013-09-30,0.41850,0.71960,-4.93540,-4.93540,-4.09780,-2.75320,0.02570,-0.18820,-0.18820,-0.10530,-0.10950,65.48020,1.5748,-0.9952
2013-06-30,0.40600,0.68350,0.27340,0.27340,0.08830,9.57620,0.02530,0.00390,0.00390,0.00220,0.00230,66.18110,1.3843,-0.2842
2013-03-31,0.40640,0.68460,14.55250,14.55250,-4.90050,25.02910,0.01980,-0.17060,-0.17060,-0.09720,-0.10120,66.92500,0.67760,-4.70280
2012-12-31,0.36020,0.56300,18.70660,18.70660,23.44530,50.80700,0.02160,0.82540,0.82540,0.50590,0.52810,59.79560,1.6711,-2.7061
2012-09-30,0.44650,0.80660,24.21080,24.21080,31.53480,33.23270,0.02910,1.74560,1.74560,0.91880,0.96620,48.31720,1.5286,-1.5426
2012-06-30,0.42320,0.73380,22.35540,22.35540,22.93060,62.15570,0.03000,1.26330,1.26330,0.68810,0.72860,47.44160,1.2162,0.8705
2012-03-31,0.43500,0.77000,21.02900,21.02900,21.81590,23.47580,0.02990,1.22260,1.22260,0.65130,0.69070,46.04810,1.10130,-0.67000
