,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,2.37800,0.05430,0.05740,53.52670,23.87970,23.87970,22.54760,17.91500,0.20820,13.23670,1.88900,47.64390,5.31890,6.05240,3.72990,5.03020,19.93490,1.6591,1.1261
2022-09-30,2.51760,0.05460,0.05780,54.90360,24.80030,24.80030,23.49480,20.13260,0.19290,9.87260,1.90990,47.12330,5.48450,6.24890,3.88270,5.18490,19.55330,1.7027,1.1702
2022-06-30,2.80950,0.05450,0.05770,56.79990,27.91560,27.91560,27.28560,22.96330,0.19620,15.20400,1.87970,47.88080,6.26500,6.95460,4.50530,5.92330,19.53040,1.3894,0.9004
2022-03-31,2.87100,0.05500,0.05820,56.47910,29.54520,29.54520,27.83960,24.16670,0.19050,21.62090,1.90920,47.13910,6.47080,7.15600,4.60270,6.11470,19.27890,1.76280,1.07570
2021-12-31,2.92810,0.05560,0.05890,56.20580,29.05410,29.05410,32.39560,27.40390,0.20970,28.19490,1.91650,46.96130,8.20320,9.08290,5.74560,7.74700,19.00280,1.7164,1.2772
2021-09-30,2.98000,0.05520,0.05840,57.58320,32.29680,32.29680,35.41880,29.07950,0.18740,21.61270,1.87120,48.09730,7.74270,8.59180,5.45070,7.31530,18.39730,1.7822,1.3062
2021-06-30,3.15200,0.05690,0.06030,57.61640,31.28800,31.28800,35.52840,29.93700,0.18450,28.91620,1.88370,47.77940,7.79790,8.67550,5.52350,7.35430,17.79150,1.5138,1.1335
2021-03-31,3.10420,0.05690,0.06040,56.42510,29.71580,29.71580,38.47670,32.41490,0.16910,27.14300,1.94090,46.37000,7.79520,8.71030,5.48160,7.35140,17.13720,1.32500,0.91680
2020-12-31,3.06680,0.05890,0.06260,54.16360,27.50710,27.50710,32.84650,26.76190,0.17800,35.82420,1.81300,49.64250,6.84220,7.61640,4.76420,6.43910,16.47930,1.5413,1.1696
2020-09-30,3.41010,0.06130,0.06530,54.26550,24.28480,24.28480,28.93250,24.35840,0.15430,25.28980,1.80980,49.72970,5.28230,5.90300,3.75850,4.95850,15.70850,1.1648,0.794
2020-06-30,3.41450,0.01900,0.01940,51.55500,16.66710,16.66710,21.61270,18.17110,0.13750,22.76440,1.77340,50.74940,3.35660,3.76570,2.49880,3.29280,15.21710,0.9596,0.5892
2020-03-31,3.65820,0.02400,0.02460,53.88130,19.38090,19.38090,18.84640,16.60880,0.15050,21.35210,1.73410,51.90000,3.35660,3.77500,2.50030,3.27590,14.88800,0.77510,0.36860
2019-12-31,3.37410,0.02210,0.02260,54.37870,20.11070,20.11070,23.23170,23.16010,0.16700,21.04100,1.67590,53.70110,5.29730,5.96680,3.86760,5.18020,14.63260,0.9669,-0.6134
