,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.39780,1.28840,-4.47650,82.23140,79.06990,79.06990,46.10520,37.30790,0.11530,0.86880,103.59320,-21.32810,-5.66290,4.30150,6.15030,-12.60540,3.8434,3.5942
2022-09-30,1.43070,1.31440,-4.18880,82.44540,55.21040,55.21040,48.01740,38.63310,0.11730,1.06720,84.33660,-20.10340,-5.59800,4.53360,6.32030,-13.44710,4.024,3.7992
2022-06-30,1.32920,1.29510,-4.39560,81.73850,54.43600,54.43600,47.12380,38.16320,0.11420,0.94030,95.71000,-20.51610,-5.49270,4.35700,6.05330,-12.75150,2.6524,2.4152
2022-03-31,1.14820,1.26780,-4.73440,81.64620,51.60830,51.60830,44.45850,40.79380,0.11930,0.94530,95.20460,-25.98110,-6.17450,4.86850,6.95720,-10.83170,2.96750,2.78110
2021-12-31,1.71340,1.04090,-25.45730,82.55810,77.92780,77.92790,44.69700,35.25830,0.09980,0.82740,108.76940,-118.59590,-6.47690,3.52050,4.84910,-1.98290,3.3571,3.158
2021-09-30,1.81660,1.07220,-14.85720,82.65830,54.19270,54.19270,38.80300,32.85170,0.10060,1.04100,86.45410,-60.66460,-5.46560,3.30330,4.37780,-3.39640,2.5675,2.3912
2021-06-30,2.69130,1.10230,-10.77640,82.47080,51.69480,51.69480,39.28200,33.20550,0.10400,1.01970,88.26390,-44.97550,-7.71960,3.45270,4.60040,-4.46160,2.7081,2.5751
2021-03-31,1.61830,1.16680,-8.02750,82.07030,53.16950,53.16950,45.15420,41.13910,0.10480,0.94390,95.34740,-40.86930,-8.64110,4.31100,6.81530,-5.84290,2.58050,2.45650
2020-12-31,1.88460,1.15160,-7.59590,82.88450,78.59880,78.59880,43.98990,35.21070,0.10570,0.79430,113.30990,-35.24460,-6.96150,3.72060,5.34340,-5.36780,2.7884,2.5888
2020-09-30,2.20770,1.12980,-8.70640,83.37680,53.51570,53.51570,44.44590,42.87420,0.10340,0.98960,90.94610,-47.17140,-8.32750,4.43510,6.12100,-4.65530,2.3582,2.2198
2020-06-30,2.26020,1.10180,-10.82160,82.79950,52.53090,52.53090,33.97500,28.10510,0.09780,0.87880,102.40970,-37.02520,-5.43710,2.74930,3.76980,-3.71780,3.1322,2.9935
2020-03-31,2.02910,1.12580,-8.94660,82.09870,49.87860,49.87860,39.07310,35.54030,0.10650,0.86470,104.08150,-41.80410,-6.83500,3.78660,5.26060,-4.23290,1.31820,1.19180
2019-12-31,2.31110,1.02560,-40.04390,82.74640,49.04720,49.04720,36.03810,30.19700,0.09670,0.81440,110.51020,-160.05290,-6.45860,2.92030,4.09930,-0.90470,2.8493,2.6332
2019-09-30,1.86170,1.06080,-17.43700,82.12150,51.03830,51.03830,42.80220,34.74510,0.11330,0.96270,93.48540,-92.64640,-7.01080,3.93660,5.63650,-1.74550,2.1978,2.0257
2019-06-30,1.72510,1.09880,-11.11840,81.33220,49.89600,49.89600,41.43220,32.59950,0.11260,0.87960,102.31450,-54.22310,-6.14440,3.66970,5.35880,-2.73690,2.2219,2.0765
2019-03-31,1.63420,1.14010,-8.14000,77.82710,43.80270,43.80270,34.54460,47.98090,0.11270,0.86950,103.50260,-56.29940,-8.33430,5.40700,7.88500,-3.73790,1.02600,0.93100
2018-12-31,1.77390,1.06910,-15.46900,79.60760,46.95150,46.95150,51.78190,42.06170,0.10680,0.76400,117.80590,-91.37400,-7.63310,4.49040,6.31510,-1.97800,2.0202,1.7609
2018-09-30,2.75140,0.87180,6.80320,80.19020,49.28370,49.28370,41.02600,34.59630,0.09400,0.94520,95.22270,32.72160,-8.50490,3.25330,4.19330,4.27170,1.5817,1.4378
2018-06-30,2.65350,0.88140,7.42950,80.34190,47.79310,47.79310,43.05870,32.18020,0.09590,0.91940,97.89320,33.72450,-7.74270,3.08600,4.00080,3.89970,2.2724,2.1932
2018-03-31,2.05580,0.83150,4.93340,79.70380,47.58280,47.58280,39.69020,32.76030,0.10500,0.75950,118.50280,27.31350,-7.89630,3.44120,4.60330,4.68920,0.95690,0.89350
