,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.61620,0.22410,0.31900,34.57110,24.48780,24.48780,23.28290,18.88960,0.13080,1.01860,1.76830,50.89610,4.10730,-24.80190,2.47030,3.18700,32.49940,1.6511,1.4011
2022-09-30,1.52860,0.22620,0.33050,35.26200,24.77920,24.77920,23.68250,19.18050,0.12890,0.98000,1.77050,50.83270,4.17290,-22.69010,2.47230,3.22890,31.05830,1.4222,1.2991
2022-06-30,1.47680,0.23600,0.36000,34.75460,24.08910,24.08910,22.87570,18.64400,0.12640,1.02230,1.71120,52.59460,4.06290,-19.37030,2.35610,3.10390,30.27330,1.0269,0.9129
2022-03-31,1.42880,0.24130,0.36590,34.94570,24.21900,24.21900,23.05220,18.67960,0.12180,1.09510,1.70700,52.72530,3.93050,-13.70980,2.27570,2.98200,30.01900,0.86390,0.75070
2021-12-31,1.36170,0.24490,0.37020,34.67020,24.01680,24.01680,22.56310,18.73200,0.12640,1.27720,1.81350,49.62890,4.09900,-16.23080,2.36740,3.09500,29.66340,1.2139,1.027
2021-09-30,1.26200,0.25450,0.40480,34.10050,23.43080,23.43080,22.18870,17.87070,0.12330,1.28530,1.87490,48.00140,3.92570,-13.08590,2.20430,2.92660,28.35140,1.3164,1.204
2021-06-30,1.09930,0.26290,0.46700,34.16420,22.83780,22.83780,21.04490,16.71150,0.11790,1.28260,1.83850,48.95170,3.65230,-10.20520,1.97090,2.69230,27.43570,1.2299,1.1293
2021-03-31,2.26050,0.26940,0.38420,35.06910,24.12890,24.12890,22.41070,18.03290,0.11490,1.30620,1.79190,50.22610,3.58180,-25.12690,2.07220,2.61690,26.50600,1.22430,1.14880
2020-12-31,2.34450,0.27720,0.40570,35.77970,24.86460,24.86460,23.07920,18.43490,0.11580,1.37700,2.00670,44.84980,3.71510,-24.57800,2.13400,2.68530,25.80850,1.6746,1.5142
2020-09-30,1.88320,0.28700,0.49100,34.98290,24.02440,24.02440,22.01310,18.15360,0.10800,1.25300,1.83310,49.09710,3.58650,-18.12110,1.96080,2.55730,24.79390,1.3263,1.283
2020-06-30,2.47400,0.33410,0.52300,33.86890,22.43160,22.43160,20.40200,16.42590,0.09810,1.07670,1.63170,55.15680,3.02960,-12.43200,1.61200,2.01730,23.89250,1.3682,1.3242
2020-03-31,1.87760,0.33980,0.61070,31.40620,19.30100,19.30100,29.20230,23.34150,0.11340,1.26040,1.68800,53.31610,5.26880,-18.48790,2.64680,3.47820,23.21390,1.17270,1.09940
2019-12-31,1.42070,0.30750,0.54120,34.23040,22.81190,22.81190,20.53770,16.92010,0.13250,1.37400,1.75200,51.36980,4.31590,-13.02580,2.24260,2.98880,22.33030,1.4942,1.316
2019-09-30,2.04610,0.31420,0.49910,35.51300,23.58200,23.58200,21.48080,17.29150,0.13850,1.32000,1.67550,53.71670,4.53660,-19.84030,2.39430,3.11120,21.28660,1.434,1.3547
2019-06-30,2.17380,0.33670,0.52860,34.99730,22.91040,22.91040,20.98620,16.71330,0.14220,1.32170,1.70210,52.87450,4.61780,-16.77180,2.37610,3.06310,20.43730,1.0717,0.9767
2019-03-31,1.91080,0.34700,0.55480,33.88890,21.99740,21.99740,19.95340,15.86310,0.14480,1.32900,1.68730,53.33890,4.58350,-13.41050,2.29730,2.99300,19.56020,0.85820,0.76450
2018-12-31,1.45880,0.34900,0.62060,34.29960,22.18310,22.18310,20.35430,16.63770,0.14680,1.33700,1.73480,51.87920,4.98640,-11.92410,2.44180,3.24630,16.08950,1.2789,1.1298
2018-09-30,2.06060,0.28880,0.42140,34.36560,22.23590,22.23590,20.53130,16.02840,0.14710,1.26260,1.66860,53.93600,4.23800,-22.40850,2.35830,3.01390,19.43820,1.0671,0.9859
2018-06-30,1.70660,0.29760,0.49470,34.55000,22.34080,22.34080,20.53220,16.03560,0.14830,1.28790,1.70040,52.92760,4.46880,-18.26700,2.37790,3.13880,18.70700,0.8696,0.7999
2018-03-31,1.68990,0.31100,0.52460,33.75670,22.01580,22.01580,20.11040,15.46420,0.14550,1.30270,1.71290,52.54400,4.31310,-15.62110,2.25030,2.97180,18.15540,0.76150,0.70880
2017-12-31,1.69910,0.31660,0.53980,32.66910,19.82230,19.82230,17.28000,20.86740,0.14660,1.42390,1.71080,52.60840,5.92240,-21.65810,3.05960,4.04720,17.42100,1.095,0.9677
2017-09-30,1.59370,0.33780,0.64530,33.43220,21.20560,21.20560,18.84470,14.15300,0.13940,1.32050,1.69280,53.16500,4.07660,-11.46990,1.97260,2.69970,16.29550,1.0248,0.9477
2017-06-30,1.79800,0.37210,0.66850,34.04210,21.56190,21.56190,19.10150,14.13490,0.14130,1.29740,1.65760,54.29590,4.18910,-9.99210,1.99710,2.63030,15.56440,0.8576,0.7961
