,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.33500,0.50370,3.79600,4.84770,3.79600,2.69900,0.08010,1.69320,9.88950,0.21620,1.12600,80.04350,4.9809,4.0567
2022-09-30,0.34190,0.51950,0.33360,1.36590,0.33360,0.28650,0.07660,0.17810,1.22280,0.02200,0.11720,77.49570,11.8787,10.9891
2022-06-30,0.32310,0.47730,2.78520,3.86900,2.78520,2.07990,0.07910,1.17050,6.30360,0.16450,0.79230,83.73290,2.9557,2.1004
2022-03-31,0.30500,0.43870,6.87960,7.96310,6.87960,5.86060,0.07520,2.89780,11.43600,0.44060,2.01410,92.06950,-8.91950,-9.65110
2021-12-31,0.28730,0.40310,5.83710,6.88960,5.83710,4.39630,0.07590,2.12840,7.31490,0.34290,1.51700,98.00370,4.1413,3.2319
2021-09-30,0.27710,0.38330,7.13470,8.17730,7.13470,33.35360,0.07840,2.62860,8.26270,0.44910,1.90030,99.80890,0.2337,-0.5844
2021-06-30,0.30150,0.43170,9.42850,10.56130,9.42850,8.09500,0.05530,3.16670,10.25770,0.40680,2.21190,99.37100,15.4034,14.655
2021-03-31,0.27450,0.37830,7.93800,9.10550,7.93800,6.50740,0.05480,2.54910,9.40530,0.33440,1.84950,96.05120,-6.77690,-7.41790
2020-12-31,0.27450,0.37830,6.45400,7.56140,6.45400,5.51610,0.05420,1.98420,7.78460,0.26450,1.43890,102.72560,6.3201,5.7439
2020-09-30,0.25270,0.33810,4.73340,5.80640,4.73350,-1.46840,0.05450,1.48220,5.19910,0.20190,1.10710,100.54670,10.3081,9.6953
2020-06-30,0.26950,0.36900,8.89880,10.03400,8.89880,7.37670,0.05320,2.75340,11.58960,0.37230,2.01040,100.45830,6.5568,6.1466
2020-03-31,0.29070,0.40980,4.08790,5.12920,4.08790,6.12570,0.05640,2.76040,19.15690,0.34220,1.95690,90.20900,-1.94410,-2.26320
2019-12-31,0.26100,0.35320,5.33820,6.55430,3.78230,5.88400,0.04720,0.85220,6.09420,0.10930,0.62950,94.78700,3.7854,3.156
2019-09-30,0.26070,0.35260,3.86110,5.14950,-0.98430,-2.38070,0.05710,-0.93540,-9.68510,-0.12160,-0.69120,93.65530,7.7814,7.526
2019-06-30,0.25840,0.34850,7.56240,8.60340,7.20090,5.48030,0.05900,2.47680,46.98510,0.33060,1.83580,94.11020,7.3648,6.9721
2019-03-31,0.26830,0.36670,8.91770,10.00580,8.90950,6.61030,0.05770,3.08290,-52.02090,0.39920,2.25450,88.71250,3.75050,3.25790
2018-12-31,0.28100,0.39070,1.85150,2.98660,1.85150,0.87610,0.05640,0.51840,-2.74770,0.06470,0.37260,82.92660,3.9031,3.4358
2018-09-30,0.27680,0.38270,3.33880,4.50600,3.33880,2.12750,0.05230,1.01210,-3.26940,0.12200,0.73150,84.00190,4.1165,3.8587
