,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.25270,0.33820,11.15610,11.15610,10.24280,8.44750,0.08330,3.79870,4.72840,0.70780,2.83860,92.89100,5.4285,5.3752
2022-09-30,0.26810,0.36630,6.62150,6.62150,5.67560,4.83720,0.08140,2.28070,2.89230,0.39710,1.66930,84.95950,10.5887,10.5374
2022-06-30,0.24170,0.31870,8.15460,8.15460,7.19130,5.98730,0.07840,2.40880,2.96030,0.47260,1.82660,96.39280,5.7591,5.7296
2022-03-31,0.22210,0.28560,14.40570,14.40570,13.41810,11.47690,0.07430,3.98730,4.79530,0.85840,3.10160,106.37920,5.19490,5.15800
2021-12-31,0.20150,0.25240,19.28750,19.28750,18.31100,14.68210,0.07480,4.61450,5.42470,1.10650,3.68470,119.76370,6.6841,6.6605
2021-09-30,0.20380,0.25600,9.91480,9.91480,8.92670,7.46170,0.07290,2.32490,2.74010,0.54840,1.85100,115.74800,10.312,10.2793
2021-06-30,0.20000,0.25000,13.97490,13.97490,13.01950,10.67110,0.07250,3.20350,3.76280,0.77990,2.56270,116.85770,7.3239,7.2883
2021-03-31,0.18810,0.23170,11.70460,11.70460,10.71820,8.75740,0.07100,2.59290,3.06260,0.62630,2.10520,112.40160,4.68320,4.66350
2020-12-31,0.18320,0.22430,20.23340,20.23340,19.24500,15.51750,0.07190,4.48610,5.25940,1.12190,3.66420,115.69330,7.4452,6.4076
2020-09-30,0.20200,0.25320,12.96680,12.96680,11.91540,9.92150,0.07110,2.96960,3.50630,0.71060,2.36970,109.94470,9.05,9.7391
2020-06-30,0.20740,0.26160,,,-1.14850,-0.55400,0.06530,-0.14850,-0.17620,-0.03530,-0.11770,106.41000,6.6556,6.6227
2020-03-31,0.20650,0.26020,10.16690,10.16690,9.10470,7.52400,0.07230,2.38060,2.86160,0.54830,1.88900,99.69940,2.45410,2.39160
2019-12-31,0.20180,0.25280,14.34950,14.34950,13.32010,10.74040,0.07320,3.36510,4.03200,0.79280,2.68610,101.53820,5.3555,5.3105
2019-09-30,0.20390,0.25610,6.43950,6.43950,5.39120,4.90450,0.07270,1.54650,1.85490,0.35920,1.23120,99.21350,7.6926,7.652
2019-06-30,0.20570,0.25900,9.62470,9.62470,8.48860,7.05900,0.07220,2.19980,2.64700,0.51300,1.74720,97.27620,4.3825,4.3509
2019-03-31,0.22480,0.28990,13.75310,13.75310,12.60590,10.31160,0.07150,3.27030,3.97010,0.74220,2.53530,92.93620,2.41310,2.12240
2018-12-31,0.22280,0.28670,10.68500,10.68500,9.56900,7.90150,0.07480,2.71250,3.33660,0.59580,2.10810,86.85130,3.4474,3.3855
2018-09-30,0.22620,0.29230,11.54990,11.54990,10.43640,9.11560,0.07400,3.15670,3.90610,0.67920,2.44280,84.81870,6.5235,6.4734
2018-06-30,0.22220,0.28570,9.64290,9.64290,8.43920,6.95470,0.07220,2.31620,2.85780,0.50620,1.80150,84.50880,4.2408,4.1989
2018-03-31,0.23250,0.30300,11.89950,11.89950,10.67800,9.11340,0.07030,2.91140,3.58160,0.64530,2.23430,85.04440,2.02260,1.90220
