,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-03-31,0.35220,0.77490,41.50100,30.22490,0.01270,3.36260,4.40840,0.40220,2.00610,114.09820,2.99670,2.77400
2018-12-31,0.35330,0.83070,46.57800,34.98500,0.01250,3.83890,5.04820,0.45480,2.28490,111.61790,3.7293,3.4665
2018-09-30,0.37190,0.67700,47.29590,34.32400,0.01260,3.70370,4.87550,0.45030,2.14060,109.12440,7.1736,7.0148
2018-06-30,0.34980,0.74600,45.73950,33.02110,0.01210,3.43750,4.51360,0.41640,2.05820,108.00200,0.3432,0.1513
2018-03-31,0.35350,0.65040,32.91150,23.91780,0.01170,2.43550,3.19060,0.29730,1.45100,107.03250,3.25160,3.18750
2017-12-31,0.33380,0.51180,44.13400,21.23420,0.01200,2.14660,2.78270,0.27190,1.32170,108.27820,4.6172,4.5117
2017-09-30,0.34450,0.53800,41.86890,24.21820,0.01150,2.35920,3.05610,0.29560,1.42970,107.87800,3.0283,2.9415
2017-06-30,0.31960,0.57390,44.27420,26.77460,0.01110,2.53160,3.28380,0.31520,1.59220,106.76960,2.2923,2.1059
2017-03-31,0.33280,0.51020,39.67930,25.15590,0.01060,2.32900,3.02740,0.28320,1.43590,105.44970,8.29830,8.15940
2016-12-31,0.36540,0.58580,39.87730,24.05800,0.01040,2.16700,2.80240,0.26780,1.27240,105.56100,0.6519,0.3856
2016-09-30,0.38460,0.63800,42.24320,25.10130,0.01030,2.31630,3.00640,0.27590,1.31810,105.45760,2.7659,2.5789
2016-06-30,0.38540,0.65180,41.41780,24.44920,0.01030,2.20490,2.85700,0.27140,1.25380,104.32670,1.2895,1.1607
2016-03-31,0.38740,0.74030,37.60780,22.16780,0.01000,1.97390,2.56600,0.23950,1.11820,102.24210,2.81580,2.71330
2015-12-31,0.39710,0.79060,34.33470,20.72010,0.00970,1.81350,2.36860,0.22070,1.01000,101.35930,3.3132,3.038
2015-09-30,0.44050,0.80080,39.93570,23.64090,0.01110,2.39860,2.98600,0.28670,1.21410,96.95690,5.1633,5.0186
2015-06-30,0.44550,0.81540,39.43180,22.90740,0.01180,2.50680,3.13920,0.29530,1.25500,95.20370,0.7401,0.6366
2015-03-31,0.45620,0.85430,35.35690,20.60950,0.01080,2.13880,2.69190,0.24560,1.04880,94.26150,3.45240,3.38010
2014-12-31,0.42200,0.74580,39.46100,23.10130,0.01140,2.49950,3.16250,0.28710,1.30040,93.23340,2.4741,2.3006
2014-09-30,0.42350,0.74810,39.02330,23.08580,0.01120,2.48020,3.14090,0.28320,1.28700,93.36350,2.3003,2.2052
2014-06-30,0.37790,0.62070,39.05580,23.79500,0.01210,2.59970,3.30830,0.31300,1.45360,92.24970,-0.7176,-0.8763
2014-03-31,0.34460,0.54530,33.91980,20.26920,0.01180,2.14930,2.75810,0.25870,1.26260,90.47080,4.27910,4.15150
2013-12-31,0.31120,0.47490,35.08610,19.00350,0.01260,2.12410,2.87110,0.26000,1.34900,86.62180,3.3271,2.9874
2013-09-30,0.31740,0.48720,40.26050,24.97390,0.01310,2.90490,3.97280,0.34880,1.82480,84.61380,-0.9118,-1.2334
2013-06-30,0.32340,0.50670,46.99340,29.09280,0.01360,3.54150,4.90670,0.41870,2.20010,82.80470,-0.6509,-0.8597
2013-03-31,0.34100,0.55350,39.52070,24.27170,0.01270,2.87080,4.03350,0.33100,1.73300,80.82760,5.42930,5.29970
2012-12-31,0.31110,0.55690,41.56830,25.80850,0.01290,3.17460,4.51360,0.35680,1.99990,79.59770,0.204,0.0021
2012-09-30,0.33320,0.55920,42.01850,25.77850,0.01310,3.23370,4.66460,0.36190,1.96760,78.02800,-1.3689,-1.5185
2012-06-30,0.37130,0.69200,35.95640,21.91730,0.01210,2.66370,3.91470,0.28880,1.52360,76.03860,0.8293,0.6111
2012-03-31,0.40720,0.74120,32.52960,19.85380,0.01200,2.41130,3.59410,0.26070,1.29810,74.54920,4.29100,4.13670
2011-12-31,0.41900,0.80550,21.52840,13.77190,0.01210,1.75740,2.65230,0.18960,0.92580,73.76660,4.1038,3.8396
2011-09-30,0.41860,0.79390,28.59260,17.76160,0.01190,2.15110,3.27400,0.23520,1.13560,74.63680,3.2661,3.0753
2011-06-30,0.43540,0.83250,43.70980,28.99560,0.01320,3.84520,5.92080,0.41470,1.96880,73.62670,0.5994,0.5594
2011-03-31,0.46200,0.91800,38.18900,23.52230,0.01190,2.65670,4.23620,0.30390,1.30450,70.69330,6.43000,6.35620
2010-12-31,0.48400,1.05140,39.52930,24.35840,0.01140,2.68400,4.34320,0.30060,1.26220,69.82030,3.6142,3.3518
2010-09-30,0.52210,1.23950,37.38220,23.05520,0.01120,2.56230,4.20350,0.28140,1.11490,68.96360,1.8315,1.6979
2010-06-30,0.53320,1.40890,37.01010,22.96790,0.01110,2.56230,4.26600,0.27690,1.08740,68.03070,3.127,3.0195
2010-03-31,0.55980,1.50800,30.98250,19.24120,0.01040,2.10160,3.57420,0.22060,0.83950,66.65670,5.52700,5.43760
2009-12-31,0.56910,1.63590,29.59910,18.09540,0.00990,1.94820,3.38170,0.19860,0.76040,65.57870,1.213,0.9345
2009-09-30,0.57630,1.74470,25.57370,16.95150,0.00970,1.85430,3.28300,0.18500,0.71060,64.46680,5.4983,5.4186
2009-06-30,0.60990,1.96200,9.98150,6.47000,0.00900,0.76690,1.39880,0.07320,0.26990,62.74620,2.9759,2.9131
2009-03-31,0.62570,2.05420,16.04950,10.46030,0.00800,1.01400,1.81330,0.09900,0.34830,62.14570,0.67550,0.58270
