,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,1.00770,0.55100,1.56070,26.72310,12.61490,12.61490,11.76040,9.55940,0.28810,1.67380,1.46130,61.58730,11.03470,-32.93190,2.75420,4.95500,24.74450,2.7077,1.7239
2022-06-30,0.98280,0.56280,1.66860,27.41800,13.09760,13.09760,12.26670,9.13930,0.29000,1.72050,1.49960,60.01660,11.07440,-26.75560,2.65060,4.84170,23.80240,3.2834,2.5502
2022-03-31,1.06280,0.58940,1.69140,27.29750,12.25470,12.25470,11.48000,8.43660,0.28870,1.77750,1.51430,59.43300,10.25620,-22.82620,2.43520,4.21140,23.56310,1.52050,0.85780
2021-12-31,1.07330,0.59140,1.61330,26.80010,8.85400,12.06940,11.17630,8.36850,0.27390,1.76160,1.53260,58.72340,9.49390,-21.03630,2.29190,3.87870,23.29610,3.3782,1.8086
2021-09-30,1.06480,0.60880,1.77800,26.75930,11.65650,11.65650,10.83120,7.92060,0.26000,1.72610,1.43760,62.60640,9.12070,-15.94750,2.05960,3.56790,21.72060,3.4238,2.8239
2021-06-30,1.31650,0.54250,1.20560,27.41670,12.84020,12.84020,12.14560,8.74410,0.32730,1.84980,1.56990,57.32680,10.78890,53.75840,2.86180,4.93580,20.53720,3.1951,2.4501
2021-03-31,1.27880,0.56150,1.35460,29.10350,13.83510,13.83510,13.10880,10.21300,0.32700,1.84860,1.57620,57.09840,13.24360,95.92470,3.33960,5.80690,19.04600,2.49460,2.17520
2020-12-31,1.25450,0.58020,1.42560,28.68550,10.19640,13.71240,12.82340,9.61880,0.32720,1.97960,1.61180,55.83810,12.89650,154.93540,3.14770,5.41420,17.85790,3.6739,2.4375
2020-09-30,1.30750,0.60220,1.60650,28.00300,12.34750,12.34750,11.43950,8.70400,0.30220,1.87880,1.42580,63.12130,11.27680,185.34580,2.63080,4.48640,15.99260,3.0638,2.7029
2020-06-30,1.21740,0.62200,1.86690,25.05070,8.07980,8.07980,6.75830,5.21430,0.27040,1.57670,1.37130,65.62910,6.56560,-372.43590,1.41020,2.48170,14.54680,2.1434,1.7193
2020-03-31,1.13810,0.62880,2.40350,28.15440,11.56120,11.56120,10.49910,7.78870,0.27520,1.71150,1.40940,63.85670,11.43690,-256.59630,2.14350,4.24500,14.08290,0.05230,-0.41620
