,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.74900,0.90070,9.68970,34.07190,4.09530,4.09530,0.47680,-28.37930,0.22650,0.49060,2.04230,44.06860,-104.98260,21.26330,-6.42860,-10.42580,1.14110,0.3783,0.2601
2022-09-30,1.70730,0.84420,5.77680,33.68880,8.46590,8.46590,5.77650,4.79430,0.23530,0.51860,1.80300,49.91790,11.86890,-4.94370,1.12830,1.84960,1.93400,-0.1444,-0.2385
2022-06-30,1.70190,0.83590,5.27530,37.80070,9.72960,9.72960,7.37650,6.08540,0.21350,0.45030,1.64820,54.60490,13.01110,-5.59730,1.30710,2.13540,2.04160,-0.6013,-0.654
2022-03-31,1.59610,0.81010,4.47200,37.06350,10.81820,10.81820,8.72770,7.53110,0.22980,0.54510,1.75440,51.30060,14.64910,-7.16060,1.66450,2.78180,2.23470,-0.65780,-0.71280
2021-12-31,1.51610,0.82560,4.77030,38.10470,8.87760,8.87760,4.16020,3.42590,0.24780,0.68470,1.95980,45.92330,9.67330,-4.11650,0.96100,1.68680,2.00770,0.2735,0.2347
2021-09-30,1.61610,0.85070,5.75590,39.09700,13.11200,13.11200,10.72760,8.48130,0.23980,0.66880,1.92830,46.67290,27.76560,-10.23400,2.36840,4.14600,1.82290,0.8943,0.8093
2021-06-30,1.60490,0.86650,6.55470,38.92110,12.41320,12.41320,9.88400,7.34740,0.24060,0.69890,1.82240,49.38550,26.30130,-8.01590,2.03160,3.51250,1.61030,0.5547,0.5335
2021-03-31,1.63900,0.88280,7.60400,39.96480,12.60730,12.60730,9.48930,-17.45740,0.21580,0.60780,1.86700,48.20630,26.50340,-6.63380,1.83720,3.10600,1.38780,0.04820,0.00440
2020-12-31,1.61430,0.82120,4.91840,5.87270,-23.47390,-23.47380,-26.35330,-19.66460,0.21880,1.16240,2.19880,40.93190,-35.89840,17.82970,-3.78500,-6.41720,2.33360,0.6137,0.6018
2020-09-30,2.02110,0.77560,3.45550,33.77760,11.17630,11.17630,8.31560,6.10440,0.20710,0.56110,1.83610,49.01640,10.28460,-9.56770,1.44730,2.30830,3.30050,0.7083,0.7022
2020-06-30,2.00840,0.78690,3.69270,33.30100,13.09930,13.09930,10.13590,10.44540,0.19000,0.58010,1.35460,66.43950,12.65320,-10.82350,1.68120,2.69630,3.10070,0.1808,0.1199
2020-03-31,2.19180,0.82910,5.02910,34.75840,3.98590,3.98590,0.48420,-0.65450,0.15100,0.43910,1.80480,49.86770,0.58590,-0.36360,0.06420,0.10010,2.51000,-0.23150,-0.30300
2019-12-31,1.82030,0.72480,2.72690,34.39540,16.89290,16.89290,13.11650,15.29070,0.16450,0.41640,1.48400,60.64560,12.74390,-10.36830,2.14290,3.50710,3.41180,1.5288,1.4746
2019-09-30,1.72810,0.75620,3.42760,38.40630,14.30510,14.30510,11.56500,9.91400,0.24170,0.54890,1.80570,49.84260,16.55420,-11.57480,2.39640,4.03630,3.09200,0.8262,0.7753
2019-06-30,1.76090,0.78170,3.92270,38.36180,13.03860,13.03860,9.92820,8.49300,0.22440,0.48820,1.74040,51.71340,14.58520,-8.51310,1.90610,3.18440,2.83620,0.375,0.2857
2019-03-31,1.65620,0.79490,4.39240,39.04420,9.42330,9.42330,5.92770,5.10620,0.20300,0.43350,1.70230,52.87000,8.69120,-4.37040,1.03640,1.78270,2.58110,-0.53190,-0.60070
2018-12-31,1.73130,0.80210,4.56420,39.68070,13.66520,13.66520,10.58500,8.38110,0.24430,0.51860,2.03050,44.32450,16.99330,-7.69890,2.04750,3.36340,2.41370,1.3776,1.3171
2018-09-30,1.84360,0.81610,5.03550,38.54950,13.89560,13.89560,10.64580,9.27250,0.24800,0.53100,1.76990,50.84980,19.69030,-8.71000,2.29930,3.62090,2.41390,0.5648,0.5024
2018-06-30,2.01960,0.84400,5.86360,38.47150,12.82830,12.82830,9.62220,8.19810,0.23090,0.49970,1.76160,51.09040,18.33090,-6.68920,1.89330,2.86050,2.12810,0.1754,0.119
2018-03-31,2.02640,0.85570,6.41330,39.34210,9.92580,9.92580,6.42430,5.39650,0.20080,0.43650,1.68230,53.49730,11.25260,-3.53610,1.08370,1.62360,1.95830,-0.35270,-0.40310
2017-12-31,1.90380,0.84360,5.77600,38.02400,7.14670,7.14670,3.68890,-22.64950,0.23860,0.54380,1.82130,49.41640,-54.30240,19.78190,-5.40440,-8.49140,1.90550,0.8757,0.8044
2017-09-30,1.87700,0.74340,3.24560,37.70740,14.36510,14.36510,11.53280,11.30210,0.24710,0.57360,1.78290,50.47990,16.51730,-15.86510,2.79310,4.23860,3.37700,0.8062,0.7259
