,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-10-31,0.73160,0.71560,2.90290,90.62500,20.00000,20.00000,18.90630,15.46880,0.14820,1.99380,45.14060,21.85430,-6.39950,2.29300,6.21470,4.19900,2.1759,2.134
2022-07-31,0.63950,0.75490,3.55270,90.38000,19.56350,19.56350,18.75510,15.03640,0.15040,2.85020,31.57640,25.13510,-5.59740,2.26080,6.16100,3.42820,1.188,1.1373
2022-04-30,0.62040,0.76990,3.86050,90.00000,18.29060,18.29060,16.66670,12.47860,0.14160,3.04690,29.53850,21.43910,-4.24420,1.76730,4.93240,3.13430,1.98170,1.92690
2022-01-31,0.68940,0.72850,3.09540,90.71320,11.77150,11.77150,8.80800,7.34690,0.14070,1.69190,53.19470,10.48290,-2.73930,1.03400,2.84620,3.89090,3.2536,3.2266
2021-10-31,0.80900,0.67240,2.05230,90.40850,17.14030,17.14030,16.69630,12.16700,0.13200,1.94040,46.38280,10.70400,-4.89720,1.60590,3.50680,5.81840,1.2207,1.1576
2021-07-31,0.50070,0.55240,1.23390,90.00000,13.96230,13.96230,13.11320,10.84910,0.14280,2.96250,30.37920,8.66090,-4.18840,1.54970,3.87700,6.03960,0.9099,0.8379
2021-04-30,0.48090,0.59210,1.45150,90.69770,13.54900,13.54900,13.24570,15.77350,0.13550,3.03280,29.67540,13.82490,-6.16720,2.13750,5.63930,5.12880,1.51350,1.42340
2021-01-31,0.80670,0.62900,1.69570,91.28180,17.74440,17.74440,16.46460,87.69250,0.14280,1.61590,55.69570,94.38630,-46.96700,12.51820,35.01360,4.39660,2.964,2.8579
2020-10-31,0.83220,0.95940,23.61620,91.21170,17.63970,17.63970,16.39020,13.88070,0.16020,1.76240,51.06680,190.76430,-5.33000,2.22390,7.74960,0.31520,1.6236,1.5296
2020-07-31,0.84130,0.96050,24.31060,91.14010,16.00040,16.00040,14.12770,10.75460,0.15890,1.86310,48.30690,145.91370,-4.00360,1.70860,5.76490,0.30690,0.4044,0.2842
2020-04-30,0.78510,1.09300,-11.75850,90.75310,14.74540,14.74540,10.21790,7.50820,0.15980,2.48440,36.22560,-47.80730,-2.52250,1.19950,4.44370,-0.63460,1.47900,1.38910
2020-01-31,0.82610,1.09300,-14.98780,90.74830,14.87830,14.87830,13.71070,14.65580,0.14550,1.37870,65.28080,-94.75190,-4.96420,2.13290,8.81020,-0.63400,3.1293,3.0668
2019-10-31,0.60090,1.15330,-10.14400,90.56600,13.12450,13.12450,11.43940,7.91500,0.16730,1.61960,55.56780,-38.89210,-2.47560,1.32430,5.96170,-0.77940,1.25,1.2061
2019-07-31,0.55980,1.16250,-9.46470,90.02260,9.26210,9.26210,8.34590,5.04520,0.16350,2.29360,39.23950,-20.68970,-1.48140,0.82500,3.36260,-0.88480,0.9734,0.9077
2019-04-30,0.64050,1.14280,-8.00370,88.75600,3.37190,3.37190,1.16930,-3.29030,0.15300,2.74340,32.80630,9.86550,0.86810,-0.50330,-1.40860,-1.11690,1.00730,0.94030
2019-01-31,0.70400,1.11240,-9.89900,89.55650,5.46590,5.46590,4.47580,8.77530,0.15590,1.55450,57.89640,-30.67810,-2.33800,1.36810,3.44740,-0.96130,1.423,1.3426
2018-10-31,0.80080,1.27070,-4.69350,89.06040,2.22420,2.22420,1.74010,-3.58600,0.17510,2.13880,42.07900,7.00560,1.18300,-0.62790,-1.89680,-1.54470,0.1792,0.121
2018-07-31,0.83480,1.17950,-6.56950,88.58920,-4.03790,-4.03790,-3.82540,-6.44110,0.15960,2.60960,34.48750,16.30800,2.04780,-1.02790,-2.92810,-1.10510,0.1978,0.1067
2018-04-30,0.91650,1.08820,-12.33750,88.06930,-9.87680,-9.87680,-11.39490,-14.71690,0.14310,2.70880,33.22560,64.07460,4.69090,-2.10670,-5.65160,-0.58680,-0.07730,-0.15370
2018-01-31,0.88450,1.19250,-6.19530,86.80030,-32.84580,-32.84580,-35.80720,-31.32900,0.13460,1.26380,71.21340,67.77340,9.11570,-4.21770,-13.04510,-1.17270,0.3611,0.3091
2017-10-31,1.06970,0.93660,14.77540,84.96020,-19.40620,-19.40620,-21.57970,-23.24860,0.12410,1.67410,53.75900,-111.64950,7.92700,-2.88540,-7.07750,0.48710,-0.2326,-0.2914
2017-07-31,1.22420,0.83400,5.02350,85.13350,-21.44280,-21.44280,-25.18930,-28.69670,0.11530,1.88930,47.63650,-45.64180,11.01680,-3.30730,-7.57740,1.43940,-0.3299,-0.411
2017-04-30,1.04400,0.68250,2.93540,83.89950,-24.62430,-24.62430,-24.99490,-26.68310,0.10960,2.09810,42.89690,-25.50680,11.74230,-2.92460,-8.09750,2.30540,0.20550,0.16640
2017-01-31,1.12590,0.59820,2.03200,82.68590,-34.89980,-34.89980,-35.12950,-36.21550,0.09980,1.05860,85.01880,-23.63690,19.85800,-3.61390,-9.49820,3.33000,0.0688,0.0203
2016-10-31,1.45980,0.58420,1.40480,83.35380,-24.48940,-24.48940,-26.40930,-29.16670,0.10140,1.88450,47.75740,-13.46410,25.93540,-2.95700,-5.59890,4.76550,0.0373,-0.0647
2016-07-31,1.59430,0.52790,1.11830,84.54690,-11.42180,-11.42180,-13.25590,-17.83190,0.10910,1.79440,50.15620,-7.37400,29.55160,-1.94560,-3.48120,6.00150,-0.0767,-0.1681
2016-04-30,1.78300,0.50900,1.03660,81.94960,-29.24400,-29.24400,-29.94730,-32.76030,0.09830,1.99650,45.07910,-11.67910,78.14540,-3.22150,-5.73470,6.39160,0.73260,0.63320
2016-01-31,1.88130,0.47880,0.91860,85.36170,-1.49620,-1.49620,-3.16210,-5.73810,0.11750,0.99190,90.73580,-2.29690,-269.56910,-0.67450,-1.19720,7.21750,0.7485,0.6136
2015-10-31,2.09540,0.46180,0.85790,84.82830,-2.46750,-2.46750,-3.75130,-7.30240,0.11490,1.65550,54.36310,-2.52730,-30.84500,-0.83910,-1.36020,7.69160,0.3623,0.308
2015-07-31,2.20720,0.43860,0.78130,84.74160,0.70550,0.70550,0.14770,-44.06890,0.11410,1.54660,58.19360,-14.12120,-75.64070,-5.02830,-7.92730,8.40900,0.3478,0.2705
2015-04-30,1.84290,0.25150,0.33600,85.80050,3.32560,3.32560,3.37200,2.95440,0.13540,2.04590,43.99070,0.85870,2.87870,0.39990,0.64270,9.77110,0.37330,0.31940
2015-01-31,1.90790,0.25090,0.33490,86.53330,2.10650,2.10650,-1.06830,1.73040,0.13540,1.44820,62.14420,0.51820,1.69990,0.23420,0.38820,9.77620,1.1014,1.0356
2014-10-31,2.06040,0.24770,0.32930,86.08410,2.36250,2.36250,1.87700,1.73140,0.13050,1.64490,54.71360,0.47170,1.53470,0.22590,0.35480,9.97050,0.5927,0.4696
2014-07-31,2.11700,0.24650,0.32710,86.20310,7.83240,7.83240,6.73360,4.91290,0.13550,1.74400,51.60420,1.37080,4.25790,0.66550,1.03290,10.04860,0.4107,0.3373
2014-04-30,2.31550,0.24600,0.32620,86.71730,7.12240,7.12240,6.00840,4.77640,0.12750,1.83270,49.10890,1.23650,3.02250,0.60880,0.93240,10.04400,0.94430,0.88170
2014-01-31,2.64580,0.24810,0.33000,87.74290,8.81350,8.81350,9.59770,9.18850,0.12770,1.38450,65.00680,2.38340,4.53510,1.17300,1.79190,9.97570,0.7854,0.7474
2013-10-31,2.65570,0.25660,0.34520,87.91430,12.26590,12.26590,12.46400,10.37460,0.12850,1.82570,49.29580,2.66430,4.85950,1.33290,1.98070,9.58290,0.4013,0.3463
2013-07-31,2.54890,0.26670,0.36370,87.92950,14.88340,14.88340,14.56290,10.98450,0.13300,1.84830,48.69330,3.00810,5.68770,1.46090,2.20590,9.19780,0.2903,0.2162
2013-04-30,2.56290,0.26350,0.35780,88.16620,14.27070,14.27070,12.72790,9.74750,0.13300,1.99580,45.09470,2.66730,4.96610,1.29610,1.96450,9.27270,0.97730,0.86480
2013-01-31,2.44550,0.26740,0.36490,89.78410,13.93970,13.93970,14.18690,12.27550,0.14090,1.22580,73.42070,3.64620,6.79930,1.72920,2.67140,9.13770,0.6579,0.6089
2012-10-31,1.75030,,0.05450,89.43430,6.27740,6.27740,6.25910,5.36500,0.15980,1.86840,48.16970,1.45700,2.63110,0.85730,1.45700,8.98040,0.6935,0.6206
2012-07-31,2.11080,,,89.48480,16.33550,16.33550,16.19480,11.35920,0.16850,1.57360,57.19360,3.14920,5.20670,1.91360,3.14920,9.04050,0.4666,0.3942
2012-04-30,2.18400,,,90.01020,15.97010,15.97010,16.56470,13.40470,0.17740,1.95810,45.96330,3.85760,6.12770,2.37870,3.85760,8.90420,0.59500,0.54590
2012-01-31,1.98710,,,90.29370,15.49640,15.49630,15.68200,12.15390,0.18350,1.49940,60.02530,3.82390,6.45220,2.23060,3.82390,8.33510,0.7317,0.6728
2011-10-31,2.08780,,,89.13600,16.44190,16.44190,16.64240,13.27010,0.18260,2.11650,42.52280,3.98360,6.72080,2.42260,3.98360,8.05780,0.6251,0.5822
2011-07-31,2.15060,,,89.49300,17.38970,17.38970,17.24330,13.03310,0.18370,1.83940,48.92920,3.97970,6.40120,2.39430,3.97970,7.81860,0.5599,0.4895
2011-04-30,2.11400,,,89.66500,14.87790,14.87790,15.99470,13.11760,0.18200,1.94940,46.16700,3.95730,6.40070,2.38780,3.95730,7.58250,0.54150,0.44370
2011-01-31,1.97090,,,90.82810,13.56830,13.56830,13.83360,11.67330,0.18930,1.65730,54.30360,3.82780,6.17230,2.20980,3.82780,7.08940,0.739,0.696
2010-10-31,2.00190,,,89.82590,14.51650,14.51650,15.04090,11.24400,0.18470,1.98540,45.33040,3.44450,5.69550,2.07660,3.44450,6.84320,0.4982,0.4679
2010-07-31,1.96020,,,89.76310,16.87820,16.87820,16.89930,12.66920,0.18720,2.04680,43.97210,3.92580,6.60780,2.37230,3.92580,6.71320,0.479,0.4562
2010-04-30,1.96060,,,89.19090,10.70380,10.70380,9.98740,7.77500,0.18970,2.17610,41.35900,2.43710,4.12890,1.47500,2.43710,6.59840,0.59290,0.56820
2010-01-31,1.95970,,,90.26530,12.27800,12.27800,12.87000,10.98440,0.18640,1.64420,54.73800,3.40010,5.94590,2.04720,3.40010,6.43730,0.5429,0.5361
2009-10-31,2.05180,,,89.20610,6.30850,6.30850,7.67570,7.07600,0.18010,1.93280,46.56510,2.06050,3.63170,1.27410,2.06050,6.23240,0.1997,0.1746
2009-07-31,1.91520,,,87.92480,0.65080,0.65080,3.22970,2.53070,0.17950,1.85310,48.56830,0.75810,1.37630,0.45430,0.75810,6.02920,0.2009,0.1562
2009-04-30,1.90990,,0.00160,87.71720,-4.55610,-4.55610,-4.55610,-7.53880,0.18760,1.86260,48.31850,-2.41630,-4.56740,-1.41440,-2.41630,5.81630,0.11980,0.05990
2009-01-31,1.73480,,0.03970,90.09800,-27.31730,-27.31730,-27.68480,-21.49860,0.20230,1.54760,58.15640,-8.03390,-16.07880,-4.35000,-8.03390,5.78930,2.5811,2.2403
