,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,3.01500,0.37560,0.60250,45.02730,31.83590,31.83590,31.30090,27.82550,0.27480,0.60190,1.29670,69.40850,17.68300,22.59440,7.64590,11.04080,61.33270,8.4181,7.2133
2022-09-30,2.69380,0.40260,0.67500,46.05400,33.46080,33.46080,32.61150,28.10100,0.27100,0.62780,1.11040,81.05370,19.23600,24.63670,7.61640,11.49080,54.35470,8.67000,7.64920
2022-06-30,2.69130,0.44330,0.79730,45.31310,31.91320,31.91320,29.31480,26.07960,0.26960,0.63910,1.07460,83.75340,19.25560,25.93500,7.03050,10.72050,45.83590,3.0798,2.1978
2022-03-31,2.83400,0.45350,0.83110,44.73990,29.35900,29.35900,27.94530,25.16440,0.24480,0.64490,1.09670,82.06270,16.95480,23.22510,6.15940,9.26600,43.44760,5.5511,4.4927
2021-12-31,3.13290,0.43510,0.77120,46.79680,31.65990,31.65990,32.08580,28.26930,0.25330,0.73150,1.24210,72.45900,18.45070,24.51420,7.16090,10.42250,46.16490,10.2026,9.2168
2021-09-30,3.26900,0.46160,0.85830,45.92330,31.87930,31.87930,31.20890,27.40750,0.27650,0.81040,1.26710,71.03000,20.27040,28.05520,7.57920,10.91450,41.33230,3.20820,2.25150
2021-06-30,3.30300,0.45290,0.82990,46.20310,31.74600,31.74600,31.57310,27.61420,0.26080,0.82920,1.36970,65.70980,18.99160,25.98720,7.20270,10.38940,42.29580,9.8084,9.0967
2021-03-31,3.13430,0.48150,1.08230,46.26540,31.06590,31.06590,30.14790,27.83830,0.25170,0.81010,1.36970,65.70660,19.92850,28.62750,7.00770,10.33260,37.68980,8.1176,7.4885
2020-12-31,3.19350,0.47540,1.05750,46.40290,29.21460,29.21460,28.34830,25.14960,0.22490,0.78860,1.19170,75.52510,15.77960,22.47590,5.65520,8.27750,38.46620,2.402,1.7671
2020-09-30,3.30950,0.47930,1.07410,47.40770,30.24990,30.24990,29.02890,25.91850,0.21100,0.78150,1.37070,65.66190,15.17740,21.78930,5.46890,7.90340,37.52250,4.36350,3.93690
2020-06-30,3.43200,0.48950,1.12100,45.85940,27.06870,27.06870,26.79820,24.95370,0.19180,0.79550,1.33130,67.60320,13.44020,19.73290,4.78520,6.86080,35.66680,5.3984,5.0657
2020-03-31,4.46830,0.52580,1.11810,46.61270,27.72440,27.72440,25.14330,22.95800,0.19350,0.79810,1.14260,78.76430,12.63490,19.94090,4.44240,5.99160,31.33980,3.7213,3.3658
2019-12-31,3.29560,0.46150,1.00010,45.66070,26.57290,26.57290,26.03390,19.91520,0.21680,0.91840,1.27240,70.73510,11.64650,18.77920,4.31850,6.27160,31.00990,2.0636,1.6491
2019-09-30,3.59470,0.43210,0.89040,45.32900,24.81620,24.81620,24.22850,21.50710,0.17550,0.79820,1.32410,67.97100,9.35520,14.16510,3.77360,5.31300,34.36810,3.07960,2.81910
2019-06-30,3.60950,0.44730,0.95060,45.77820,26.13500,26.13500,25.81030,22.94750,0.19670,0.83130,1.62220,55.48020,11.47130,17.93080,4.51470,6.34000,32.70240,5.3181,4.9251
2019-03-31,3.36550,0.41580,0.89230,44.04740,23.18600,23.18600,24.02780,22.44280,0.18910,0.84130,1.60220,56.17130,10.24890,15.06700,4.24490,5.98730,35.63360,6.1396,5.6338
2018-12-31,3.39470,0.23690,0.34240,45.38970,27.36700,27.36700,26.15200,22.54970,0.23430,0.80880,1.34990,66.67360,9.73840,13.85790,5.28260,7.43160,37.94060,4.0462,3.3865
2018-09-30,2.66050,0.25120,0.43770,45.40280,25.38950,25.38950,25.37330,22.88420,0.21270,0.67900,1.26200,71.31620,9.91070,14.75790,4.86750,7.42150,35.08600,4.35670,4.01740
2018-06-30,2.90450,0.21540,0.36730,47.32700,30.55720,30.55720,30.65170,32.66700,0.25050,0.87760,1.43590,62.67710,15.51880,21.37500,8.18260,12.17590,41.94000,3.9138,3.4792
2018-03-31,2.64050,0.20560,0.46560,46.01180,28.61270,28.61270,26.68290,26.92840,0.21170,0.92220,1.38870,64.80960,11.31310,15.39700,5.69990,8.98710,41.95020,5.2717,5.092
2017-12-31,2.47110,0.22200,0.50870,46.71270,28.57120,28.57120,28.44910,-0.38570,0.19990,0.91230,1.13240,79.47640,-0.15870,-0.22590,-0.07710,-0.12350,39.34470,0.837,0.2653
2017-09-30,3.30940,0.19490,0.32850,46.37930,27.97350,27.97350,27.75150,23.83600,0.19990,1.00040,1.61890,55.59350,7.97350,10.73240,4.76420,6.41940,45.68890,4.66780,4.34110
2017-06-30,3.09900,0.20350,0.38550,45.58650,25.92590,25.92590,25.73640,22.44970,0.19340,1.03490,1.40130,64.22680,7.53400,10.14180,4.34240,6.00100,43.20540,4.019,3.8318
2017-03-31,3.21970,0.20430,0.38760,45.09780,24.99630,24.99630,24.63240,26.68130,0.18140,1.04360,1.31660,68.36050,8.30350,11.29940,4.83960,6.60690,42.21140,2.2436,2.0088
2016-12-31,3.19930,0.21150,0.41360,44.98740,23.36650,23.36650,20.44340,17.68000,0.16340,1.01630,1.31970,68.19730,5.04760,7.05150,2.88850,3.97990,40.60810,2.1511,1.9567
2016-09-30,3.86080,0.34590,0.67810,43.87340,19.35450,19.35450,17.93610,16.16220,0.12920,0.98350,1.26510,71.13890,4.13060,5.89590,2.08790,2.70170,39.49980,2.62880,2.39560
2016-06-30,3.81020,0.35630,0.70890,45.19190,19.99920,19.99930,18.23700,16.74610,0.12610,0.87200,1.22510,73.46310,4.24350,6.23820,2.11130,2.73140,38.09010,2.3958,2.5589
2016-03-31,2.96370,0.19330,0.40640,43.47350,14.51640,14.51640,12.24600,10.91670,0.13110,0.79450,1.06260,84.69620,2.44330,3.70500,1.43100,1.97090,36.85140,1.0458,0.7822
2015-12-31,3.00060,0.19690,0.41510,43.94910,16.75400,16.75400,14.65410,15.64190,0.14620,0.90820,1.30800,68.80690,3.89150,6.04160,2.28690,3.12530,36.13560,1.6924,1.5307
2015-09-30,2.85550,0.20190,0.42800,45.14650,20.96370,20.96370,19.26870,18.04200,0.16680,0.95750,1.46940,61.25130,5.21380,8.34170,3.00880,4.16120,35.02080,2.57490,2.29130
2015-06-30,2.38310,0.15780,0.44170,43.30710,12.89590,12.89580,11.52190,8.86150,0.15820,0.89030,1.35460,66.44010,2.45600,4.06500,1.40180,2.06850,33.71550,1.6568,1.2982
2015-03-31,3.49340,0.28300,0.49680,43.10540,17.22240,17.22240,16.40500,14.80520,0.15080,0.86200,1.33100,67.61630,4.04710,7.22770,2.23290,2.90190,32.16110,1.0714,0.8934
2014-12-31,2.87640,0.16840,0.30640,43.55130,15.31690,15.31690,14.52170,14.35920,0.15190,0.76150,1.30530,68.94860,3.53850,6.50890,2.18160,2.94270,31.39120,0.911,0.5643
2014-09-30,2.93250,0.17070,0.31200,43.86960,14.60450,14.60450,14.11440,12.24270,0.14600,0.79310,1.33310,67.50990,2.88470,5.49270,1.78720,2.39230,30.68480,0.79700,0.56060
2014-06-30,3.02380,0.16590,0.30200,44.60580,17.28460,17.28470,23.18220,18.68960,0.15620,0.93420,1.55980,57.69990,4.64030,8.74320,2.91990,3.87040,30.98080,1.364,1.9048
2014-03-31,2.88280,0.17150,0.31460,43.24600,15.63780,15.63780,14.83490,13.39390,0.15920,0.97110,1.49980,60.00940,3.41970,6.85450,2.13300,2.83330,29.67680,1.6916,1.4488
2013-12-31,2.79070,0.17480,0.32250,43.70630,14.73700,14.73700,14.39320,13.34980,0.14770,0.94970,1.22680,73.36050,3.19310,6.73250,1.97190,2.63490,28.77300,0.7505,0.6536
2013-09-30,2.79730,0.17830,0.33090,42.54510,10.38440,10.38440,8.97940,8.42370,0.13920,0.94860,1.42260,63.26450,1.88870,4.18660,1.17290,1.55190,27.90870,0.30300,0.16430
2013-06-30,2.70120,0.17860,0.33210,41.97130,8.77070,8.77070,7.52850,8.69050,0.13600,1.02320,1.63650,54.99430,1.90930,4.36760,1.18210,1.56830,27.56060,0.9171,0.6881
2013-03-31,4.58160,0.22180,0.28540,40.22020,1.28050,1.28050,-0.59350,2.24820,0.11820,0.92670,1.55300,57.95320,0.41820,0.95980,0.26580,0.32550,28.07260,0.6767,0.4576
2012-12-31,4.65960,0.21510,0.27430,36.63830,0.46950,0.46950,-1.08590,0.74430,0.11690,1.02870,1.45680,61.77730,0.13640,0.30680,0.08700,0.10710,28.31900,1.1872,0.9536
2012-09-30,4.88080,0.20330,0.25550,36.81670,1.84280,1.84280,0.74700,0.30520,0.11740,1.00890,1.41650,63.53540,0.05520,0.11680,0.03580,0.04400,28.58230,1.37010,1.12850
2012-06-30,3.09410,0.15650,0.28510,40.20050,4.40410,4.40410,3.07100,2.43580,0.09270,0.70100,0.96870,92.91230,0.35210,0.73900,0.22570,0.29700,27.49330,0.6587,0.3833
2012-03-31,5.25420,0.22450,0.29050,40.54060,8.81960,8.81960,8.27820,6.92060,0.15710,1.04170,1.39680,64.43450,1.74790,1.89550,1.08760,1.35540,21.78370,1.2089,0.9778
2011-12-31,5.41240,0.23320,0.30530,40.21120,8.14170,8.14170,6.80860,5.68720,0.14680,0.93570,1.26340,71.23840,1.34860,1.47270,0.83490,1.03410,20.60180,1.4167,1.2148
2011-09-30,5.27190,0.23720,0.31290,41.72080,14.60810,14.60810,12.83380,10.55760,0.17440,1.00060,1.30040,69.20800,3.00590,3.29870,1.84150,2.29280,19.57170,0.70050,0.57370
2011-06-30,4.80830,0.23020,0.30090,45.00610,18.90790,18.90790,18.22560,16.74530,0.18550,1.04280,1.27340,70.67800,5.09860,5.58880,3.10640,3.92500,19.98600,1.5966,1.3184
2011-03-31,3.55530,0.00680,0.00870,46.22730,24.34790,24.34790,24.55350,22.52420,0.25700,1.22300,1.26860,70.94610,7.84450,8.66980,5.78820,7.79100,18.72950,1.9139,1.6303
2010-12-31,3.15960,0.00790,0.00990,46.79300,27.69040,27.69040,27.80960,25.47980,0.29680,1.38760,1.26300,71.25880,10.64170,11.93350,7.56360,10.55800,16.91450,1.494,1.2011
2010-09-30,3.13430,0.00790,0.01080,46.82200,27.79520,27.79520,27.67370,24.03900,0.30380,1.26660,1.52950,58.84460,10.26830,11.70580,7.30400,10.18690,15.35480,2.04270,1.88990
2010-06-30,3.14440,0.00990,0.01280,46.23140,22.39600,22.39600,22.90530,20.13510,0.27950,1.17390,1.39090,64.70710,7.91780,9.14280,5.62830,7.83950,14.03880,1.2964,1.2017
2010-03-31,3.00870,0.01220,0.01570,46.28450,23.56220,23.56220,23.81760,19.01200,0.27220,1.20760,1.21260,74.21880,7.31560,8.58320,5.17570,7.22630,13.04730,0.8509,0.7665
2009-12-31,3.22290,0.02170,0.02940,45.40190,18.75050,18.75050,18.73860,14.28110,0.22300,1.10230,1.15860,77.67980,4.39010,5.20780,3.18440,4.29490,12.43660,0.5689,0.5158
2009-09-30,3.68180,0.02320,0.03140,42.20240,9.18290,9.18290,9.06740,5.27300,0.15970,0.83660,0.97790,92.03650,1.11700,1.34490,0.84190,1.09100,11.82390,0.02110,-0.02450
2009-06-30,3.23790,0.02740,0.03180,31.11490,-29.93420,-29.93420,-28.61680,-40.63570,0.10930,0.64270,0.85870,104.80450,-6.08980,-7.42180,-4.43960,-5.92310,11.48400,-0.4627,-0.5092
2009-03-31,3.38780,0.02590,0.03010,20.93610,-111.90970,-111.90970,-104.17120,-113.73010,0.08580,0.52900,0.88610,101.57430,-13.19530,-16.06130,-9.75460,-12.85370,11.96370,-0.1594,-0.4654
