,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.27530,0.33940,0.51380,42.39470,16.84950,16.84950,15.03450,12.47460,0.09380,0.19780,454.93700,4.54280,11.12720,1.17000,3.00090,17.84680,0.9957,0.8596
2022-09-30,1.27480,0.33570,0.50540,43.55830,16.33070,16.33070,23.05000,19.42740,0.08960,0.19170,469.49610,6.56340,15.91670,1.74000,4.35990,17.66700,1.6857,1.5281
2022-06-30,1.22520,0.34030,0.51590,40.81690,11.22540,11.22540,0.72000,-5.01030,0.08750,0.17870,503.66150,-1.72510,-4.47510,-0.43820,-1.13800,17.09950,1.2788,1.1275
2022-03-31,1.19140,0.28520,0.39910,42.61920,10.96710,10.96710,9.70230,7.85130,0.08550,0.17110,526.08980,2.47050,6.32460,0.67150,1.76580,17.74590,1.05970,0.89930
2021-12-31,1.22180,0.27030,0.37050,44.57940,15.17780,15.17780,10.20530,11.57850,0.09130,0.18730,480.58540,3.68670,8.95870,1.05670,2.69010,18.60190,1.032,0.8535
2021-09-30,1.29820,0.26460,0.35980,46.03690,16.87160,16.87160,18.84500,17.58330,0.08290,0.17250,521.77290,4.92080,9.26530,1.45840,3.61860,18.81600,1.2724,1.0833
2021-06-30,1.28990,0.29970,0.42790,48.47710,18.06670,18.06670,21.73770,18.98040,0.08450,0.17150,524.63450,5.66370,11.36170,1.60400,3.96650,17.79150,1.1062,0.8981
2021-03-31,1.29250,0.31500,0.46000,49.17950,17.27170,17.27170,14.45380,18.18330,0.08320,0.16620,541.47690,5.64270,11.68760,1.51270,3.86500,16.55960,1.47730,1.29160
2020-12-31,1.32640,0.30820,0.44550,47.62920,15.74560,15.74560,30.39570,25.62130,0.08690,0.17990,500.25340,7.81040,15.86030,2.22650,5.40310,17.11860,1.4519,1.2604
2020-09-30,1.38180,0.32540,0.48240,48.43380,17.89710,17.89710,20.95620,18.70310,0.08320,0.17600,511.28040,5.51090,12.35780,1.55680,3.71760,15.80800,1.0906,0.8893
2020-06-30,1.37860,0.33560,0.50520,48.56490,18.07640,18.07640,34.19500,29.08190,0.08330,0.17850,504.26350,8.65190,20.92450,2.42220,5.74800,15.07590,1.4976,1.3354
2020-03-31,1.39110,0.33230,0.49760,40.90520,8.61840,8.61840,5.69510,1.81900,0.08510,0.19880,452.70900,0.52460,1.52230,0.15480,0.35030,13.64960,1.19920,1.12570
2019-12-31,1.43000,0.22680,0.29330,44.93050,16.10560,16.10560,17.21430,10.21970,0.09660,0.21610,416.56520,2.99490,5.10110,0.98770,2.31570,14.43220,0.6515,0.5051
2019-09-30,1.43310,0.23150,0.30120,44.47240,15.92050,15.92050,11.05530,10.55280,0.08720,0.19090,471.33850,2.80290,4.77470,0.91990,2.15410,14.04000,0.921,0.7899
2019-06-30,1.22070,,0.15480,45.55170,16.37630,16.37630,21.90480,19.11730,0.08900,0.17970,500.73870,5.09940,8.94180,1.70070,5.09940,13.71200,0.9898,0.8725
2019-03-31,1.21850,,0.13190,44.81590,12.54850,12.54850,17.36920,16.15800,0.08920,0.17830,504.65840,4.40060,8.16100,1.44120,4.40060,12.93260,0.86450,0.68100
2018-12-31,1.27250,,0.12990,45.69330,14.15050,14.15050,16.23280,13.81920,0.09750,0.20740,433.92100,3.79570,7.05570,1.34770,3.79570,13.10560,0.9281,0.746
2018-09-30,1.27590,,0.13230,45.39780,13.30440,13.30440,14.47190,11.83820,0.08420,0.17240,522.03910,2.88460,5.20470,0.99720,2.88460,12.83110,3.8943,3.7075
2018-06-30,1.37790,,0.13320,47.26470,14.83020,14.83020,15.78950,13.63750,0.09250,0.19810,454.34010,3.50220,4.97960,1.26210,3.50220,12.68500,0.0197,-0.1469
2018-03-31,1.35110,,0.20490,47.84260,14.49120,14.49120,14.87110,13.86700,0.08710,0.18980,474.30120,3.49020,5.02710,1.20740,3.49020,12.37620,-0.28680,-0.43300
