,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.30940,0.44810,23.64040,23.64040,14.15570,8.08600,0.01890,-1.00750,-1.00750,-0.64300,-0.69570,132.79000,2.478,-5.9279
2022-09-30,0.33130,0.49540,23.30460,23.30460,9.04810,51.74480,0.01920,1.80480,1.80480,1.11570,1.20690,130.64670,2.2442,-1.7281
2022-06-30,0.33430,0.50220,25.16530,25.16530,14.78230,41.82900,0.01940,0.46530,0.46530,0.28630,0.30970,126.67550,2.0764,-1.4087
2022-03-31,0.33810,0.51080,24.73670,24.73670,-19.12190,-24.65590,0.01870,-0.58200,-0.58200,-0.35740,-0.38520,124.96900,1.20790,-15.03860
2021-12-31,0.31610,0.46220,20.85170,20.85170,-5.20990,13.08060,0.01910,-0.12610,-0.12610,-0.07940,-0.08630,120.36920,1.832,-13.3581
2021-09-30,0.35320,0.54620,24.27910,24.27910,22.23190,18.48700,0.01920,0.73370,0.73370,0.43570,0.47450,110.64720,1.9253,-5.7553
2021-06-30,0.35350,0.54670,27.02650,27.02650,79.37700,74.67600,0.01890,2.50160,2.50160,1.49720,1.61740,107.29520,1.5533,-8.5285
2021-03-31,0.36640,0.57820,26.47750,26.47750,4.00480,1.27270,0.01900,0.15410,0.15410,0.09020,0.09760,101.40680,1.54010,-15.24250
2020-12-31,0.36020,0.56310,25.12570,25.12570,64.07830,94.45900,0.02030,2.25610,2.25610,1.32750,1.44340,98.26930,1.3427,-1.753
2020-09-30,0.38830,0.63480,35.01660,35.01660,16.59230,14.55410,0.02490,0.77730,0.77730,0.43720,0.47550,92.44400,2.471,-8.8203
2020-06-30,0.40490,0.68040,25.91630,25.91630,55.74040,51.85880,0.02180,2.20280,2.20280,1.21360,1.31090,88.76800,1.5927,-2.835
2020-03-31,0.40120,0.67010,23.49460,23.49460,7.68190,3.82800,0.02230,0.28140,0.28140,0.15570,0.16850,87.69090,1.57050,-5.45750
2019-12-31,0.40030,0.66750,28.41410,28.41410,53.10400,49.21170,0.02220,2.12770,2.12770,1.17480,1.27600,84.05780,1.5682,-11.3756
2019-09-30,0.42940,0.75270,28.30690,28.30690,-9.22010,-12.74650,0.02290,-0.40480,-0.40220,-0.21110,-0.22950,79.09590,1.7438,-6.3236
2019-06-30,0.43070,0.75660,28.69980,28.69980,23.31890,20.41700,0.02330,1.04490,1.03780,0.54350,0.59080,75.01360,1.5342,-4.1186
