,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.91260,0.36730,0.58370,16.99390,-10.33150,-10.33150,-12.39140,-14.35470,0.12400,0.68350,1.63100,55.18190,-3.68140,-23.00160,-1.78070,-2.32920,37.97810,0.1101,-0.7044
2022-09-30,1.82660,0.36870,0.58400,26.25800,4.22910,4.22910,2.24840,0.72270,0.14540,0.71340,1.54250,58.34580,0.22300,1.42410,0.10510,0.14080,38.07230,0.01880,-0.98430
2022-06-30,1.80500,0.36490,0.57460,31.91250,12.41170,12.41170,11.28530,6.64750,0.17240,0.84740,1.61480,55.73320,2.46300,15.30250,1.14630,1.56420,38.79680,0.9336,0.0538
2022-03-31,2.08730,0.37160,0.59760,26.95730,7.39560,7.39560,5.98040,0.57060,0.17050,0.87410,1.86190,48.33830,0.20860,1.49610,0.09730,0.13110,38.28750,1.2475,0.3353
2021-12-31,1.93450,0.37000,0.60810,32.75400,15.04240,15.04240,13.36640,11.66980,0.18570,0.89110,1.76190,51.08010,4.69300,34.11980,2.16710,2.95680,38.39620,2.1196,1.1837
2021-09-30,2.09300,0.42130,0.75000,32.96380,15.40290,15.40290,13.93780,12.07680,0.19140,0.95540,2.06500,43.58350,5.36920,65.52100,2.31140,3.10730,36.53060,1.64870,0.87340
2021-06-30,2.00350,0.44150,0.81380,31.82930,13.71950,13.71950,12.11380,12.64230,0.18830,0.92750,2.17990,41.28660,5.80170,292.01880,2.38020,3.24040,34.80840,3.2542,2.2414
2021-03-31,2.00670,0.46590,0.89750,26.37180,7.66260,7.66260,6.01890,4.76190,0.16280,0.82700,2.17170,41.44310,1.98010,-30.97480,0.77530,1.05760,32.51310,0.3214,-0.1626
2020-12-31,2.01260,0.47470,0.92920,24.34690,4.00710,4.00710,2.15570,1.57240,0.15430,0.83420,2.15110,41.83870,0.63080,-7.39860,0.24260,0.33140,32.12090,1.3688,0.7087
2020-09-30,2.03320,0.48690,0.97870,23.04950,1.78480,1.78480,-0.07650,-1.52980,0.15440,0.89960,1.87030,48.12090,-0.62660,4.79620,-0.23620,-0.32150,31.50000,1.19800,0.10890
2020-06-30,2.05360,0.49300,1.00250,25.26240,6.08820,6.08820,4.31540,3.45230,0.16710,1.04360,1.80200,49.94400,1.54960,-10.15790,0.57670,0.78560,31.62580,0.6133,-0.1321
2020-03-31,1.91300,0.50270,1.04180,24.07190,3.66470,3.66470,1.10180,0.40720,0.16370,1.02560,2.11070,42.63950,0.18390,-0.87220,0.06660,0.09150,30.81000,0.4404,0.0382
2019-12-31,1.92480,0.50440,1.04840,22.08310,1.18090,1.18090,-0.94470,-3.28290,0.16370,1.05670,2.36400,38.07040,-1.48200,6.94650,-0.53750,-0.73440,31.36790,0.8567,0.323
2019-09-30,1.98230,0.51010,1.06750,18.76240,-3.19310,-3.19310,-5.86630,-6.83170,0.15370,0.99850,2.79010,32.25740,-2.88520,13.54270,-1.05020,-1.41340,32.10070,0.85470,0.36490
2019-06-30,2.22090,0.50690,1.05570,12.79580,-10.48430,-10.48430,-13.04350,-5.42100,0.13780,0.96530,3.01830,29.81840,-1.97650,10.82420,-0.74710,-0.97460,33.78640,0.5787,0.4487
2019-03-31,2.11350,0.50230,1.03630,15.75940,-10.72400,-10.72400,-12.98310,-15.81380,0.13650,0.89970,3.00410,29.95920,-5.68830,32.65880,-2.15880,-2.83100,34.86010,0.6709,-0.0777
2018-12-31,2.23950,0.48730,0.97270,24.66340,4.15780,4.15780,1.91350,-11.50480,0.15150,0.93060,2.46820,36.46350,-4.46300,37.17560,-1.74310,-2.28830,37.49830,1.6825,0.8983
2018-09-30,2.41070,0.49000,0.97960,33.09470,13.64360,13.64360,11.59510,10.16310,0.17520,1.07860,2.26590,39.71960,4.49230,-46.41240,1.78020,2.29100,39.35990,2.36580,1.43620
2018-06-30,2.38730,0.48810,0.96890,36.19310,16.47450,16.47450,14.24660,14.77430,0.17500,1.10900,2.32910,38.64180,6.55620,-61.76470,2.58590,3.35640,38.95610,2.8464,2.221
2018-03-31,2.38650,0.49500,0.99120,38.44010,18.23260,18.23260,-2.55340,1.21680,0.17280,1.15580,2.49280,36.10410,0.53980,-3.51590,0.21030,0.27260,37.79260,3.0298,2.3916
2017-12-31,2.55300,0.51100,1.06910,37.72490,17.89730,17.89730,14.50530,-15.42350,0.17880,1.45680,2.60040,34.61020,-7.30130,40.46210,-2.75800,-3.57070,37.95290,4.1183,3.2532
2017-09-30,2.64490,0.51630,1.08890,36.92340,17.46770,17.46770,13.70390,13.14420,0.16980,1.41960,2.46600,36.49680,5.64720,-43.68190,2.23240,2.73140,40.87800,3.70260,3.19610
2017-06-30,2.54510,0.53080,1.15180,34.71710,13.46550,13.46550,8.57080,5.78270,0.16220,1.35030,2.48560,36.20820,2.45230,-11.57500,0.93770,1.15060,38.83670,3.257,2.82
2017-03-31,2.39340,0.53920,1.18650,32.75970,11.29280,11.29280,6.53900,5.33450,0.15790,1.38690,2.38660,37.71130,2.24820,-7.93600,0.84220,1.03600,37.90720,3.2525,2.9267
2016-12-31,2.34980,0.54670,1.21810,31.36250,11.14980,11.14980,6.56710,4.80770,0.16870,1.60910,2.43910,36.89850,2.18970,-6.28010,0.81100,0.99260,37.26390,3.5581,3.0812
