,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.58750,1.42400,16.07960,16.07960,6.52240,5.74990,0.03530,0.64370,0.63640,0.22660,0.26250,12.10650,0.6047,0.2768
2022-06-30,0.58780,1.42580,13.74340,13.74340,1.53750,1.07670,0.03360,0.14020,0.13860,0.04880,0.05710,11.91020,0.742,0.4134
2022-03-31,0.61760,1.61490,13.40460,13.40460,4.18340,3.53040,0.03340,0.43620,0.43040,0.13670,0.16460,10.65600,0.50370,0.18760
2021-12-31,0.60910,1.55790,35.59390,35.59390,36.27140,33.42920,0.03230,3.67820,3.63080,1.17070,1.41940,10.92030,0.5964,0.2557
2021-09-30,0.63870,1.76800,10.05850,10.05850,5.93410,5.05590,0.03170,0.61840,0.60960,0.18310,0.22020,10.13190,0.4947,0.19
2021-06-30,0.66030,1.94360,11.49420,11.49420,4.06940,3.42480,0.03140,0.45410,0.44690,0.12640,0.15180,9.44990,0.6935,0.4128
2021-03-31,0.62560,1.67130,24.90370,24.90370,1.29150,0.67940,0.03150,0.11020,0.10850,0.03420,0.04060,10.16230,0.41610,0.20020
2020-12-31,0.60430,1.52720,29.18710,29.18710,9.66290,8.42670,0.03140,0.88840,0.87620,0.29620,0.34670,10.98600,0.5012,0.1943
2020-09-30,0.59600,1.47520,9.71310,9.71310,-8.71810,-8.48560,0.03250,-0.82760,-0.81650,-0.28500,-0.32990,11.31980,0.4735,0.2346
2020-06-30,0.58260,1.39590,29.86990,29.86990,20.70650,18.45660,0.03210,1.84250,1.81840,0.64920,0.75900,11.57340,0.6154,0.3581
2020-03-31,0.58410,1.40440,12.11710,12.11710,1.77430,1.29250,0.03320,0.16140,0.15930,0.05720,0.06620,11.79590,0.45890,0.26060
2019-12-31,0.58140,1.38890,14.69140,14.69140,34.52520,31.69370,0.03160,3.14790,3.10500,1.09210,1.29970,11.50530,0.6271,0.391
