,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.13340,0.43740,0.95380,21.50870,2.15930,2.15930,2.86030,1.65450,0.19540,1.03240,87.17330,1.23180,3.63960,0.33420,0.69300,21.71240,2.6835,2.4514
2022-09-30,1.13860,0.42810,0.91750,22.18170,2.43970,2.43970,1.51430,0.75720,0.20100,1.02860,87.50140,0.56730,1.87920,0.15790,0.32440,21.45710,0.9216,0.7293
2022-06-30,1.09450,0.43420,0.94630,20.96040,1.05210,1.05210,3.29110,2.75160,0.19880,1.00380,89.66010,2.04000,7.62960,0.55240,1.15430,21.96790,0.68670,0.24850
2022-03-31,1.08650,0.43060,0.92370,21.13270,2.71960,2.71960,19.93510,13.22360,0.19900,1.04000,86.54190,10.02790,39.05800,2.67640,5.70970,22.61920,1.0545,0.602
2021-12-31,1.11520,0.45440,0.97150,22.25480,3.52160,3.52160,4.05970,2.39670,0.20490,1.11420,80.77770,2.00510,11.55150,0.51120,1.09410,20.71680,2.7112,2.3553
2021-09-30,1.08290,0.46190,1.00490,23.31760,-3.97320,-3.97320,-6.15840,-4.66850,0.20020,1.05390,85.39610,-3.67890,-24.57290,-0.92970,-1.97970,20.15230,2.2271,1.8639
2021-06-30,1.01820,0.43320,0.91590,21.39580,1.27990,1.27990,10.23910,6.71340,0.19840,1.01470,88.69600,5.23580,32.82890,1.35140,2.96780,21.20610,-0.11140,-0.69910
2021-03-31,1.00710,0.45010,1.03840,18.79130,-3.78560,-3.78560,-18.08440,-18.19840,0.19900,1.05510,85.29990,-15.14700,-128.84620,-3.64820,-8.32900,20.84880,-1.0918,-0.9206
2020-12-31,1.10100,0.47590,1.04070,22.27150,-0.86290,-0.86290,46.12870,25.60630,0.18140,1.03830,86.68380,18.39870,88.95160,4.66700,9.64250,23.56620,-0.7459,-1.3144
2020-09-30,0.96310,0.62870,2.03490,21.76110,-1.60300,-1.60300,-6.71940,-5.35790,0.17740,1.08580,82.88540,-5.17790,205.00000,-0.95830,-1.92230,18.69050,1.8564,1.4128
2020-06-30,1.28620,0.67650,2.43140,19.39140,-3.50960,-3.50960,-4.99780,-4.55350,0.16140,1.05410,85.38210,-4.02670,7.49530,-0.71340,-1.30270,19.44970,0.46920,-0.07100
2020-03-31,1.13830,0.62840,1.93960,21.64070,-0.41540,-0.41540,-73.97720,-72.58570,0.18510,1.09630,82.09350,-68.25890,133.67700,-13.46230,-25.36770,20.23080,1.0353,0.4729
2019-12-31,0.93160,0.44560,0.97750,23.78010,3.92350,3.92350,2.52940,1.63310,0.16960,1.08700,82.79430,0.98890,-2.95860,0.30410,0.54820,35.90520,1.9265,1.5834
2019-09-30,0.94610,0.46460,1.03370,24.16000,4.45270,4.45270,-41.20800,-43.68170,0.16440,1.05200,85.54730,-23.84440,65.94950,-7.16560,-12.76560,34.70160,6.372,5.8439
2019-06-30,0.87710,0.41300,0.83840,25.93050,5.95090,5.95090,4.21270,3.33330,0.15010,0.93430,96.33130,1.49770,-4.14100,0.51570,0.87910,42.85980,-0.24540,-0.79190
2019-03-31,0.95910,0.31810,0.63220,27.34850,9.09090,9.09090,6.70450,5.18940,0.17850,1.01910,88.31250,2.31130,-14.89010,0.91630,1.57600,43.68070,2.6257,2.338
2018-12-31,1.00000,0.34490,0.66570,28.06100,8.76790,8.76790,9.05760,8.92240,0.17930,1.01610,88.57470,4.10360,-15.49720,1.61410,2.68800,42.07840,0.739,1.0158
2018-09-30,1.03540,0.31360,0.59360,29.82250,8.81710,8.81710,6.62280,5.22640,0.17360,1.01720,88.47400,2.18810,-11.86980,0.89680,1.50180,42.08290,1.6953,1.3688
2018-06-30,0.94650,0.28660,0.59710,26.78910,9.54180,9.54180,6.81560,4.90340,0.18140,1.00210,89.81260,1.95530,-9.10880,0.79310,1.39480,41.92420,1.27550,0.89870
2018-03-31,0.97650,0.30570,0.57890,26.80870,10.02870,10.02870,10.53010,10.02870,0.16460,1.01880,88.33990,3.80860,-333.54430,1.55360,2.64440,48.48690,1.9223,1.6668
2017-12-31,0.98790,0.32540,0.64690,25.80590,9.56040,9.56040,6.24540,14.21250,0.16260,0.97310,92.48900,5.34770,-17.45370,2.10230,3.60770,46.23310,1.7168,1.3245
2017-09-30,1.00030,0.33590,0.68160,29.02990,8.38070,8.38070,5.20810,4.69470,0.16440,0.96070,93.68050,1.63910,-4.40390,0.61790,1.08860,43.85650,3.4268,3.1431
2017-06-30,1.18340,0.33610,0.60360,17.70440,3.66690,3.66690,1.73800,3.03670,0.16770,0.90650,99.28190,0.87480,-3.29370,0.34600,0.58080,43.36780,1.79290,1.42330
2017-03-31,1.10070,0.50670,1.36800,24.93380,-1.74700,-1.74700,-9.89940,-7.83480,0.21810,1.14970,78.27950,-6.37120,9.30550,-1.59300,-3.14280,15.32920,-1.1499,-1.4423
2016-12-31,1.14760,0.50260,1.33230,29.73400,3.96450,3.96450,2.60820,1.61710,0.23090,1.17820,76.38500,1.68640,-2.70070,0.44570,0.83880,15.56190,3.8759,3.2993
2016-09-30,1.23140,0.51870,1.41940,27.15130,2.56550,2.56550,-0.05340,0.80170,0.21220,0.98840,91.05830,0.90320,-1.50000,0.23810,0.43470,16.51630,1.3233,0.4893
2016-06-30,1.23200,0.53290,1.45490,26.37310,1.96890,1.96890,-1.86530,-1.08810,0.21790,0.97330,92.47150,-0.89730,2.58730,-0.22580,-0.41910,15.88550,0.35980,-0.28060
2016-03-31,1.30830,0.48760,1.30120,19.20310,-8.52240,-8.52240,-10.34860,-6.97290,0.23360,0.98690,91.19540,-4.97050,17.62650,-1.30560,-2.54660,13.66080,0.5683,-0.3233
2015-12-31,1.49300,0.46200,1.20060,30.51430,6.51430,6.51430,4.45710,2.85710,0.21910,1.04790,85.88570,0.98970,16.54140,0.27540,0.53240,16.01390,1.8049,0.9165
2015-09-30,1.31630,0.36040,0.85690,29.11180,4.06880,4.06880,2.69340,9.79940,0.17430,0.82040,109.70200,3.05320,101.08700,0.92880,1.95300,21.99710,0.876,-0.2338
2015-06-30,1.35750,0.36160,0.86860,29.49000,4.82260,4.82260,3.99110,9.03550,0.17830,0.84970,105.91460,2.15660,24.62120,0.64250,1.37680,21.83220,2.56030,1.98030
2015-03-31,1.36250,0.35540,0.84920,15.28800,-8.27230,-8.27230,-22.40840,0.47120,0.18690,1.13560,79.25660,-4.41820,-12.09600,-1.28170,-2.84780,21.36580,2.3373,1.6573
2014-12-31,1.62570,0.39280,0.81190,19.34330,-17.70140,-17.70140,-19.80500,-16.11080,0.18300,0.80040,112.44230,-5.78240,-33.44830,-1.82110,-3.51130,23.79570,4.7618,4.0366
2014-09-30,1.68080,0.37320,0.74830,28.34420,8.92860,8.92860,7.95450,4.90260,0.29130,1.15620,77.84420,4.75930,20.09080,1.67410,2.98330,26.47840,1.524,0.6182
