,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.42600,0.74220,26.30460,28.23590,26.34570,18.50430,0.02790,7.50570,7.41690,0.58150,4.25710,54.87170,4.4225,4.4225
2022-06-30,0.37790,0.60730,31.99920,33.84120,29.92180,20.96810,0.02680,7.32210,7.24630,0.62960,4.50830,60.70930,0.719,0.719
2022-03-31,0.34000,0.51530,36.91170,38.57540,36.91170,26.90410,0.02760,8.08080,8.01340,0.81180,5.28840,72.60840,0.06900,0.06900
2021-12-31,0.30440,0.43770,16.64660,18.75490,35.83450,26.54220,0.02360,6.00060,5.95830,0.68880,4.14430,84.17380,0.5887,0.5887
2021-09-30,0.32460,0.48050,16.55630,19.11180,16.95360,12.93340,0.02160,2.66520,2.64550,0.29200,1.78690,78.55860,3.452,3.452
2021-06-30,0.34810,0.53400,2.37810,5.54260,1.37630,0.85200,0.01790,0.22580,0.22420,0.02510,0.14610,78.26160,2.4888,2.4888
2021-03-31,0.35930,0.56090,32.65530,35.02150,32.71070,26.76770,0.02470,6.23070,6.18310,0.67250,3.96140,73.96000,0.73040,0.73040
2020-12-31,0.35840,0.55860,-6.86230,-3.16250,-5.76680,-0.62010,0.01650,-0.02400,-0.02380,-0.00270,-0.01530,77.99710,0.4966,0.4966
2020-09-30,0.37180,0.59180,3.58090,7.28890,3.60040,2.74920,0.01770,0.45850,0.45510,0.05090,0.28590,74.99810,0.9732,0.9732
2020-06-30,0.38470,0.62530,-13.29290,-9.40830,-102.82040,-84.46150,0.01650,-12.45730,-12.36110,-1.36370,-7.60540,72.92260,0.3911,0.3911
2020-03-31,0.36410,0.57260,19.32420,21.78220,17.71100,12.06120,0.02830,2.69570,2.67450,0.32400,1.70070,71.80270,-0.66680,-0.66680
2019-12-31,0.34390,0.52430,9.61490,12.66190,8.76850,7.80360,0.02250,1.22490,1.21610,0.15620,0.79780,77.50240,-1.1507,-1.1507
2019-09-30,0.34330,0.52280,9.75690,12.45160,9.75690,5.01780,0.02460,1.45310,1.44270,0.18530,0.94740,77.52750,0.5511,0.5511
2019-06-30,0.35440,0.54900,14.74410,17.61010,14.62460,8.77320,0.02410,2.11980,2.10420,0.26630,1.35850,75.99130,-0.3197,-0.3197
2019-03-31,0.36550,0.57620,9.20040,12.00230,9.26460,5.25050,0.02430,1.52090,1.50900,0.18270,0.95740,71.39290,-1.11220,-1.11220
2018-12-31,0.37610,0.60270,-5.85990,-2.61940,-5.53340,-4.95220,0.02550,-0.97370,-0.97370,-0.11340,-0.60750,66.13020,-0.3905,-0.3905
2018-09-30,0.36890,0.58460,-13.28570,-10.44750,-13.29450,-10.96120,0.02280,-2.06160,-2.06160,-0.24170,-1.30100,66.89330,0.3285,0.3285
2018-06-30,0.35350,0.54670,10.80730,13.37800,10.76430,8.05610,0.02340,1.50650,1.50650,0.18740,0.97400,69.34730,0.6429,0.6429
2018-03-31,0.34670,0.53060,10.51060,12.87570,10.47640,8.00890,0.02350,1.49940,1.49940,0.19030,0.97960,70.57850,-1.01380,-1.01380
2017-12-31,0.32500,0.48150,5.80130,8.08070,6.92520,-52.71070,0.02540,-10.14950,-10.14950,-1.33830,-6.85070,73.08640,1.3513,1.3513
2017-09-30,0.29830,0.42510,-23.73420,-21.26630,-23.85330,-14.79870,0.02340,-2.34480,-2.34480,-0.34030,-1.64530,81.22550,-0.2236,-0.2236
2017-06-30,0.29970,0.42800,13.78180,16.11740,13.33390,9.03860,0.02500,1.49350,1.49350,0.22210,1.04580,82.27210,0.7523,0.7523
2017-03-31,0.29170,0.41180,13.66370,16.02280,13.67160,9.38090,0.02530,1.62190,1.62190,0.24210,1.14880,79.22400,-10.28140,-10.28140
2016-12-31,0.28680,0.40220,-51.14530,-48.80090,-26.55650,-23.37430,0.02610,-3.21370,-3.21370,-0.49570,-2.29190,77.21820,1.6194,1.6194
2016-09-30,0.26580,0.36200,4.62890,7.18840,5.73360,3.59420,0.02500,0.48560,0.48560,0.08410,0.35650,85.49810,1.0893,1.0893
2016-06-30,0.26910,0.36810,17.92990,20.10320,19.41050,12.99240,0.02890,2.13610,2.13610,0.37900,1.56140,83.62240,1.3379,1.3379
2016-03-31,0.26400,0.35870,24.39940,26.99720,-1.81680,-1.55360,0.02340,-0.17510,-0.17510,-0.03100,-0.12890,78.78130,-0.83700,-0.83700
2015-12-31,0.24480,0.32420,-42.51320,-40.31520,-21.19880,-13.31070,0.02780,-2.04970,-2.04970,-0.37220,-1.54780,75.55800,0.4093,0.4093
2015-09-30,0.23570,0.30840,1.82500,4.32850,-0.89690,-1.80160,0.02550,-0.18070,-0.18070,-0.03590,-0.13810,79.90010,1.3855,1.3855
2015-06-30,0.22490,0.29010,18.44070,20.45350,16.25580,11.46570,0.03080,1.69630,1.69630,0.34800,1.31480,80.03530,0.0812,0.0812
2015-03-31,0.22800,0.29530,42.56030,44.68860,23.63690,15.44910,0.03070,2.28480,2.28480,0.47550,1.76400,80.44600,0.27990,0.27990
2014-12-31,0.22540,0.29100,-6.67100,-4.42570,4.73070,4.25050,0.02990,0.66190,0.66190,0.13770,0.51270,77.96340,0.4375,0.4375
2014-09-30,0.24950,0.33240,22.41720,24.99250,18.08110,13.12810,0.03170,2.01770,2.01770,0.41710,1.51440,77.63580,1.901,1.901
2014-06-30,0.26130,0.35380,14.50170,17.37110,27.76400,19.04440,0.03050,2.76840,2.76840,0.56810,2.04500,76.00650,0.6022,0.6022
2014-03-31,0.27450,0.37850,34.22010,37.18370,14.06300,9.95480,0.02950,1.58920,1.58920,0.30320,1.15290,72.16200,0.51820,0.51820
2013-12-31,0.29200,0.41250,-3.46030,-0.53020,12.25630,11.27580,0.03240,1.94100,1.94100,0.36240,1.37420,69.04140,1.3016,1.3016
2013-09-30,0.29810,0.42460,15.66730,18.90370,7.38840,13.61010,0.02950,2.15990,2.15990,0.39720,1.51610,67.54470,1.5286,1.5286
2013-06-30,0.30270,0.43420,22.20230,25.10580,17.17680,14.82150,0.03430,2.79150,2.79150,0.50980,1.94650,66.48500,1.2303,1.2303
2013-03-31,0.31120,0.45180,24.08320,27.48500,16.94970,13.00550,0.03090,2.15410,2.15410,0.39320,1.48370,67.85880,-0.10090,-0.10090
2012-12-31,0.32960,0.49150,-8.44810,-5.63200,-27.92910,-19.05270,0.03790,-3.71950,-3.71950,-0.66890,-2.49370,66.83430,0.4502,0.4502
2012-09-30,0.41860,0.72010,19.09460,22.69470,15.29720,11.09920,0.03040,1.78100,1.78100,0.33120,1.03540,69.37230,0.7995,0.7995
2012-06-30,0.41190,0.70030,18.95690,22.45240,10.28910,14.37640,0.02920,2.04680,2.04680,0.38890,1.20380,61.05340,0.8789,0.8789
2012-03-31,0.42170,0.72930,29.41080,32.63990,25.52440,18.33460,0.03160,3.24410,3.24410,0.61060,1.87600,58.18070,0.05010,0.05010
2011-12-31,0.42360,0.73490,21.13650,17.91760,15.79350,117.58360,0.03300,20.96040,20.96040,3.88060,12.08130,53.98140,0.5873,0.5873
2011-09-30,0.47130,0.89160,-26.68450,-19.05810,-33.57180,-31.37040,0.02340,-4.15310,-4.15310,-0.66240,-2.19560,45.70430,1.2934,1.2934
2011-06-30,0.45910,0.84870,14.68830,20.68950,10.75540,11.00720,0.02700,2.23220,2.23220,0.33880,1.20750,49.33140,1.4844,1.4844
2011-03-31,0.48910,0.95710,14.01460,20.09860,-7.51190,2.78110,0.02850,-1.26270,-1.26270,-0.17730,-0.64520,47.77870,-3.41010,-3.41010
2010-12-31,0.43010,0.75480,-10.03940,-4.30170,101.78130,41.56320,0.02410,26.29920,9.58150,1.58760,5.46010,806.18380,10.2185,10.2185
2010-09-30,0.46220,0.85930,5.20170,17.07530,1.57290,-12.93760,0.02230,-0.49010,-0.16780,-0.02060,-0.08910,804.45920,39.2942,39.2942
2010-06-30,0.51320,1.05410,13.12110,22.58930,8.19590,-14.50260,0.02150,1.61350,0.49560,0.05830,0.23510,760.26530,48.4042,48.4042
2010-03-31,0.51900,1.07890,13.29020,22.72700,8.84400,1.93480,0.02150,7.02180,2.10580,0.24180,0.98740,753.78670,23.54030,23.54030
2009-12-31,0.53600,1.15520,-50.54820,-12.25410,-40.01400,-39.13790,0.02200,-28.56640,-8.79620,-0.95350,-3.82360,726.10700,48.931,50.9243
2009-09-30,0.61490,1.59660,8.94210,19.61850,-2.63720,0.46930,0.02320,-1.22600,-0.15420,-0.01290,-0.05480,568.61290,29.0196,28.6149
2009-06-30,0.66530,1.99130,11.49150,22.16370,0.71480,1.30010,0.02880,0.94320,1.05220,0.07060,0.31560,461.71850,31.5044,30.6626
2009-03-31,0.70530,2.39730,-29.58320,-10.15400,-48.93730,-40.29290,0.01620,-9.80110,-11.23230,-0.63590,-2.88700,395.48920,27.87370,27.12690
