,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.75890,0.51070,1.04390,67.80380,37.41470,37.41470,35.13740,26.75180,0.13460,0.59930,1.84610,48.75070,9.19420,-14.85360,3.60070,4.49830,11.52190,2.3162,2.0596
2022-09-30,1.05420,0.50810,1.19670,67.42720,36.42200,36.42200,33.72080,26.34580,0.12840,0.65540,1.82950,49.19350,8.94960,-12.77540,3.38390,4.40200,11.09640,1.4293,1.2305
2022-06-30,1.77950,0.55860,1.26530,66.70910,35.71500,35.71500,32.92930,25.83010,0.12110,0.71690,1.71490,52.48010,8.48460,-11.11040,3.12920,3.74540,10.82000,1.49670,1.28030
2022-03-31,1.75310,0.56600,1.30410,66.17500,29.79610,29.79610,25.98420,23.74470,0.11380,0.73010,1.71940,52.34470,7.42860,-9.08150,2.70320,3.22410,10.63080,1.3304,1.1301
2021-12-31,1.80560,0.57550,1.35590,65.62160,29.30300,29.30300,25.12090,20.07400,0.10950,0.78650,1.88960,47.62960,6.07930,-6.88180,2.19850,2.58050,10.43780,1.4989,1.3397
2021-09-30,1.91580,0.58980,1.43800,64.75330,25.23340,25.23340,16.05040,14.66840,0.10170,0.81490,1.67390,53.76650,4.24350,-4.44000,1.49240,1.74060,10.27790,1.0793,0.9624
2021-06-30,1.98060,0.60700,1.54480,64.20290,23.49940,23.49940,18.92440,16.10810,0.09640,0.82160,1.56830,57.38690,4.57980,-4.41030,1.55300,1.79960,10.07130,1.11470,0.96200
2021-03-31,0.89030,0.58690,1.66830,63.17230,20.99380,20.99380,9.84250,7.90680,0.08900,0.81250,1.47050,61.20440,2.17350,-1.89290,0.70390,0.89800,9.75600,0.8773,0.7886
2020-12-31,0.85340,0.59080,1.72570,62.55450,18.16430,18.16430,1.24250,2.67730,0.08160,0.76010,1.51280,59.49410,0.68340,-0.56570,0.21840,0.27960,9.83630,0.875,0.837
2020-09-30,1.07440,0.60050,1.68590,61.69530,17.27380,17.27380,6.78120,5.62050,0.07810,0.75840,1.44900,62.11000,1.35200,-1.13630,0.43890,0.54020,10.45840,0.8157,0.805
2020-06-30,0.82570,0.58420,1.69530,60.95290,16.66790,16.66790,6.83360,9.43730,0.07690,0.77810,1.46450,61.45450,2.24670,-1.85860,0.72590,0.93410,10.89580,0.97320,0.95480
2020-03-31,1.35410,0.61370,1.69760,61.36160,12.11550,12.11550,3.45300,7.53170,0.07610,0.74740,1.42010,63.37450,1.78860,-1.47310,0.57330,0.69090,11.38380,0.744,0.7252
