,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.94190,0.41440,0.73270,38.30590,4.31510,4.31510,3.70800,2.74550,0.36730,2.70970,3.07400,29.27800,3.22510,-7.28100,1.00760,1.88850,54.85770,-1.5588,-2.0694
2022-09-30,0.94380,0.41730,0.73530,37.94280,-4.84360,-4.84360,-5.49050,-4.20900,0.35100,2.78910,3.08390,29.18380,-4.80070,10.57650,-1.47440,-2.79750,54.00080,6.9687,6.5226
2022-06-30,0.90780,0.40220,0.72600,38.87350,5.66620,5.66620,4.99650,3.65970,0.35020,2.83680,2.96100,30.39550,3.92150,-9.49370,1.28580,2.34440,57.55030,4.1346,3.8215
2022-03-31,0.88110,0.41250,0.75910,40.76360,4.54270,4.54270,3.83460,3.00940,0.32990,2.50600,2.90450,30.98680,3.11980,-6.91210,0.99320,1.83280,56.76880,2.68300,1.89160
2021-12-31,0.88500,0.40810,0.74520,39.45750,2.90980,2.90980,2.04950,1.70490,0.32880,2.61140,3.13550,28.70330,1.71930,-3.95530,0.55620,1.01770,57.02040,3.0135,2.5644
2021-09-30,0.94020,0.43230,0.78260,39.00450,4.14800,4.14800,2.90670,2.16550,0.31420,2.58700,2.91870,30.83540,2.12680,-4.66110,0.67560,1.20730,56.48600,4.1444,3.6883
2021-06-30,0.95360,0.44630,0.80680,40.06830,5.95740,5.95740,5.14350,3.83250,0.31410,2.56320,3.00510,29.94880,3.79390,-7.73840,1.20740,2.10070,55.81560,4.3979,4.0341
2021-03-31,0.92700,0.45440,0.87040,40.81650,5.17680,5.17680,4.29830,3.21720,0.30090,2.32110,2.89650,31.07150,3.12520,-5.69860,0.96860,1.70510,54.19950,2.18760,1.56050
2020-12-31,0.90890,0.45930,0.92750,38.96540,3.62880,3.62880,1.76120,1.39890,0.30150,2.29520,3.19910,28.13330,1.41170,-2.40040,0.42650,0.76330,53.20690,2.7217,2.1781
2020-09-30,0.95430,0.47110,0.96940,38.94660,4.84520,4.84520,2.69330,1.82530,0.28790,2.34240,2.81560,31.96490,1.76380,-2.89110,0.52340,0.93290,52.79760,1.4191,1.0137
