,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-11-30,1.29760,0.45430,0.83960,68.18620,5.15470,5.15470,4.64190,3.45400,0.26650,11.08090,1.95930,45.93500,3.26770,4.44240,0.92070,1.78320,95.54390,6.0734,-1.2593
2022-08-31,1.42430,0.44210,0.79780,67.34790,5.12430,5.12430,4.96510,3.76470,0.27080,11.72950,2.10240,42.80830,3.48050,4.64830,1.01950,1.94190,96.61060,6.13360,1.27100
2022-05-31,1.42670,0.44730,0.81250,68.41030,7.88720,7.88720,2.80400,2.28740,0.28370,12.09730,2.05630,43.76770,2.23750,3.03340,0.64890,1.23670,95.97610,13.0756,4.2608
2022-02-28,1.39140,0.45400,0.83620,68.38970,5.60890,5.60890,5.81620,4.70370,0.28110,12.23080,2.02610,44.41940,4.53400,6.25740,1.32210,2.47560,94.62990,8.6555,4.0108
2021-11-30,1.49430,0.44980,0.82210,68.53540,6.80330,6.80330,5.87880,4.44750,0.27860,12.43430,1.92460,46.76370,4.18600,5.72430,1.23920,2.30330,94.12420,7.5413,1.6489
2021-08-31,1.51400,0.45800,0.85030,69.69510,6.35370,6.35370,6.62180,5.05390,0.26820,11.55630,1.97780,45.50520,4.57220,6.36230,1.35530,2.47800,91.55280,7.69000,1.97050
2021-05-31,1.50660,0.46170,0.86390,70.90180,7.96370,7.96370,11.57990,8.27830,0.27260,11.18570,1.86970,48.13690,7.72920,10.87560,2.25670,4.16030,90.39900,10.4394,4.1018
2021-02-28,1.60030,0.50910,1.06650,70.17200,4.67220,4.67220,4.87680,4.14690,0.25980,11.00520,1.87350,48.03770,4.05810,5.94510,1.07740,1.99210,82.84030,7.9354,3.1519
2020-11-30,1.75530,0.52460,1.10830,70.66580,7.12440,7.12440,6.83750,5.96220,0.25340,10.27600,1.80110,49.96990,5.82730,8.55130,1.51070,2.77000,79.37120,9.3625,4.3006
2020-08-31,1.68850,0.54390,1.19670,71.31620,8.22940,8.22940,8.31220,6.44380,0.24880,9.34570,1.83870,48.94780,6.39710,9.70460,1.60340,2.91800,74.11500,10.07990,4.68820
2020-05-31,1.58380,0.54540,1.20270,70.79730,2.73650,2.73650,-1.83780,-1.92420,0.23600,8.86190,1.71830,52.37820,-1.82560,-2.80130,-0.45420,-0.82990,69.84050,6.9427,2.5305
2020-02-29,1.21460,0.50190,1.02530,68.90830,2.35030,2.35030,2.40180,1.80130,0.24980,9.57220,1.87570,47.98250,1.67280,2.62130,0.44990,0.83320,72.08040,4.5955,-0.8549
2019-11-30,1.25140,0.50040,1.01060,69.87990,3.19790,3.19790,3.30180,3.23250,0.24760,9.05900,1.78430,50.43930,3.00120,4.74660,0.80050,1.49930,71.45790,5.7595,-1.2749
2019-08-31,1.31020,0.50760,1.03280,71.26940,5.73090,5.73090,5.84230,4.37000,0.24910,8.53310,1.83080,49.16000,4.10110,6.56680,1.08840,2.01940,69.62550,2.15650,-3.25950
2019-05-31,1.45190,0.48340,0.99010,71.74150,7.39040,7.39040,-14.34270,-11.05750,0.32730,9.09950,1.95340,46.07400,-11.08860,-18.10910,-3.61930,-5.72820,68.08460,8.5461,2.1918
2019-02-28,1.45850,0.46390,0.92570,69.66490,5.35570,5.35570,5.47330,4.34450,0.31230,9.45050,1.88230,47.81480,3.71470,5.69430,1.35690,1.99130,76.34650,4.4433,0.0969
2018-11-30,1.41510,0.45940,0.89620,69.71500,6.55300,6.55300,6.60350,5.24570,0.33450,10.34100,1.86190,48.33760,4.84610,7.54880,1.75460,2.61960,73.91090,5.5858,-0.0243
2018-08-31,1.31590,0.44290,0.88370,70.95360,6.28080,6.28080,6.45670,4.89680,0.32850,9.47040,1.95640,46.00280,4.35510,6.78640,1.60880,2.42630,72.75840,2.60590,-1.48700
