,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.55970,3.51720,25.57630,18.47500,0.00720,1.95150,2.00510,0.14760,0.77730,102.80440,-0.4634,-1.0725
2022-06-30,0.56320,3.38840,32.71060,23.41410,0.00770,2.65130,2.72870,0.20110,1.04780,103.07480,5.1427,4.5103
2022-03-31,0.56150,3.41130,27.82420,22.75180,0.00790,2.41140,2.48610,0.18070,0.95620,102.14270,-6.81220,-7.42280
2021-12-31,0.55660,3.13390,22.79680,21.69450,0.00760,1.73080,1.79730,0.13870,0.69560,102.13490,-6.2324,-6.8328
2021-09-30,0.56160,3.35510,33.24070,24.67820,0.00750,2.54280,2.66060,0.19770,1.01530,101.60260,17.8433,17.3673
2021-06-30,0.56600,3.41310,38.92160,31.24640,0.00810,3.34910,3.51550,0.26600,1.32470,100.11420,0.302,-0.1477
2021-03-31,0.55770,3.37830,48.75150,37.55790,0.00910,4.35920,4.51630,0.34470,1.73560,98.33980,11.06460,10.67350
2020-12-31,0.57570,3.34040,30.09740,25.23510,0.00800,2.39320,2.49580,0.19140,0.91650,96.15340,-0.5641,-1.0957
2020-09-30,0.58410,3.41690,25.72380,20.46710,0.00690,1.79880,1.88920,0.14220,0.67910,93.46720,-1.4104,-1.8701
2020-06-30,0.59260,3.56170,9.41750,6.81900,0.00530,0.60630,0.63500,0.04730,0.22390,92.37010,2.8642,2.4543
2020-03-31,0.57960,3.66550,21.79180,17.66760,0.00650,1.45600,1.52430,0.11480,0.55500,92.69920,-12.07980,-12.29650
2019-12-31,0.56190,2.99070,33.47030,25.92160,0.00870,2.84090,2.99340,0.25620,1.12920,91.73830,10.0979,9.753
2019-09-30,0.55140,3.08580,36.47050,29.75410,0.00820,2.78340,2.90080,0.24530,1.12520,90.26680,0.6892,0.2103
2019-06-30,0.56000,3.08950,36.98480,26.71430,0.00840,2.66030,2.80200,0.24100,1.06420,87.69590,-0.4358,-1.6642
2019-03-31,0.55280,3.09440,36.14720,26.38890,0.00850,2.64590,2.79000,0.24190,1.07520,85.19690,-16.05870,-16.26370
2018-12-31,0.54070,2.97560,34.73880,21.64460,0.00800,2.41020,2.53520,0.22450,1.00330,83.20740,2.7039,2.2861
2018-09-30,0.54320,2.99500,37.03210,28.04100,0.00860,2.59080,2.71790,0.24070,1.06960,81.02040,8.8314,8.4316
2018-06-30,0.54090,2.94890,35.65430,24.72710,0.00870,2.47400,2.59300,0.23540,1.02810,79.85700,0.5712,0.2989
2018-03-31,0.53980,2.90710,35.67870,27.06660,0.00890,2.53060,2.65400,0.24190,1.05470,79.55740,2.71400,2.37530
2017-12-31,0.54000,2.78970,32.92230,-125.58110,0.00840,-10.28680,-10.76780,-1.01850,-4.28050,78.47440,-1.9618,-2.2441
2017-09-30,0.50440,2.49720,36.88930,23.40070,0.00860,1.97590,2.05830,0.21900,0.89680,86.46820,6.6007,6.2999
2017-06-30,0.49350,2.39380,34.43510,21.25050,0.00880,1.83290,1.90990,0.20830,0.85100,84.82370,-6.7867,-7.0733
2017-03-31,0.47640,2.29960,35.83370,24.50420,0.00920,1.96190,2.04560,0.22610,0.94090,83.22850,-1.10360,-1.33970
2016-12-31,0.47690,2.28950,31.46790,19.76920,0.00900,1.73570,1.81540,0.20040,0.83060,81.56960,8.7671,8.6081
2016-09-30,0.47320,2.24910,35.09430,22.24300,0.00880,1.82110,1.90990,0.21380,0.87990,81.65340,2.613,2.3872
2016-06-30,0.47100,2.23230,35.70990,22.42230,0.00890,1.89320,1.98690,0.22250,0.91880,80.20350,7.4077,7.2296
2016-03-31,0.47600,2.28220,31.82720,20.74800,0.00870,1.66250,1.74380,0.19480,0.80350,77.94430,-0.18280,-0.34320
2015-12-31,0.47430,2.18010,29.67900,18.30860,0.00940,1.64990,1.74400,0.19670,0.80240,75.54040,-0.5905,-0.7943
2015-09-30,0.49010,2.38910,36.16010,23.73470,0.00950,2.08100,2.21910,0.23810,0.98840,74.56790,7.7375,7.4477
2015-06-30,0.48960,2.49550,38.39600,25.50820,0.00980,2.34850,2.53260,0.26560,1.12280,73.36760,5.3762,5.1973
2015-03-31,0.49360,2.62810,38.57960,25.81610,0.00980,2.36060,2.57670,0.26300,1.12930,71.19750,0.68860,0.48960
2014-12-31,0.51310,2.80540,9.11470,0.46200,0.00870,0.19030,0.21080,0.02080,0.08810,70.00720,3.3879,3.1417
2014-09-30,0.51140,2.81300,27.51460,14.97740,0.00960,1.42300,1.59540,0.15490,0.66620,70.60300,3.3264,3.3131
2014-06-30,0.51580,2.78650,12.18200,0.45390,0.00930,0.12390,0.13980,0.01320,0.05750,70.28860,-1.1804,-1.579
2014-03-31,0.51440,2.83660,33.03640,20.74620,0.00970,1.94660,2.22330,0.20860,0.91270,69.20900,9.72560,9.47390
2013-12-31,0.51750,2.87360,23.00130,14.66020,0.00860,1.15900,1.33310,0.12290,0.54090,68.04770,1.2892,1.0001
2013-09-30,0.52220,3.05290,26.24910,19.17920,0.00860,1.61320,1.87220,0.16770,0.75080,66.84440,4.7104,4.4749
2013-06-30,0.52760,3.13930,33.84060,22.36220,0.00990,2.16400,2.53170,0.22230,1.00000,65.05240,6.5755,6.3832
2013-03-31,0.54540,3.19850,30.50350,21.09350,0.00960,2.04520,2.42350,0.20890,0.91490,64.19530,8.21790,8.02280
2012-12-31,0.55630,3.23710,7.13860,7.92650,0.00800,0.68560,0.81940,0.06930,0.30010,63.05850,-5.9447,-6.4475
2012-09-30,0.59020,3.57840,-8.95540,4.11820,0.00580,0.25740,0.31300,0.02510,0.10530,64.36030,1.1377,1.2903
2012-06-30,0.60810,3.71670,23.23400,18.45780,0.00830,1.60570,1.95880,0.15540,0.62830,63.37260,-1.765,-2.023
2012-03-31,0.62870,3.96600,24.53860,17.65590,0.00850,1.66950,2.05770,0.15750,0.61880,62.65800,3.13580,2.90990
2011-12-31,0.64310,3.91150,8.51200,6.79100,0.00740,0.58130,0.71870,0.05560,0.20710,61.41600,11.3289,11.0818
2011-09-30,0.65050,4.30520,28.23080,21.18430,0.00920,2.09020,2.59510,0.19330,0.72920,61.34060,8.6615,8.4619
2011-06-30,0.66360,4.37460,24.64880,19.10440,0.00890,1.86840,2.36930,0.17030,0.62740,61.22280,1.2699,1.0967
2011-03-31,0.68470,4.55230,25.05500,17.79880,0.00860,1.75120,2.24380,0.15560,0.55120,59.36810,0.34670,0.25800
2010-12-31,0.69690,4.69620,7.71920,9.46690,0.00720,0.82970,1.07620,0.07170,0.25100,57.05380,3.8704,3.6709
2010-09-30,0.70100,4.89400,21.88830,14.38430,0.00760,1.57760,2.03670,0.13110,0.47080,56.86240,-5.8281,-5.7561
2010-06-30,0.72430,5.29560,22.76820,17.34630,0.00800,1.73740,2.28540,0.14080,0.47810,54.29770,1.9078,1.9993
2010-03-31,0.74070,5.76560,30.98800,25.96310,0.00850,2.76870,3.74690,0.21220,0.71650,53.73080,12.07430,12.19660
2009-12-31,0.70140,4.67620,619.58130,68.84240,-0.00130,-5.00450,-6.76950,-0.41690,-1.49140,54.40840,-34.0669,-34.6014
