,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.29210,0.41260,46.44050,46.44060,36.40990,33.44120,0.01990,1.07280,1.07160,0.70540,0.75860,62.68060,1.367,0.3921
2022-09-30,0.31410,0.45800,52.25740,52.25740,63.27310,57.90950,0.02870,2.70390,2.69950,1.75430,1.85150,53.49230,1.5694,-0.0122
2022-06-30,0.31700,0.46410,42.59450,42.59450,55.60910,48.70740,0.02100,1.66560,1.66290,1.08170,1.13580,52.50680,1.0486,-1.8367
2022-03-31,0.32320,0.47760,98.90690,98.90690,102.44570,94.26850,0.02040,3.17650,3.17120,2.04040,2.14620,51.96270,1.09930,1.49250
2021-12-31,0.31940,0.46940,94.60080,94.60080,104.97410,97.64260,0.02180,3.45250,3.44670,2.22420,2.34570,51.01490,0.937,-0.0502
2021-09-30,0.31800,0.46620,64.71920,64.71920,72.45400,61.02940,0.02070,2.17400,2.17030,1.39910,1.48020,49.71780,1.0635,0.6784
2021-06-30,0.31770,0.46560,60.90030,60.90030,60.78230,52.01630,0.02040,1.78570,1.78260,1.15220,1.21630,49.36380,0.8495,0.6049
2021-03-31,0.31200,0.45360,46.34590,46.34590,37.04640,31.85670,0.02060,1.10040,1.09850,0.71720,0.75570,49.18610,1.06760,1.06700
2020-12-31,0.31690,0.46380,43.39520,43.39520,31.38610,25.23130,0.01980,0.84940,0.84790,0.54940,0.57920,49.12840,0.8415,0.1687
2020-09-30,0.31160,0.45270,51.39770,51.39770,31.83260,27.58610,0.01940,0.91290,0.91130,0.59630,0.62730,49.37890,1.2818,0.8437
2020-06-30,0.29890,0.42640,48.33550,48.33550,39.60510,31.95100,0.02290,1.24040,1.23810,0.82380,0.86800,49.74230,0.8318,0.5798
2020-03-31,0.29890,0.42630,47.84680,47.84680,56.43570,50.03040,0.01780,1.41980,1.41710,0.94740,0.99360,49.79380,0.93800,0.64620
2019-12-31,0.31350,0.45670,67.75170,67.75170,54.17920,46.66740,0.02060,1.63920,1.63490,1.06480,1.12230,41.26610,0.9426,0.3144
2019-09-30,0.30640,0.44180,50.04140,50.04140,53.50340,47.82940,0.02390,1.89820,1.89320,1.24470,1.31310,41.05400,0.9835,0.517
2019-06-30,0.29850,0.42550,55.93010,55.93010,55.34840,48.55740,0.02040,1.59800,1.59370,1.06140,1.11800,40.84820,0.7747,0.8154
2019-03-31,0.29310,0.41460,48.77780,48.77780,50.16200,44.95120,0.02010,1.45120,1.44740,0.97350,1.02320,40.94230,0.75630,0.60110
2018-12-31,0.30060,0.42980,74.17390,74.17380,87.87280,73.91640,0.02100,2.68340,2.67620,1.79730,1.87170,40.97880,0.924,0.6011
2018-09-30,0.30630,0.44160,55.03540,55.03540,57.07180,50.75160,0.01780,1.48020,1.47620,0.98130,1.02410,40.40790,0.7372,0.0706
2018-06-30,0.33480,0.50340,45.31880,45.31880,61.01880,53.85870,0.02110,1.95630,1.94910,1.23710,1.29640,35.11420,0.7641,0.1673
2018-03-31,0.33490,0.50350,62.31010,62.31010,58.89250,52.74980,0.02340,2.09390,2.08620,1.32100,1.38750,35.24270,0.63030,0.74300
2017-12-31,0.33480,0.50320,216.37920,216.37920,56.64490,47.66970,0.02100,1.81830,1.81160,1.14950,1.20520,35.14890,0.6002,0.8608
2017-09-30,0.34370,0.52380,29.10910,29.10910,154.48730,145.34010,0.02030,4.94250,4.92160,3.08020,3.22990,34.88050,1.1051,2.8684
