,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.50160,0.75850,3.49890,35.09490,10.93410,10.93410,8.32900,6.16300,0.18590,6.12360,4.23020,21.27580,12.57980,-9.03630,1.14540,3.03820,10.26410,1.8534,-1.5788
2022-09-30,0.57210,0.82200,5.06170,35.08410,10.41860,10.41860,6.88370,4.97320,0.19250,6.15890,4.51240,19.94490,15.14160,-6.22930,0.95740,2.69460,7.15860,1.3557,-0.8939
2022-06-30,0.65770,0.85730,6.51770,37.88340,10.98810,10.98810,7.47250,5.31680,0.18480,4.95210,4.46940,20.13670,19.28630,-6.15630,0.98260,2.75140,5.94360,3.9374,2.4602
2022-03-31,0.65340,0.89100,8.54460,24.72190,-8.37610,-8.37610,-12.83700,-10.05560,0.12680,5.44660,3.07600,29.25870,-31.42760,7.36620,-1.27460,-3.42670,4.66560,2.78020,0.00780
2021-12-31,0.76030,0.86610,6.92570,33.49880,2.77750,2.77750,-4.17150,-4.29820,0.13070,5.73500,3.93890,22.84930,-10.47080,3.42970,-0.56170,-1.40220,6.07370,0.8674,-1.0328
2021-09-30,0.83500,0.90740,10.67500,34.01790,24.08780,24.08780,16.73590,13.24010,0.12580,16.28030,3.24150,27.76490,46.50810,-9.21600,1.66520,4.30870,4.07180,0.2417,-1.056
2021-06-30,0.83430,0.95420,22.67840,24.06680,11.45100,11.45100,10.88970,9.14960,0.09460,14.86540,2.45810,36.61380,50.89770,-4.50340,0.86580,2.33190,2.00180,2.8964,1.7175
2021-03-31,0.86300,0.98180,60.25730,-14.38550,-33.68680,-33.68680,-36.50600,-28.36150,0.05680,12.79520,1.80910,49.74940,-244.19090,7.70290,-1.61050,-4.43430,0.75350,1.08650,0.39780
2020-12-31,1.09270,0.94700,19.44920,0.67960,-21.59580,-21.59580,-27.86310,-19.00330,0.05520,11.11550,2.24080,40.16360,-49.21770,5.30570,-1.04870,-2.60710,2.40370,-2.0158,-2.8741
2020-09-30,1.26890,0.89880,10.38730,-19.92160,-208.55650,-208.55650,-224.00390,-175.66950,0.03870,4.92230,2.03730,44.17700,-160.23240,43.34410,-6.80230,-16.21060,5.26390,-4.0551,-4.2646
2020-06-30,0.93870,0.69080,2.83570,-139.78200,-327.99730,-327.99730,-477.79290,-389.44140,0.02030,7.12550,0.84950,105.94010,-65.78830,80.74860,-7.91160,-20.34380,13.62370,-0.4549,-0.9021
2020-03-31,0.52990,0.46950,1.18800,23.21930,-4.77190,-4.77190,-7.06470,-6.21510,0.12500,6.77310,3.76840,23.88270,-3.73190,36.50030,-0.77690,-1.97990,22.43370,0.56200,-0.90890
2019-12-31,0.40830,0.36620,0.72670,26.19110,12.23010,12.23010,12.22140,9.60750,0.17730,6.74900,4.00810,22.45480,7.15590,265.45900,1.70300,4.53550,23.89340,1.3974,-0.1987
