,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2011-09-30,0.55810,1.48830,23.65300,19.71980,0.01110,2.11500,3.52700,0.22130,0.93470,25.16280,0.6966,0.5947
2011-06-30,0.57830,1.65530,23.05570,16.93330,0.01140,1.91800,3.37220,0.20530,0.80880,24.46430,2.581,2.5016
2011-03-31,0.57540,1.66630,17.29960,13.56240,0.01060,1.40370,2.53110,0.14900,0.59600,23.94140,2.88450,2.81640
2010-12-31,0.56840,1.66100,14.03510,12.58320,0.01050,1.31530,2.37110,0.13810,0.56760,23.75930,0.7927,2.0889
2010-09-30,0.56840,1.66380,14.87300,12.69650,0.01050,1.30460,2.26850,0.13930,0.56300,24.20410,0.3854,0.3228
2010-06-30,0.56880,1.68260,14.23670,12.00690,0.01130,1.33810,2.37310,0.14440,0.57690,24.16360,2.0441,1.9557
2010-03-31,0.56450,1.72120,15.28740,11.87620,0.00970,1.17380,2.15630,0.11850,0.51110,23.88890,0.91170,0.53530
2009-12-31,0.56830,1.81530,13.20150,11.79850,0.00950,1.19450,2.22580,0.11700,0.51570,23.54620,0.5137,0.4302
2009-09-30,0.56910,1.83830,10.08170,10.35420,0.00890,0.97260,1.80980,0.09500,0.41910,23.48110,7.4772,7.4216
2009-06-30,0.55040,2.07820,17.41260,8.46150,0.00940,1.40620,2.54000,0.13650,0.63220,22.82480,7.6841,7.6222
2009-03-31,0.52600,1.95750,28.78080,18.05460,0.01050,2.42800,3.24360,0.22170,0.93150,28.86740,-16.45060,-16.52340
