,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.33890,0.93500,35.63160,27.36510,0.01020,3.02380,6.18250,0.29850,1.77970,45.83400,2.8252,2.8252
2022-06-30,0.32490,0.69930,34.71920,26.51350,0.01010,2.71990,5.15840,0.28100,1.64170,47.49650,2.9611,2.9611
2022-03-31,0.34180,0.59840,32.21400,24.48340,0.01000,2.42590,4.41750,0.26030,1.43300,48.85330,-0.14010,-0.14010
2021-12-31,0.34140,0.59480,34.73280,26.88310,0.01050,2.55920,4.31430,0.29600,1.52300,52.16910,3.5581,3.2306
2021-09-30,0.35450,0.62500,35.91690,27.28810,0.01120,2.73840,4.42650,0.32160,1.59640,51.61470,-0.1571,-0.1571
2021-06-30,0.35720,0.63830,34.07300,25.62460,0.01170,2.68880,4.24410,0.31760,1.55970,51.19680,2.4719,2.4719
2021-03-31,0.35740,0.64300,33.56640,24.54910,0.01050,2.42460,3.84290,0.28460,1.39450,50.47120,-0.02430,-0.02430
2020-12-31,0.35830,0.64430,29.97810,22.43330,0.01070,2.11570,3.20810,0.26120,1.20350,52.56790,1.7724,1.6996
2020-09-30,0.36950,0.67530,27.10150,20.73380,0.01030,1.84260,2.76450,0.22860,1.02810,51.90420,0.3072,0.2122
2020-06-30,0.37950,0.69440,22.85660,17.94310,0.01000,1.55170,2.40050,0.19000,0.86290,51.11500,-0.0134,-0.1038
2020-03-31,0.49850,1.18610,27.27850,20.89870,0.00930,1.72950,2.88730,0.21000,0.80700,49.02630,3.40910,3.06730
2019-12-31,0.38310,0.89480,25.44880,20.32430,0.00730,1.18130,1.98190,0.15350,0.67290,49.59000,-0.667,-0.7923
2019-09-30,0.44130,1.11210,36.24390,25.46780,0.01220,2.83120,3.96670,0.34970,1.43200,42.15440,2.2876,2.2207
2019-06-30,0.41610,1.03840,38.98960,29.33800,0.01240,3.08240,4.36990,0.38330,1.62670,41.46680,1.2064,1.1678
2019-03-31,0.44470,1.00490,35.54500,27.30590,0.01200,2.86740,4.13410,0.35050,1.43490,40.32150,-0.96240,-1.00640
2018-12-31,0.44000,0.95720,36.14890,26.98640,0.01240,2.96770,4.35610,0.35670,1.49390,39.53490,1.742,1.2787
2018-09-30,0.43640,1.09600,37.58510,28.26940,0.01250,3.11270,4.60810,0.37640,1.57580,38.93880,1.9927,1.9927
2018-06-30,0.44670,0.92710,37.31780,28.24340,0.01230,3.06960,4.46130,0.36910,1.52470,38.52040,1.4267,1.4267
2018-03-31,0.44110,0.93490,36.68800,27.97600,0.01210,2.97270,4.33500,0.35840,1.49040,38.04030,0.38940,0.38940
2017-12-31,0.44330,0.96270,32.07620,22.48260,0.01230,2.50360,3.64280,0.30090,1.25040,37.97290,2.0446,2.0446
2017-09-30,0.41140,0.96400,35.05770,22.21810,0.01220,2.41790,3.51300,0.29410,1.27770,37.84030,1.8547,1.8547
2017-06-30,0.41730,0.91860,35.95590,23.19850,0.01230,2.46920,3.56670,0.30470,1.29400,37.55630,1.624,1.624
2017-03-31,0.41880,0.78780,20.13680,14.36170,0.01190,1.57940,2.30260,0.19320,0.82460,37.00530,0.19200,0.19200
2016-12-31,0.42330,0.78100,35.79680,22.78680,0.01180,2.39270,3.49800,0.29320,1.23910,36.96960,3.0486,3.0486
2016-09-30,0.43080,0.89200,34.84390,22.81040,0.01180,2.37440,3.42510,0.28840,1.21440,37.08420,-0.2714,-0.2714
2016-06-30,0.45100,0.87100,31.82850,20.52350,0.01190,2.19930,3.19180,0.26460,1.08350,36.51690,1.2098,1.2098
2016-03-31,0.44700,0.95450,34.56160,22.32110,0.01110,2.26330,3.13810,0.26840,1.11630,36.09380,-0.16450,-0.16450
2015-12-31,0.46510,1.00080,33.17990,21.00420,0.01140,2.19110,3.14640,0.25820,1.06050,35.03610,1.6746,1.6746
2015-09-30,0.47720,1.00730,32.14130,20.94510,0.01120,2.16130,3.09560,0.25530,1.02210,34.94710,2.4273,2.4273
2015-06-30,0.48080,1.08050,26.00720,20.32230,0.01170,2.22380,3.02440,0.26230,1.03510,34.26400,0.8407,0.8407
2015-03-31,0.48650,1.07390,35.65610,22.08150,0.01170,2.47120,3.31640,0.28910,1.13540,34.20820,-0.81070,-0.81070
2014-12-31,0.48880,1.10880,38.69830,24.23040,0.01220,2.76940,3.73170,0.32270,1.26440,33.82420,2.3468,2.3468
2014-09-30,0.47900,1.05860,32.02300,22.61480,0.01210,2.54710,3.46170,0.29570,1.18490,33.75550,0.8564,0.8564
2014-06-30,0.47780,1.08100,31.11810,19.03910,0.01180,2.23290,3.05950,0.25370,1.03940,33.30400,0.3313,0.3313
2014-03-31,0.49820,1.13220,37.44350,22.40290,0.01200,2.73470,3.77520,0.31030,1.22070,32.78510,0.87260,0.87260
2013-12-31,0.48510,1.12370,41.49200,22.54820,0.01300,2.91500,4.09630,0.32180,1.32950,32.27900,4.9866,4.9866
2013-09-30,0.48010,1.14130,34.03590,12.01790,0.01230,1.58530,2.25220,0.17070,0.72710,31.34230,-0.7939,-0.7939
2013-06-30,0.46820,1.02540,34.75800,23.85520,0.01250,2.97010,4.21670,0.31520,1.39270,31.28900,2.6315,2.6315
2013-03-31,0.46320,1.01540,34.26310,9.76290,0.01190,1.33940,1.96560,0.14160,0.64740,30.26490,0.60620,0.60620
2012-12-31,0.47390,1.03560,33.68980,22.54900,0.01220,2.87330,4.18480,0.29760,1.36100,30.33040,1.4781,0.6892
2012-09-30,0.48350,1.08680,30.56310,21.29880,0.01210,2.63090,3.95760,0.27250,1.24770,29.35070,0.0644,0.9394
2012-06-30,0.54380,1.36090,33.82830,23.66590,0.01210,2.92920,4.78780,0.30140,1.29680,27.08380,1.049,0.9925
2012-03-31,0.56010,1.46540,31.40170,21.34720,0.01160,2.48850,4.16390,0.25460,1.09470,25.60230,2.64780,2.61820
2011-12-31,0.55500,1.45130,23.02570,18.60130,0.01200,2.28830,3.84800,0.22910,1.01830,25.07380,-0.0983,0.1511
