,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2013-12-31,0.12880,0.14950,59.09390,14.46220,0.01500,6.22120,6.22120,0.72520,5.41990,67.23420,1.6169,1.4148
2013-09-30,0.13490,0.15780,62.15020,15.94430,0.01790,7.39420,7.39420,0.91060,6.39700,64.10380,1.4134,1.2589
2013-06-30,0.14580,0.17270,42.62540,19.45320,0.01130,2.86250,2.86250,0.34530,2.44520,58.77770,0.7316,0.5806
2013-03-31,0.14660,0.17450,36.84780,17.32960,0.01040,2.27440,2.27440,0.26560,1.94100,59.19630,-0.02300,-0.16850
2012-12-31,0.14940,0.23950,47.45430,18.52100,0.01200,3.82550,3.82550,0.43780,3.25370,58.37800,1.5398,1.5202
2012-09-30,0.15210,0.37820,37.64630,19.50770,0.01000,2.07960,2.07960,0.24630,1.76330,57.40930,2.9776,2.6795
2012-06-30,0.15790,0.18990,39.48770,21.21720,0.01050,2.33510,2.33510,0.26810,1.96650,55.04870,0.108,-0.1584
2012-03-31,0.20440,0.61950,32.54400,17.77710,0.00940,1.70460,1.70460,0.19180,1.35620,53.13820,-0.24450,-0.42570
2011-12-31,0.21150,0.26820,34.25060,17.36300,0.01030,1.95030,1.95030,0.21980,1.53780,51.72360,1.7536,1.5397
2011-09-30,0.21760,0.27800,44.65800,16.31420,0.01200,3.47010,3.47010,0.39630,2.71520,50.66740,-1.8684,-2.068
2011-06-30,0.23220,0.30240,52.35470,25.88310,0.01310,4.45090,4.45090,0.46330,3.41750,46.73710,3.7869,3.6225
2011-03-31,0.39480,0.67140,44.94370,15.47450,0.01150,3.95740,3.95740,0.39260,2.39520,43.25800,0.14100,0.01180
2010-12-31,0.40890,0.71300,27.96340,10.86970,0.00920,1.94370,1.94370,0.19390,1.14900,41.36170,0.4351,0.2929
2010-09-30,0.41950,0.75790,42.63900,20.80710,0.01160,3.09140,3.09140,0.33490,1.79460,40.42170,1.1711,0.9877
2010-06-30,0.34840,0.56210,25.15000,15.17410,0.00930,1.30220,1.30220,0.14210,0.84850,38.84250,1.1049,0.9535
2010-03-31,0.35690,0.58070,29.26930,13.31510,0.00990,1.88550,1.88550,0.20680,1.21260,37.30580,1.13150,0.97160
2009-12-31,0.36750,0.60740,30.00530,4.81240,0.00980,1.63370,1.63370,0.18750,1.03320,35.65990,-0.509,-0.633
2009-09-30,0.38360,0.65990,35.16630,16.74150,0.00980,2.25760,1.89610,0.21060,1.16880,41.94840,0.4349,0.2979
2009-06-30,0.40700,0.71010,9.69020,7.90660,0.00860,0.21550,0.17940,0.02070,0.10640,39.98460,2.2155,2.0848
2009-03-31,0.42730,0.78970,-105.20910,-27.72000,0.00390,-3.94430,-3.26740,-0.38530,-1.87130,39.23960,0.40260,0.32740
