,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.24790,1.16200,27.32520,19.82700,0.00650,2.41130,1.93230,0.14400,1.40780,275.38360,17.1554,15.9107
2022-09-30,0.17560,1.07020,39.93270,28.88890,0.00700,3.43640,2.73330,0.19640,2.17960,267.49460,7.2335,5.9589
2022-06-30,0.17140,0.43440,36.38410,24.98130,0.00620,2.79490,2.24080,0.16470,1.79710,275.48620,17.709,17.1527
2022-03-31,0.13580,0.16320,45.02520,29.72290,0.00720,4.19220,3.36680,0.24190,2.81550,278.04210,6.02360,5.48670
2021-12-31,0.13400,0.15900,37.87880,25.55100,0.00690,3.14740,2.53830,0.19310,2.12730,282.71600,13.467,12.7877
2021-09-30,0.11600,0.13780,41.51700,24.28480,0.00790,3.76830,3.35240,0.24870,2.86250,249.99570,6.9129,6.3405
2021-06-30,0.13290,0.15610,55.08940,34.52550,0.00890,6.34150,5.33700,0.38430,4.55040,219.45720,8.5695,8.0899
2021-03-31,0.11680,0.13600,54.07940,38.41160,0.00970,6.21580,5.66600,0.39480,4.90450,187.41490,4.03200,3.76820
2020-12-31,0.09100,0.10260,46.90670,30.98480,0.01080,5.41640,5.32690,0.37950,4.72510,162.52310,6.9168,6.4929
2020-09-30,0.09570,0.10830,56.43300,39.21920,0.01160,6.21460,6.08930,0.48910,5.37980,153.84610,5.8097,5.5478
2020-06-30,0.10150,0.11970,41.17650,28.06370,0.00950,3.47920,3.40480,0.28930,2.98380,144.34030,11.1469,10.6453
2020-03-31,0.04620,0.48530,31.41240,22.70080,0.00780,1.95310,1.91000,0.17820,1.77460,139.50710,3.23670,2.75370
2019-12-31,0.04990,0.05520,44.45000,31.72630,0.01170,4.37990,4.27580,0.38740,3.94740,128.17640,8.5652,7.9758
2019-09-30,0.10340,0.11840,49.70890,34.34970,0.01140,4.65770,4.80880,0.41290,4.17630,117.31840,5.0771,4.78
2019-06-30,0.10880,0.12640,54.29950,37.89140,0.01320,5.89840,6.10480,0.52780,5.25630,110.66630,2.1931,1.9408
2019-03-31,0.11270,0.12970,52.18270,37.75700,0.01270,5.31770,5.51190,0.48470,4.71820,104.80910,6.41610,6.31240
2018-12-31,0.11680,0.25220,55.26090,38.72800,0.01210,5.22200,5.22200,0.48290,4.61190,100.11870,4.3067,3.9863
2018-09-30,0.12070,0.65630,54.89920,40.05390,0.01180,5.54960,5.54960,0.48390,4.87950,95.21210,6.595,6.3386
2018-06-30,0.12650,0.23170,51.47400,37.74260,0.01130,5.14120,5.14120,0.44220,4.49070,90.29790,-0.03,-0.1624
2018-03-31,0.13240,0.39430,51.51400,35.61520,0.01020,4.56230,4.56230,0.38880,3.95830,86.15930,6.48980,6.34600
2017-12-31,0.13870,0.40030,49.58950,22.37990,0.01020,2.88610,2.88610,0.24340,2.48590,81.75290,2.3596,2.0705
2017-09-30,0.15150,0.17970,49.38220,29.18520,0.01000,3.67180,3.67180,0.30370,3.11540,79.60890,2.3173,2.056
2017-06-30,0.15650,0.18560,44.83180,27.05050,0.00940,3.28010,3.28010,0.27380,2.76680,76.68430,5.3531,5.1483
2017-03-31,0.16930,0.20510,40.13050,25.56780,0.00860,2.76370,2.76370,0.23240,2.29580,74.45370,2.10490,1.90560
2016-12-31,0.17400,0.34640,40.25550,25.26740,0.00880,2.74400,2.74400,0.23190,2.26650,72.28230,3.8031,3.4941
2016-09-30,0.17610,0.21440,46.58250,26.87680,0.00960,3.10600,3.10600,0.26720,2.55900,71.51840,2.4864,2.238
2016-06-30,0.17980,0.35760,44.36340,25.86890,0.00830,2.59730,2.59730,0.21880,2.13040,69.84570,1.646,1.4476
2016-03-31,0.18490,0.22690,38.96700,23.69910,0.00770,2.18160,2.18160,0.17580,1.77820,67.91050,1.07630,0.81370
2015-12-31,0.19290,0.47150,40.56510,24.70280,0.00790,2.70040,2.70040,0.20140,2.17940,64.58500,1.6495,1.3307
2015-09-30,0.19390,0.24170,43.96850,24.78760,0.00790,2.65410,2.65410,0.21080,2.13940,64.36770,0.819,0.5723
2015-06-30,0.20100,0.25240,43.49740,25.07470,0.00850,2.96160,2.96160,0.23480,2.36630,61.97840,3.0363,2.796
2015-03-31,0.15800,0.20590,46.47680,24.86430,0.00900,2.39380,2.39380,0.25790,2.01550,83.71130,1.02880,0.79600
2014-12-31,0.10020,0.11330,48.59160,16.02200,0.00920,3.20340,3.20340,0.32990,2.88240,79.56280,0.5566,0.271
2014-09-30,0.10330,0.11690,36.73110,22.51740,0.00790,1.62830,1.62830,0.17800,1.46010,77.52730,0.1368,-0.0498
2014-06-30,0.10350,0.11670,21.30660,23.45600,0.00650,0.26300,0.26300,0.03110,0.23580,77.68070,3.3768,3.1225
2014-03-31,0.11900,0.13650,66.32650,17.97220,0.01700,8.14840,8.14840,0.92340,7.17880,73.29880,1.06990,0.94200
