,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,2.17090,0.04930,0.05250,34.86260,14.17650,14.17650,14.75510,10.76670,0.27110,1.27480,70.60140,4.23270,9.59310,2.91840,4.02410,24.18270,1.3387,1.1671
2022-09-30,2.27020,0.05050,0.05320,36.58640,16.42990,16.42990,16.71810,12.95040,0.28000,1.31770,68.30140,5.26010,11.44680,3.62600,4.99440,23.26460,2.0085,1.8533
2022-06-30,2.22740,0.04840,0.05410,36.42480,15.49120,15.49120,15.51160,11.76110,0.28430,1.29620,69.43540,4.82850,10.82150,3.34340,4.59470,23.06950,1.0179,0.9336
2022-03-31,2.22130,0.04900,0.05470,35.82680,15.00210,15.00210,15.10570,11.66600,0.27680,1.31750,68.31120,4.70220,10.82480,3.22930,4.47180,22.98080,0.58290,0.35430
2021-12-31,2.08050,0.04960,0.05540,36.57110,15.32340,15.32340,15.42810,12.05780,0.26760,1.34300,67.01490,4.80360,11.17800,3.22650,4.56530,22.84000,1.5505,1.4289
2021-09-30,2.10760,0.05220,0.05840,37.87940,15.36680,15.36680,15.40890,11.46710,0.27530,1.35160,66.58940,4.71160,11.10880,3.15690,4.46560,21.99240,1.8075,1.7094
2021-06-30,2.02670,0.05440,0.06100,37.55730,15.17990,15.17990,15.13630,11.16690,0.27240,1.34100,67.11230,4.56940,11.30490,3.04240,4.32070,21.34290,1.0265,0.8836
2021-03-31,2.09370,0.05590,0.06270,37.19610,15.20110,15.20110,15.11020,11.47470,0.26420,1.36170,66.09410,4.57550,10.72640,3.03120,4.31960,20.90340,0.34090,0.17510
2020-12-31,1.93530,0.05770,0.06470,36.37670,11.11380,11.11380,11.16160,7.55260,0.24720,1.35540,66.40300,2.91620,6.64010,1.86730,2.74810,20.44530,1.6763,1.5096
2020-09-30,2.61500,0.17800,0.21990,37.61490,14.21160,14.21160,14.70660,8.20170,0.22580,1.36080,66.13720,3.12390,6.79420,1.85230,2.56790,20.66790,1.6934,1.5033
2020-06-30,2.65600,0.18080,0.22410,34.62500,11.67500,11.67500,12.37500,9.02500,0.21960,1.24690,72.18000,3.29020,6.49870,1.98180,2.69540,20.24350,1.818,1.6443
2020-03-31,2.89870,0.18630,0.23250,34.98230,13.70410,13.70410,12.07100,8.68640,0.24240,1.31210,68.59170,3.45800,6.56060,2.10570,2.81380,19.61740,0.91030,0.70510
2019-12-31,2.55150,0.05970,0.06700,35.83100,14.61250,14.61250,14.61250,9.22040,0.26440,1.31570,68.40340,3.58370,6.58110,2.43770,3.36970,20.11310,1.6295,1.4721
2019-09-30,2.53200,0.06210,0.06980,36.88800,15.74860,15.74860,15.48960,11.69960,0.26810,1.23560,72.83900,4.64400,8.54540,3.13680,4.35540,19.45820,1.3365,1.1521
2019-06-30,2.55170,0.06370,0.07070,36.51290,14.94810,14.94810,16.32460,12.29170,0.26690,1.22300,73.59090,4.82140,8.85990,3.28030,4.51440,19.12500,1.0287,0.8548
2019-03-31,2.89820,0.06130,0.06700,37.34790,13.11440,13.11440,14.18490,10.72990,0.25530,1.21710,73.94890,3.96010,6.98560,2.73980,3.71740,19.57120,0.46780,0.28350
2018-12-31,3.17710,0.06050,0.06520,38.48390,16.78370,16.78370,19.73840,15.69390,0.26060,1.29440,69.53260,5.67230,9.53920,4.08940,5.32890,19.79900,1.1798,1.0187
