,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2016-06-30,0.50150,1.09870,26.22790,19.25340,0.01010,1.79540,1.93970,0.19570,0.87200,13.43060,0.4168,0.3906
2016-03-31,0.49290,1.06120,25.68710,19.34460,0.00960,1.73450,1.87860,0.19000,0.85660,13.14390,0.44670,0.43710
2015-12-31,0.48630,1.03070,29.36660,21.11320,0.01100,2.22560,2.41850,0.24490,1.11250,12.87350,1.0425,1.0013
2015-09-30,0.49030,1.06300,28.74020,20.96460,0.01060,2.10990,2.29570,0.23060,1.04640,12.83040,0.2271,0.2007
2015-06-30,0.49190,1.06000,31.03780,22.59940,0.01090,2.28880,2.49450,0.24950,1.13100,12.56630,1.3554,1.3388
2015-03-31,0.45080,0.92680,31.24360,23.32990,0.01030,2.22800,2.43030,0.24420,1.19020,12.47240,-1.28570,-1.28920
2014-12-31,0.42760,0.84170,32.95240,23.61910,0.01120,2.45830,2.68540,0.26860,1.36830,12.26670,0.9711,0.9213
2014-09-30,0.40580,0.84020,27.44090,18.49950,0.01080,1.98790,2.17670,0.22610,1.14850,12.09360,0.2405,0.2131
2014-06-30,0.43840,0.94540,32.38190,21.06300,0.01110,2.47310,2.68180,0.27560,1.35050,11.99900,0.1166,0.0957
2014-03-31,0.42530,0.92070,33.19920,23.74250,0.01090,2.34990,2.55280,0.26210,1.31270,11.77460,0.17490,0.16370
2013-12-31,0.42570,0.92320,30.22800,22.20020,0.01090,2.34320,2.55050,0.25290,1.30770,11.58610,0.7395,0.696
2013-09-30,0.37550,0.78890,29.03870,26.36270,0.01110,2.35290,2.56580,0.25800,1.42770,11.40090,-0.0512,-0.0802
2013-06-30,0.39380,0.83920,27.59670,20.16290,0.01080,1.99600,2.17890,0.21960,1.17560,11.24020,0.7575,0.7335
2013-03-31,0.42860,0.97440,28.54150,20.88140,0.01070,2.00240,2.18590,0.22650,1.11210,11.25000,0.24940,0.24510
2012-12-31,0.39910,0.84810,25.33060,19.53200,0.01100,1.95650,2.14000,0.21960,1.14250,11.13560,0.6883,0.6218
2012-09-30,0.37320,0.80290,27.42100,22.32420,0.01130,2.18260,2.39090,0.25070,1.32940,10.97960,0.2954,0.1247
2012-06-30,0.42500,0.94330,28.85010,23.71660,0.01130,2.29640,2.45560,0.26240,1.28270,10.76290,1.537,1.6287
2012-03-31,0.46800,1.09410,28.75130,20.35680,0.01090,2.04580,2.18860,0.22990,1.05710,10.58050,-1.14360,-1.17090
2011-12-31,0.48970,1.16590,30.01150,22.22220,0.00980,2.05590,2.20290,0.22300,1.01840,10.41130,-0.0563,-0.1413
2011-09-30,0.51940,1.30710,32.28960,20.74360,0.01140,2.44110,2.61610,0.26330,1.13880,10.40920,0.4452,0.4166
2011-06-30,0.53040,1.35320,33.72320,22.80700,0.01160,2.66780,2.86330,0.28380,1.21540,10.20840,1.0631,1.0191
2011-03-31,0.53260,1.44010,35.92320,15.81350,0.01210,2.99810,3.21920,0.31180,1.35940,10.16540,0.46400,0.43030
2010-12-31,0.48220,1.21220,40.57510,22.28440,0.01360,3.89020,3.21960,0.36580,1.52960,12.91610,0.8503,0.7915
2010-09-30,0.50120,1.31020,28.68220,17.24810,0.01100,2.43790,2.02260,0.22440,0.92420,12.93610,0.4762,0.4213
2010-06-30,0.48560,1.27400,12.71280,3.29170,0.00940,1.21060,0.99870,0.10730,0.46930,12.57450,0.8114,0.7737
2010-03-31,0.50580,1.24060,-18.58010,-14.50150,0.00690,-0.50020,-0.41170,-0.04300,-0.18550,12.42480,0.96410,0.94120
2009-12-31,0.51390,1.24760,-153.93590,-77.25950,0.00370,-2.20410,-1.81620,-0.19400,-0.80480,12.44460,1.5812,1.4126
2009-09-30,0.53490,1.34070,-273.85890,-181.74270,0.00250,-4.55670,-3.77800,-0.39800,-1.60480,12.73450,0.2316,0.2177
2009-06-30,0.54900,1.51010,-89.15930,-86.28320,0.00460,-2.71950,-2.26120,-0.23210,-0.92570,13.87280,1.653,1.5949
2009-03-31,0.59550,1.85060,-321.36360,-243.63640,0.00220,-6.60750,-5.12740,-0.47940,-1.86470,20.40620,-0.13800,-0.20290
