,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.58930,2.13840,28.90530,21.89420,0.00860,3.59690,3.71420,0.20760,1.20260,14.41510,1.6967,1.6625
2022-09-30,0.57870,2.03590,37.51410,29.09610,0.00930,5.00460,5.17640,0.28410,1.71170,14.24530,2.2311,2.2129
2022-06-30,0.53530,1.57070,38.04600,29.13790,0.00930,4.23090,4.58600,0.28340,1.70730,15.46890,-0.0818,-0.1033
2022-03-31,0.41400,0.89070,33.41630,26.19790,0.00890,3.33380,3.57710,0.24670,1.71120,16.41790,0.94360,0.93180
2021-12-31,0.40870,0.73480,39.62850,31.11460,0.01040,4.03920,4.29450,0.33650,2.12790,18.75760,-0.0167,-0.0489
2021-09-30,0.42920,0.80870,42.08330,32.18750,0.01030,4.11920,4.37620,0.34380,2.09620,18.81700,0.9646,0.9651
2021-06-30,0.42410,0.78840,45.90250,35.34440,0.01100,4.51340,4.79180,0.39970,2.32410,18.68320,0.4668,0.446
2021-03-31,0.41480,0.76690,41.66670,32.40740,0.01040,3.92780,4.17910,0.35070,2.05090,18.13100,-0.21040,-0.22270
2020-12-31,0.43260,0.81690,37.91970,30.59990,0.01070,3.57560,3.80060,0.33760,1.81450,18.42740,0.9698,0.9514
2020-09-30,0.41720,0.77400,31.82120,26.36420,0.00890,2.67980,2.85430,0.24860,1.39440,18.15400,0.6384,0.62
2020-06-30,0.43910,0.89600,17.50810,13.11080,0.00720,1.18270,1.26190,0.10810,0.59150,17.97430,0.2852,0.2697
2020-03-31,0.44090,1.19360,15.28660,10.82800,0.00700,0.93480,0.99920,0.09280,0.46560,17.85160,-0.17720,-0.18950
2019-12-31,0.42220,0.79470,35.56870,29.05980,0.01050,3.07830,3.30010,0.32140,1.58040,17.43570,0.9833,0.9575
2019-09-30,0.45810,0.89690,33.96620,27.14490,0.00970,2.71420,2.91260,0.28150,1.30750,17.31450,1.192,1.1876
2019-06-30,0.45750,0.89520,33.35510,26.48790,0.01060,2.80670,3.01950,0.29260,1.35220,16.91830,0.1733,0.1445
2019-03-31,0.47080,0.94900,33.63200,26.67130,0.01030,2.80460,3.09690,0.28690,1.34910,15.71870,0.55090,0.54300
2018-12-31,0.46820,0.93580,36.19170,29.06680,0.01140,3.40730,3.77620,0.34520,1.64350,15.29770,1.6199,1.5965
2018-09-30,0.47660,1.03690,37.11680,30.52840,0.01100,3.50290,3.90090,0.34720,1.65870,14.70580,0.3734,0.3376
2018-06-30,0.47840,1.07000,36.95240,29.65080,0.01140,3.40270,3.91820,0.34760,1.65430,14.26140,0.5797,0.5637
2018-03-31,0.47910,1.03690,32.21020,27.22370,0.01080,2.98830,3.46060,0.30350,1.44970,14.03460,-0.19690,-0.21370
2017-12-31,0.48820,1.02120,28.93200,11.77990,0.01120,1.40000,1.62370,0.14230,0.66760,14.05410,0.6763,0.6249
2017-09-30,0.49750,1.05500,33.37810,23.50570,0.01090,2.55180,2.93900,0.26550,1.19600,14.13300,1.5299,1.5003
2017-06-30,0.46500,1.04650,36.21800,25.51280,0.01150,2.86020,3.29390,0.29970,1.42730,13.96030,-0.1662,-0.1862
2017-03-31,0.45140,0.91530,29.25980,20.67040,0.01060,2.32920,2.66630,0.24170,1.19040,13.64760,-0.37270,-0.37460
2016-12-31,0.44830,0.96420,18.12080,14.02690,0.01090,1.70900,1.86950,0.17000,0.83980,14.12010,0.935,0.8599
2016-09-30,0.45700,0.93570,14.80320,13.07090,0.00940,1.24340,1.42240,0.12670,0.62270,13.86070,0.0011,-0.0425
