,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.81560,0.62600,1.67380,84.26280,4.88920,4.88920,6.99010,6.76090,0.12140,1.23610,72.81130,4.69420,-3.78460,0.81170,1.75560,24.32150,-1.1144,-2.2101
2022-09-30,0.83370,0.62680,1.67980,87.42750,20.64110,20.64110,19.06600,13.31860,0.16540,1.76020,51.13020,12.81980,-10.30530,2.17560,4.78390,23.72690,-6.9844,-7.9788
2022-06-30,0.85180,0.66550,1.98960,86.82800,10.84570,10.84570,-3.99250,-5.81580,0.12860,1.39640,64.45140,-5.47180,3.65610,-0.74770,-1.83020,21.46030,10.2379,9.233
2022-03-31,0.89400,0.68390,2.16400,83.50380,-6.00270,-6.00270,-9.24860,-5.42460,0.09150,1.22960,73.19250,-3.44830,2.47630,-0.50050,-1.08980,22.70860,19.12820,18.13050
2021-12-31,0.86570,0.68470,2.37890,82.66780,7.15230,7.15230,20.66700,12.11060,0.10580,1.68940,53.27340,11.12050,-7.88110,1.83310,3.50580,22.82070,3.4494,2.2577
2021-09-30,0.92740,0.68160,2.35010,85.07770,17.69080,17.69080,15.69890,12.22150,0.13500,1.86640,48.22080,12.22910,-7.35270,1.72260,3.34100,23.78390,-9.8349,-10.7837
2021-06-30,0.94880,0.73270,2.74170,82.28330,-6.25300,-6.25300,-10.61110,-14.25870,0.08730,1.14790,78.40360,-6.85520,3.08690,-0.73200,-1.52940,20.52150,16.4697,15.2727
2021-03-31,1.00710,0.69530,2.28140,75.04010,-29.61480,-29.61480,-60.19260,-48.63560,0.05700,0.89060,101.05140,-21.61460,11.32110,-2.65710,-4.77250,25.26130,14.94690,13.78970
2020-12-31,1.04220,0.67110,2.04070,70.00000,-50.32610,-50.32610,-53.80440,-44.78260,0.04920,1.12060,80.31520,-13.01600,8.03040,-2.09200,-3.19390,28.03680,-2.7039,-3.6054
2020-09-30,1.19500,0.68100,2.13500,75.86440,-7.51330,-7.51330,-14.89360,-14.69420,0.07640,1.58480,56.78860,-6.42670,4.21410,-1.01630,-1.54320,29.23020,-5.765,-7.0048
2020-06-30,1.13620,0.67570,2.26110,32.68550,-150.00000,-150.00000,-168.37460,-133.03890,0.02580,0.51040,176.34280,-23.10330,15.72800,-3.37820,-5.68010,29.91910,-13.0757,-14.5323
2020-03-31,0.79640,0.61910,1.82570,71.52560,-58.57850,-58.57850,-66.95340,-58.89540,0.10820,1.47560,60.99140,-37.34300,26.70620,-6.84230,-14.22460,26.53630,-5.56730,-7.60530
2019-12-31,0.72200,0.43070,0.89200,80.77900,5.82450,5.82450,4.36840,2.76670,0.12830,1.05900,84.98730,1.40900,-1.77470,0.36420,0.80210,38.82220,2.3557,0.3522
2019-09-30,0.75310,0.42080,0.85710,84.59810,17.11640,17.11640,15.76730,11.49520,0.16640,1.29570,69.46040,7.09180,-9.67210,1.90360,4.10740,39.44600,-5.5824,-7.5376
2019-06-30,0.75570,0.38610,0.62890,84.14210,8.40470,8.40470,7.45320,5.80400,0.14200,1.04370,86.23220,3.16570,-4.56320,0.84230,1.94350,39.50700,7.1557,5.228
