,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-12-31,0.70730,2.41700,46.46000,18.55300,0.01930,3.74670,3.69490,0.38670,1.03980,30.43140,4.2647,4.1159
2017-09-30,0.70500,2.39000,48.78440,31.82060,0.01900,5.66480,5.59010,0.61680,1.58740,30.56200,4.2989,4.1367
2017-06-30,0.70130,2.34820,48.73520,29.90440,0.01900,5.10330,5.03690,0.58240,1.44840,30.01100,2.7371,2.5871
2017-03-31,0.70420,2.38110,49.51510,31.43180,0.01850,5.26860,5.20060,0.59500,1.48080,29.46240,2.62440,2.50260
2016-12-31,0.69200,2.24700,49.60670,30.89890,0.01930,5.23090,5.16420,0.60990,1.53130,29.12550,3.1055,2.9929
2016-09-30,0.70280,2.36450,51.77800,33.67460,0.02050,5.92380,5.84840,0.70580,1.67380,28.62250,3.375,3.256
2016-06-30,0.68410,2.16560,49.77830,33.37030,0.02060,5.68420,5.61280,0.70390,1.70740,28.03470,1.6415,1.5425
2016-03-31,0.68630,2.18730,50.77780,31.22220,0.02040,5.34590,5.27810,0.65270,1.59420,27.31840,2.77700,2.66670
2015-12-31,0.68620,2.18630,45.78730,28.35560,0.01980,4.66640,4.60740,0.57600,1.39180,26.73840,2.3244,2.215
2015-09-30,0.67800,2.10560,52.47850,32.27370,0.02170,5.69670,5.62550,0.71490,1.74340,26.31560,2.7123,2.6395
2015-06-30,0.68150,2.15240,50.40130,31.35370,0.02200,5.59660,5.52690,0.70540,1.69390,25.75090,1.3896,1.282
2015-03-31,0.67160,2.05960,50.98260,32.17290,0.02120,5.50180,5.43650,0.69610,1.71670,25.21770,2.37280,2.28130
2014-12-31,0.66940,2.03490,41.01270,24.81010,0.01900,3.82070,3.77530,0.48600,1.19960,24.78700,2.1333,2.0414
2014-09-30,0.64920,1.86330,54.95640,34.31370,0.02280,5.99570,5.94100,0.79900,1.99880,24.81570,2.3379,2.2729
2014-06-30,0.63800,1.77290,56.01550,34.76820,0.02300,5.95140,5.89850,0.81580,2.04850,24.45940,1.4004,1.3352
2014-03-31,0.64680,1.84250,56.58920,34.21930,0.02270,6.03190,5.97820,0.79290,2.02220,23.52980,2.39190,2.30080
2013-12-31,0.65450,1.90710,52.78870,33.12680,0.02240,5.87370,5.82210,0.75880,1.92440,22.88860,1.9862,1.8775
2013-09-30,0.63770,1.77220,54.71370,33.48760,0.02290,5.90520,5.85390,0.78500,2.02620,22.14310,0.9784,0.8515
2013-06-30,0.63320,1.75110,54.46970,32.64850,0.02400,6.08820,6.03630,0.80330,2.11370,21.51810,1.2572,1.1371
2013-03-31,0.65120,1.89530,58.91980,35.95200,0.02410,6.91040,6.84920,0.88390,2.27910,20.89700,3.00200,2.88330
2012-12-31,,,,,,,,,,,0,0
2012-11-30,,,,,,,,,,,-4.9432,-4.7299
2012-09-30,,,55.00270,33.76140,,,,,,,0.7421,0.7315
2012-08-31,0.67790,2.13170,55.05560,33.78120,0.02490,6.85210,7.23100,0.84790,2.20730,18.02200,1.3156,1.2312
2012-06-30,,,52.74310,32.41900,,,,,,,0.0462,0.0327
2012-05-31,0.68130,2.13780,53.67350,32.90010,0.02240,6.02990,6.34350,0.74440,1.92170,17.20450,1.5116,1.4652
2012-03-31,,,60.90750,37.46360,,,,,,,1.32770,1.26930
2012-02-29,0.67990,2.12410,59.96940,36.92040,0.02400,7.14700,7.52340,0.89520,2.28770,16.65770,1.90460,1.85580
2011-11-30,,,,,,,,,,,-5.0554,-4.9269
2011-08-31,0.68880,2.22560,61.97620,37.98620,0.02570,8.10420,8.58090,0.98720,2.52220,14.87540,0.9935,0.9563
2011-05-31,0.70450,2.39770,59.32740,38.00510,0.02460,7.98080,8.48460,0.94650,2.35810,13.78770,1.7566,1.6938
2011-02-28,0.73350,2.76700,54.74680,34.93350,0.02070,6.73840,7.20710,0.73200,1.79570,12.65280,2.30530,2.27680
2010-11-30,,,,,,,,,,,-4.9476,-4.8939
2010-08-31,0.74340,2.89770,43.28440,26.10400,0.01660,4.26450,4.60030,0.43390,1.09410,11.22270,0.5209,0.4986
2010-05-31,0.75200,3.03250,45.11860,27.57890,0.01510,4.27390,4.61610,0.41520,1.05990,11.09990,2.3379,2.3209
2010-02-28,0.76150,3.19200,-56.13620,-34.04780,0.00460,-1.76880,-1.57700,-0.15500,-0.35210,12.90060,2.08880,2.07440
2009-11-30,,,,,,,,,,,-5.0211,-4.9429
2009-08-31,0.17630,0.21410,64.21330,39.44960,0.03430,7.98530,7.27890,1.35240,5.67170,15.45140,1.048,1.0288
2009-05-31,0.16140,0.25990,42.51370,23.15330,0.02350,3.60490,3.24390,0.54390,2.55350,15.39550,2.8734,2.8498
2009-02-28,0.19280,0.63470,25.96520,15.94170,0.01860,2.00680,2.17220,0.29650,1.61990,12.46080,1.09970,1.06430
