,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.58550,1.41240,48.70660,35.73540,0.02220,7.60390,7.16980,0.82540,2.91910,52.28660,6.1276,5.8328
2022-06-30,0.56920,1.45200,54.28040,41.30840,0.02330,8.74250,8.22410,0.96950,3.47740,50.00220,5.9086,5.7327
2022-03-31,0.56050,1.27540,58.87920,43.85010,0.02560,10.03470,9.42480,1.15630,4.06350,47.81040,6.08420,5.90530
2021-12-31,0.57950,1.50860,50.91660,39.73060,0.02420,8.63830,8.11220,0.96790,3.34640,46.50250,4.3687,4.212
2021-09-30,0.58260,1.39610,54.08950,40.70220,0.02390,8.93750,8.38780,1.00510,3.43310,44.99590,5.642,5.4711
2021-06-30,0.59500,1.46910,64.51800,49.01280,0.03100,14.01570,13.14750,1.52990,5.22120,43.72370,5.1405,4.9551
2021-03-31,0.63350,1.72870,65.79120,48.92410,0.02780,14.35390,13.49540,1.39900,4.80330,39.72090,4.91210,4.77850
2020-12-31,0.66120,1.95160,44.26520,34.88880,0.02030,8.12980,7.58500,0.70780,2.48720,35.49940,5.2706,5.0937
2020-09-30,0.68060,3.17410,48.82890,38.23830,0.01580,8.38410,7.78630,0.62000,2.40240,33.44910,4.2353,4.0621
2020-06-30,0.70630,2.40530,-74.83770,-59.90260,0.00540,-4.28550,-3.96040,-0.32340,-1.12070,31.46990,5.222,4.9135
2020-03-31,0.72970,2.70030,-7.21550,-7.21550,0.00960,-0.67020,-0.65910,-0.05410,-0.17060,31.55380,5.45450,5.26300
2019-12-31,0.68430,2.16720,43.83300,33.53890,0.01850,6.26770,6.18390,0.62110,1.88500,38.23550,4.4351,4.2163
2019-09-30,0.67610,2.08710,47.31080,35.64970,0.01900,6.90340,6.81240,0.69500,2.12880,37.19910,2.8128,2.6116
2019-06-30,0.68650,2.18940,47.79660,36.17430,0.01870,6.88930,6.79730,0.68020,2.05420,35.97460,4.9957,4.7782
2019-03-31,0.70000,2.33380,47.59470,36.07980,0.01760,6.78760,6.69490,0.65570,1.93420,34.60200,7.11890,6.86890
2018-12-31,0.70980,2.44640,44.69360,33.93120,0.01830,6.50140,6.41220,0.62710,1.79100,33.58010,2.0932,1.8745
2018-09-30,0.71020,2.45080,48.78910,35.26740,0.01870,6.88800,6.79310,0.68030,1.89400,32.59950,4.8383,4.6598
2018-06-30,0.70680,2.41090,47.12520,35.62600,0.01810,6.47880,6.38850,0.65110,1.80120,31.66320,4.6276,4.452
2018-03-31,0.70710,2.41410,46.92980,35.41670,0.01790,6.46100,6.37080,0.65320,1.79440,30.93490,3.48730,3.32390
