,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.60000,0.41790,0.72140,17.52160,9.48280,9.48280,7.93100,5.02160,0.21200,1.63550,1.35160,66.58840,2.95620,20.35200,1.21550,1.72080,33.20910,3.4401,2.7882
2022-09-30,2.66000,0.43050,0.75790,17.18680,10.18640,10.18640,9.36280,6.19850,0.23100,1.65700,1.37080,65.65670,3.65110,5.77250,1.53220,2.07920,30.93390,1.6122,0.8313
2022-06-30,2.62700,0.43720,0.77880,10.84550,2.39090,2.39090,0.39440,-1.50360,0.20380,1.53130,1.33980,67.17280,-0.86940,-1.43600,-0.36170,-0.48930,30.56840,0.35,-0.4111
2022-03-31,2.59860,0.43060,0.76020,14.09770,6.12730,6.12730,4.16470,1.74720,0.20480,1.55230,1.36800,65.78750,1.04650,1.73180,0.44110,0.59590,31.74430,-0.74490,-1.64850
2021-12-31,2.00520,0.32160,0.47510,14.29610,6.28930,6.28930,2.24960,0.36280,0.22960,1.75920,1.48490,60.60960,0.45560,0.76680,0.21660,0.30900,31.64720,2.4665,1.8177
2021-09-30,2.11370,0.32000,0.47160,14.12150,5.88400,5.88400,4.92610,2.35360,0.20700,1.48090,1.34590,66.87190,1.22370,2.07090,0.58920,0.83210,31.41870,0.0137,-0.6016
2021-06-30,2.06270,0.32100,0.47470,15.81300,7.48620,7.48620,6.48800,3.86130,0.21410,1.77960,1.43440,62.74230,1.94720,3.34880,0.93360,1.32210,31.51480,1.096,0.631
2021-03-31,1.96900,0.32290,0.48620,18.07110,10.66370,10.66370,9.69430,6.93510,0.23020,2.16130,1.43780,62.59510,3.62490,6.32910,1.71660,2.45460,30.59940,0.92940,0.43890
2020-12-31,1.84500,0.33120,0.50630,18.49480,10.58880,10.58880,9.80530,6.71890,0.24040,2.64690,1.49790,60.08550,3.88890,7.11220,1.79770,2.60090,29.99720,2.9489,2.6149
2020-09-30,1.84100,0.34250,0.53400,17.63900,9.92370,9.92370,8.91490,7.71540,0.22310,2.45810,1.40000,64.28570,4.03760,7.66330,1.85480,2.65470,27.97520,2.0579,1.6967
