,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,2.30750,0.03140,0.26480,56.26570,19.41220,19.41220,33.60120,27.42630,0.14140,11.45120,4.69020,19.18890,,6.28350,3.83360,5.85640,,1.4582,1.3544
2022-06-30,2.22840,0.03100,0.29960,55.88080,21.35800,21.35800,24.74750,22.84830,0.13770,12.10950,4.44240,20.25920,,4.44490,2.65900,4.13610,,1.4295,1.3453
2022-03-31,2.30030,0.03030,0.25440,54.49340,23.37870,23.37870,23.49750,18.65360,0.14790,12.44550,4.46360,20.16330,,4.42740,2.71010,4.11800,,1.10290,0.92550
2021-12-31,2.23990,0.01270,0.20780,53.03650,18.92470,18.92470,26.95990,23.17350,0.16560,12.38700,4.61980,19.48150,5.91060,6.16570,3.81920,5.83560,23.79320,1.9857,1.8933
2021-09-30,2.22300,,0.23050,53.22380,17.01250,17.01250,18.61620,14.33830,0.15020,9.99420,4.09250,21.99160,,4.10340,2.24880,3.90510,,1.4743,1.3812
2021-06-30,2.13390,,0.31100,54.51830,18.31040,18.31040,22.36150,17.25620,0.13250,10.55610,4.60970,19.52420,,4.17390,2.24490,3.97650,,1.1037,1.0064
2021-03-31,2.28100,,0.25040,53.87010,20.83900,20.83900,28.20600,21.63620,0.13630,10.82030,4.05740,22.18150,,5.43670,2.99900,5.17750,,1.24410,1.17040
2020-12-31,2.30690,,0.23500,50.81200,16.34370,16.34360,10.51630,7.40010,0.16370,18.38460,5.07340,17.73940,2.05950,2.16870,1.20490,2.05950,18.98880,2.1148,2.0367
2020-09-30,2.42420,,0.25840,52.98380,15.38280,15.38280,16.80850,16.06920,0.12890,16.72970,3.77010,23.87210,,3.41110,1.93010,3.24470,,1.1471,1.0733
2020-06-30,2.45850,,0.25220,53.84810,22.93040,22.93040,31.43140,24.95380,0.12610,15.01940,3.62360,24.83710,,5.62040,3.22620,5.34760,,1.0294,0.9791
2020-03-31,2.07850,,0.30760,54.96090,26.29460,26.29460,29.49580,20.81190,0.14380,13.67110,3.74220,24.05000,6.19150,6.57130,3.32960,6.19150,13.98720,1.40210,1.36680
2019-12-31,2.22540,,0.26890,104.99710,50.21970,50.21960,-72.49130,47.06460,0.06160,-0.53080,1.65750,54.29740,-7.70970,-8.19510,-4.30390,-7.70970,13.92420,3.8046,3.5507
2019-09-30,2.38500,,0.24190,53.77500,22.78520,22.78520,95.85980,86.98120,0.13830,9.85120,3.10950,28.94310,20.16030,21.25680,12.20240,20.16030,,0,0
2019-06-30,2.15260,,0.26230,43.29360,18.57430,18.57430,20.26240,16.36400,0.20230,2.68310,4.17580,21.55280,,6.47980,3.35980,6.03450,,-0.7808,-0.6843
2019-03-31,1.97760,,0.29100,44.07760,18.57320,18.57320,20.33230,12.97720,0.20070,2.39970,3.61990,24.86250,,5.47020,2.69390,5.07050,,0.78080,0.68430
2018-12-31,1.95720,,0.29680,38.10960,11.41880,11.41880,14.00270,8.64630,0.20500,2.19890,4.15710,21.64970,3.52240,3.81250,1.86410,3.52240,10.46290,2.9976,2.4342
2018-09-30,1.90040,,0.30920,44.77730,12.50220,12.50220,14.62250,9.47060,0.21070,1.47950,3.68890,24.39780,,3.99160,2.02640,3.67320,,0,0
2018-06-30,2.10580,,0.28770,44.49250,14.33070,14.33070,16.47990,12.93620,0.21600,1.59240,4.21430,21.35600,,5.18540,3.00140,5.11660,,-0.459,-0.2983
2018-03-31,2.27350,,0.21120,42.00650,8.51580,8.51580,7.67300,5.30510,0.19210,1.60500,3.18770,28.23370,1.78590,1.80960,1.09090,1.78590,,0.45900,0.29830
2017-12-31,2.60830,,0.14260,40.55370,11.63700,11.63700,12.82480,10.36530,0.22760,1.75560,4.46690,20.14830,3.65740,3.70470,2.39090,3.65740,10.86870,2.7558,2.3296
2017-09-30,2.92730,,0.12540,47.66530,20.43380,20.43380,22.17620,20.25560,0.18760,,3.82810,23.51040,,5.63300,3.82200,5.55950,,0,0
2017-06-30,2.85400,,0.12160,50.36530,25.45870,25.45870,27.64570,22.21960,0.20510,,3.92970,22.90260,6.77050,6.86090,4.59250,6.77050,,-0.8824,-0.8113
2017-03-31,2.68420,,0.10680,54.86310,34.98350,34.98350,36.31980,28.75820,0.21700,,3.70370,24.29990,9.55520,9.69050,6.38170,9.55520,,0.88240,0.81130
2016-12-31,2.55540,,0.09920,52.79680,31.67580,31.67580,38.20010,30.43120,0.18460,3.20400,2.51970,35.71860,8.52780,8.66030,5.65210,8.52780,8.44100,3.3727,3.1259
2016-09-30,2.77590,,0.08530,57.90030,30.90220,30.90220,34.98420,29.74520,0.18550,,3.46050,26.00790,7.93110,8.06660,5.62970,7.93110,,0,0
2016-06-30,2.88410,,0.07050,58.97980,34.04400,34.04400,34.03200,30.38820,0.19560,,3.59390,25.04270,8.45980,8.61550,6.08360,8.45980,,0,0
