,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,3.39320,0.25260,0.34190,24.04290,18.02980,18.02980,17.57690,14.33890,0.26860,1.21510,2.42940,37.04660,6.77700,10.75840,4.08340,5.06520,77.20100,9.2239,7.3504
2022-09-30,3.09930,0.26010,0.35650,27.07800,22.44440,22.44440,22.12150,16.07370,0.32740,1.26650,2.49980,36.00290,9.55680,15.62440,5.60930,7.07120,73.37770,11.0974,9.3049
2022-06-30,2.61860,0.27060,0.41180,34.79820,30.02300,30.02300,29.59350,21.62190,0.37240,1.16890,2.48330,36.24270,15.27620,25.98820,8.61180,11.14320,68.19650,8.8642,6.8698
2022-03-31,2.87920,0.27460,0.42300,32.95570,27.95650,27.95650,27.61880,19.89090,0.36650,1.12640,2.55220,35.26380,13.79610,18.29140,7.77820,10.00710,60.67430,9.08570,7.46720
2021-12-31,2.48180,0.25360,0.38930,33.99330,29.04110,29.04110,29.02010,21.60860,0.40140,1.13810,2.68930,33.46620,16.02410,21.92640,9.06220,11.96070,53.60920,8.8026,7.4327
2021-09-30,2.52710,0.26190,0.40630,33.02820,27.92460,27.92460,27.81970,20.53970,0.41340,1.21630,2.52320,35.66840,15.93710,22.25270,8.91110,11.76320,48.81160,6.1052,4.3376
2021-06-30,3.10720,0.29330,0.42390,28.14260,23.23460,23.23460,23.04820,17.06870,0.38220,1.20510,2.58580,34.80610,12.36430,15.96870,6.83370,8.73750,43.27500,4.5761,3.2687
2021-03-31,3.50420,0.30770,0.45020,23.12110,18.87740,18.87740,18.50110,13.35380,0.33140,1.23730,2.48050,36.28360,8.32520,10.99800,4.66420,5.76320,39.63920,1.75330,0.73590
2020-12-31,3.61080,0.31940,0.47550,13.66010,4.75700,4.75700,4.14000,7.54950,0.26140,1.27250,2.28810,39.33350,3.79160,5.10990,2.11610,2.58040,37.16150,1.624,0.4919
2020-09-30,3.77780,0.33720,0.51570,10.19070,6.69810,6.69810,5.89330,3.90050,0.25250,1.35730,2.32510,38.70730,2.07730,2.83870,1.14060,1.37690,35.49530,2.8123,1.4985
2020-06-30,4.39430,0.33200,0.50580,8.73430,5.33690,5.33690,4.18410,2.49780,0.23060,1.17080,2.29090,39.28620,1.25340,1.72150,0.70950,0.83730,35.18930,3.7921,2.6256
2020-03-31,3.53710,0.28590,0.40820,11.18830,3.34310,3.34310,2.60110,0.35030,0.31480,1.28890,2.47420,36.37480,0.51320,0.70670,0.30440,0.36650,35.18710,0.66420,-0.67700
2019-12-31,3.33890,0.28450,0.40620,8.48030,4.01500,4.01510,3.47310,2.08200,0.27970,1.22240,2.37570,37.88360,1.24410,1.71070,0.73180,0.89010,35.75460,2.244,0.6652
2019-09-30,3.35820,0.28300,0.40180,10.47690,7.56170,7.56170,6.96020,5.00280,0.29530,1.20120,2.36320,38.08450,2.70310,3.71150,1.58640,1.93800,35.81960,3.0695,2.0131
2019-06-30,3.55700,0.28360,0.40140,13.15290,9.60850,9.60850,9.06760,6.51380,0.32530,1.19950,2.45740,36.62350,3.85380,5.33780,2.27440,2.76100,35.28870,1.7642,0.5981
2019-03-31,3.36850,0.28730,0.40990,14.69490,11.73030,11.73030,11.31140,8.19860,0.33710,1.17000,2.45520,36.65680,5.05390,7.06580,2.93470,3.60190,34.45920,2.11830,1.22020
